train_loss,epoch,step,val_loss,joint-0-acc,joint-1-acc,joint-2-acc,joint-3-acc,joint-4-acc,joint-5-acc,joint-6-acc,mean-detection-acc,joint-0-dist,joint-1-dist,joint-2-dist,joint-3-dist,joint-4-dist,joint-5-dist,joint-6-dist,mean-l2-dist
0.33744823932647705,0,0,,,,,,,,,,,,,,,,,
0.30343157052993774,0,1,,,,,,,,,,,,,,,,,
0.27655312418937683,0,2,,,,,,,,,,,,,,,,,
0.25529658794403076,0,3,,,,,,,,,,,,,,,,,
0.2357942759990692,0,4,,,,,,,,,,,,,,,,,
0.21898560225963593,0,5,,,,,,,,,,,,,,,,,
0.20571714639663696,0,6,,,,,,,,,,,,,,,,,
0.19393028318881989,0,7,,,,,,,,,,,,,,,,,
0.18324625492095947,0,8,,,,,,,,,,,,,,,,,
0.17268693447113037,0,9,,,,,,,,,,,,,,,,,
0.16440439224243164,0,10,,,,,,,,,,,,,,,,,
0.15604917705059052,0,11,,,,,,,,,,,,,,,,,
0.14927373826503754,0,12,,,,,,,,,,,,,,,,,
0.1426643431186676,0,13,,,,,,,,,,,,,,,,,
0.13533583283424377,0,14,,,,,,,,,,,,,,,,,
0.12910456955432892,0,15,,,,,,,,,,,,,,,,,
0.1236526221036911,0,16,,,,,,,,,,,,,,,,,
0.11804310977458954,0,17,,,,,,,,,,,,,,,,,
0.11280249059200287,0,18,,,,,,,,,,,,,,,,,
0.10768967121839523,0,19,,,,,,,,,,,,,,,,,
0.10342349857091904,0,20,,,,,,,,,,,,,,,,,
0.09838040173053741,0,21,,,,,,,,,,,,,,,,,
0.09416856616735458,0,22,,,,,,,,,,,,,,,,,
0.09006194025278091,0,23,,,,,,,,,,,,,,,,,
0.08637264370918274,0,24,,,,,,,,,,,,,,,,,
0.08330004662275314,0,25,,,,,,,,,,,,,,,,,
0.07938602566719055,0,26,,,,,,,,,,,,,,,,,
0.0760880708694458,0,27,,,,,,,,,,,,,,,,,
0.0730452612042427,0,28,,,,,,,,,,,,,,,,,
0.06981212645769119,0,29,,,,,,,,,,,,,,,,,
0.06750635802745819,0,30,,,,,,,,,,,,,,,,,
0.06459931284189224,0,31,,,,,,,,,,,,,,,,,
0.062254324555397034,0,32,,,,,,,,,,,,,,,,,
0.05965636298060417,0,33,,,,,,,,,,,,,,,,,
0.057354770600795746,0,34,,,,,,,,,,,,,,,,,
0.05530952289700508,0,35,,,,,,,,,,,,,,,,,
0.05322736129164696,0,36,,,,,,,,,,,,,,,,,
0.05127955973148346,0,37,,,,,,,,,,,,,,,,,
0.049957275390625,0,38,,,,,,,,,,,,,,,,,
0.047787901014089584,0,39,,,,,,,,,,,,,,,,,
0.046194229274988174,0,40,,,,,,,,,,,,,,,,,
0.04456062614917755,0,41,,,,,,,,,,,,,,,,,
0.04310087114572525,0,42,,,,,,,,,,,,,,,,,
0.04172380268573761,0,43,,,,,,,,,,,,,,,,,
0.04088903218507767,0,44,,,,,,,,,,,,,,,,,
0.039259642362594604,0,45,,,,,,,,,,,,,,,,,
0.0379430390894413,0,46,,,,,,,,,,,,,,,,,
0.03664299100637436,0,47,,,,,,,,,,,,,,,,,
0.03559451550245285,0,48,,,,,,,,,,,,,,,,,
0.03458039090037346,0,49,,,,,,,,,,,,,,,,,
0.03354676812887192,0,50,,,,,,,,,,,,,,,,,
0.032432395964860916,0,51,,,,,,,,,,,,,,,,,
0.031658872961997986,0,52,,,,,,,,,,,,,,,,,
0.030812175944447517,0,53,,,,,,,,,,,,,,,,,
,0,53,0.04985314607620239,0.9774436354637146,0.9924812316894531,0.9548872113227844,1.0,0.981203019618988,1.0,0.9887217879295349,0.984962522983551,379.4026184082031,341.9461669921875,365.0057678222656,313.1226806640625,322.8393859863281,309.8079528808594,321.593994140625,336.2455139160156
0.03001241758465767,1,54,,,,,,,,,,,,,,,,,
0.029311763122677803,1,55,,,,,,,,,,,,,,,,,
0.028307918459177017,1,56,,,,,,,,,,,,,,,,,
0.02770717814564705,1,57,,,,,,,,,,,,,,,,,
0.026875024661421776,1,58,,,,,,,,,,,,,,,,,
0.026183750480413437,1,59,,,,,,,,,,,,,,,,,
0.025755880400538445,1,60,,,,,,,,,,,,,,,,,
0.024911100044846535,1,61,,,,,,,,,,,,,,,,,
0.02436758577823639,1,62,,,,,,,,,,,,,,,,,
0.023764777928590775,1,63,,,,,,,,,,,,,,,,,
