,VIDEO,ANIMAL,BODY-PART,SHAPE NAME,START TIME,END TIME,START FRAME,END FRAME,DURATION (S)
529,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,335.3666667,339.8,10061,10193,4.433333333
530,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,340.2333333,343.1333333,10207,10293,2.9
531,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,344.9333333,352.6666667,10348,10579,7.733333333
532,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,404.3666667,405,12131,12149,0.633333333
533,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,405.0666667,405.8,12152,12173,0.733333333
534,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,406.4333333,406.5666667,12193,12196,0.133333333
535,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,406.6666667,406.7,12200,12200,0.033333333
536,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,407.4666667,410.8333333,12224,12324,3.366666667
537,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,410.9,412.0666667,12327,12361,1.166666667
538,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,415.1,415.2,12453,12455,0.1
539,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,415.8666667,415.9666667,12476,12478,0.1
540,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,416.0666667,416.8,12482,12503,0.733333333
541,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,417.5333333,417.8333333,12526,12534,0.3
542,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,421.1,421.1333333,12633,12633,0.033333333
543,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,421.1666667,423.2666667,12635,12697,2.1
544,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,435.6333333,440.9666667,13069,13228,5.333333333
545,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,441.8333333,442.1,13255,13262,0.266666667
546,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,467.3333333,467.6333333,14020,14028,0.3
547,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,467.9666667,468.1333333,14039,14043,0.166666667
548,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,468.9,470.8,14067,14123,1.9
549,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,472.5666667,474.3,14177,14228,1.733333333
550,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,474.3333333,475.9666667,14230,14278,1.633333333
551,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,480.7,480.7666667,14421,14422,0.066666667
552,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,481.6333333,481.8333333,14449,14454,0.2
553,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,485.1333333,486.2666667,14554,14587,1.133333333
554,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,495.5,495.5333333,14865,14865,0.033333333
555,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,524.5333333,526.2,15736,15785,1.666666667
556,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,543.5,547.6666667,16305,16429,4.166666667
557,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,557.1333333,560.1333333,16714,16803,3
558,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,563.1,564.9,16893,16946,1.8
559,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,602.1333333,605.1333333,18064,18153,3
560,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,605.1666667,605.3666667,18155,18160,0.2
561,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,611.3,611.3666667,18339,18340,0.066666667
562,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,611.6333333,616.3,18349,18488,4.666666667
563,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,627.3,638.7666667,18819,19162,11.46666667
564,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,638.8333333,638.8666667,19165,19165,0.033333333
565,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,638.9333333,641.3333333,19168,19239,2.4
566,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,655.8,655.8333333,19674,19674,0.033333333
567,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,662.5,665.7333333,19875,19971,3.233333333
568,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,667.6666667,667.7666667,20030,20032,0.1
569,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,673.2333333,675.9,20197,20276,2.666666667
570,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,756.4666667,759.3,22694,22778,2.833333333
571,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,770.6333333,770.8666667,23119,23125,0.233333333
572,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,775.2,775.6666667,23256,23269,0.466666667
573,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,779.8666667,779.9333333,23396,23397,0.066666667
574,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,780.2333333,781.2333333,23407,23436,1
575,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,795.4333333,795.4666667,23863,23863,0.033333333
576,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,797.9333333,798.3,23938,23948,0.366666667
577,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,853.9666667,861.1333333,25619,25833,7.166666667
578,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,861.1666667,861.6333333,25835,25848,0.466666667
579,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,901.8333333,901.9333333,27055,27057,0.1
580,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,902.9666667,903.0333333,27089,27090,0.066666667
581,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,920.2333333,930.8,27607,27923,10.56666667
582,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,1178.5,1179,35355,35369,0.5
583,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,1179.7,1180,35391,35399,0.3
584,501_MA142_Gi_Saline_0513,Animal_1,Center,My_circle,1180.066667,1180.933333,35402,35427,0.866666667
585,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,61.2,62.03333333,1836,1860,0.833333333
586,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,69.13333333,69.23333333,2074,2076,0.1
587,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,69.53333333,69.66666667,2086,2089,0.133333333
588,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,80.86666667,81.13333333,2426,2433,0.266666667
589,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,83.56666667,86.16666667,2507,2584,2.6
590,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,159.9,161.6333333,4797,4848,1.733333333
591,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,161.6666667,161.7666667,4850,4852,0.1
592,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,162.2333333,162.5,4867,4874,0.266666667
593,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,162.5666667,162.6,4877,4877,0.033333333
594,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,165.2,165.6333333,4956,4968,0.433333333
595,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,166.2333333,166.3,4987,4988,0.066666667
596,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,166.3333333,166.4,4990,4991,0.066666667
597,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,166.5666667,166.7333333,4997,5001,0.166666667
598,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,188.8333333,190.6333333,5665,5718,1.8
599,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,190.7666667,190.8333333,5723,5724,0.066666667
600,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,191.2,192.9,5736,5786,1.7
601,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,505.9333333,506.5666667,15178,15196,0.633333333
602,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,573.6,573.6666667,17208,17209,0.066666667
603,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,573.9666667,574.1,17219,17222,0.133333333
604,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,574.1333333,574.3333333,17224,17229,0.2
605,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,592.7,592.8666667,17781,17785,0.166666667
606,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,592.9,593.4,17787,17801,0.5
607,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,593.5333333,593.7666667,17806,17812,0.233333333
608,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,593.8666667,594.0666667,17816,17821,0.2
609,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,597.0333333,598.7333333,17911,17961,1.7
610,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,702.2333333,702.7333333,21067,21081,0.5
611,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,722.6,722.6333333,21678,21678,0.033333333
612,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,722.8333333,723.6666667,21685,21709,0.833333333
613,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,724.7333333,725,21742,21749,0.266666667
614,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,725.1,725.1333333,21753,21753,0.033333333
615,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,725.2666667,725.4333333,21758,21762,0.166666667
616,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,725.7,727.1,21771,21812,1.4
617,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,727.1333333,727.2666667,21814,21817,0.133333333
618,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,727.4,727.6666667,21822,21829,0.266666667
619,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,727.7333333,727.7666667,21832,21832,0.033333333
620,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,727.8,728.0333333,21834,21840,0.233333333
621,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,728.1333333,728.3333333,21844,21849,0.2
622,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,729.5666667,729.6,21887,21887,0.033333333
623,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,729.8,729.8666667,21894,21895,0.066666667
624,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,730.5666667,731.6333333,21917,21948,1.066666667
625,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,804.9333333,805.0666667,24148,24151,0.133333333
626,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,815.6,818.2333333,24468,24546,2.633333333
627,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,821,821.0333333,24630,24630,0.033333333
628,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,821.2333333,821.4333333,24637,24642,0.2
629,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,822.0333333,822.1666667,24661,24664,0.133333333
630,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,822.6,822.6666667,24678,24679,0.066666667
631,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,846.1666667,849.8333333,25385,25494,3.666666667
632,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,932.6333333,942.7666667,27979,28282,10.13333333
633,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,962.7666667,966.1666667,28883,28984,3.4
634,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,972.7666667,973.3666667,29183,29200,0.6
635,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,973.4333333,986.5666667,29203,29596,13.13333333
636,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,987.5,989.9333333,29625,29697,2.433333333
637,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,989.9666667,990.0333333,29699,29700,0.066666667
638,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,990.6666667,990.8,29720,29723,0.133333333
639,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1004.933333,1005.466667,30148,30163,0.533333333
640,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1005.6,1005.666667,30168,30169,0.066666667
641,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1005.733333,1006.133333,30172,30183,0.4
642,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1006.233333,1007.666667,30187,30229,1.433333333
643,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1007.8,1008.1,30234,30242,0.3
644,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1008.3,1012.3,30249,30368,4
645,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1056.4,1057.2,31692,31715,0.8
646,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1089.933333,1104.433333,32698,33132,14.5
647,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1104.5,1104.9,33135,33146,0.4
648,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1106.7,1110.133333,33201,33303,3.433333333
649,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1110.4,1119.266667,33312,33577,8.866666667
650,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1119.8,1121.7,33594,33650,1.9
651,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1122.433333,1125.166667,33673,33754,2.733333333
652,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1125.366667,1126,33761,33779,0.633333333
653,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1126.066667,1126.566667,33782,33796,0.5
654,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1126.6,1126.8,33798,33803,0.2
655,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1126.933333,1127,33808,33809,0.066666667
656,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1127.066667,1127.866667,33812,33835,0.8
657,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1135.766667,1135.966667,34073,34078,0.2
658,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1143.866667,1145.666667,34316,34369,1.8
659,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1146.2,1146.466667,34386,34393,0.266666667
660,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1146.866667,1146.933333,34406,34407,0.066666667
661,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1147.6,1149.066667,34428,34471,1.466666667
662,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1149.1,1149.133333,34473,34473,0.033333333
663,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1149.2,1149.266667,34476,34477,0.066666667
664,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1149.533333,1150.266667,34486,34507,0.733333333
665,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1151.433333,1153.333333,34543,34599,1.9
666,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1170.133333,1170.866667,35104,35125,0.733333333
667,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1184.133333,1184.166667,35524,35524,0.033333333
668,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1188.633333,1190.333333,35659,35709,1.7
669,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1191.466667,1197.8,35744,35933,6.333333333
670,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1197.833333,1204.233333,35935,36126,6.4
671,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1204.5,1204.533333,36135,36135,0.033333333
672,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1204.6,1204.733333,36138,36141,0.133333333
673,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1204.833333,1204.9,36145,36146,0.066666667
674,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1204.933333,1205.2,36148,36155,0.266666667
675,501_MA142_Gi_Saline_0513,Animal_1,Center,My_polygon,1205.466667,1205.833333,36164,36174,0.366666667
676,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,66.53333333,67.03333333,1996,2010,0.5
677,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,109.0333333,109.6333333,3271,3288,0.6
678,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,109.8,111.1666667,3294,3334,1.366666667
679,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,111.2,111.2333333,3336,3336,0.033333333
680,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,111.2666667,111.3,3338,3338,0.033333333
681,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,111.3666667,111.5333333,3341,3345,0.166666667
682,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,111.7666667,115.2666667,3353,3457,3.5
683,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,115.6,116.0333333,3468,3480,0.433333333
684,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,116.1666667,116.5333333,3485,3495,0.366666667
685,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,117.3666667,117.4,3521,3521,0.033333333
686,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,117.4333333,117.4666667,3523,3523,0.033333333
687,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,117.6333333,117.9,3529,3536,0.266666667
688,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,118.3333333,119.9333333,3550,3597,1.6
689,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,119.9666667,120.0333333,3599,3600,0.066666667
690,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,120.1333333,121.7333333,3604,3651,1.6
691,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,123.1666667,123.3,3695,3698,0.133333333
692,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,123.3666667,123.4,3701,3701,0.033333333
693,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,123.8,124.1333333,3714,3723,0.333333333
694,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,126.9666667,128.8333333,3809,3864,1.866666667
695,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,129.0666667,129.1333333,3872,3873,0.066666667
696,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,227.2,228.4333333,6816,6852,1.233333333
697,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,228.6666667,229.2333333,6860,6876,0.566666667
698,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,229.4666667,229.8333333,6884,6894,0.366666667
699,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,230,230.4,6900,6911,0.4
700,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,266.3666667,266.5333333,7991,7995,0.166666667
701,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,277.1333333,277.4666667,8314,8323,0.333333333
702,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,493.5666667,493.6,14807,14807,0.033333333
703,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,592.5666667,592.6666667,17777,17779,0.1
704,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,593.2666667,593.4666667,17798,17803,0.2
705,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,731.4333333,731.6,21943,21947,0.166666667
706,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,732.0666667,735.7333333,21962,22071,3.666666667
707,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,737.6666667,737.7,22130,22130,0.033333333
708,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,737.7666667,738.0666667,22133,22141,0.3
709,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,738.7666667,738.8333333,22163,22164,0.066666667
710,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,739.3666667,739.4333333,22181,22182,0.066666667
711,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,743.2666667,743.3,22298,22298,0.033333333
712,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,745.6,745.8,22368,22373,0.2
713,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,877.8,877.9,26334,26336,0.1
714,502_MA141_Gi_CNO_0516,Animal_1,Center,My_rectangle,878.4666667,879.3666667,26354,26380,0.9
715,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,234.7333333,234.8666667,7042,7045,0.133333333
716,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,234.9,234.9333333,7047,7047,0.033333333
717,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,235.1333333,235.2,7054,7055,0.066666667
718,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,235.2333333,235.3666667,7057,7060,0.133333333
719,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,235.5,235.5333333,7065,7065,0.033333333
720,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,235.7333333,235.7666667,7072,7072,0.033333333
721,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,236.1,236.1333333,7083,7083,0.033333333
722,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,236.8,236.9,7104,7106,0.1
723,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,237.0666667,237.1,7112,7112,0.033333333
724,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,237.7666667,237.8666667,7133,7135,0.1
725,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,238.0666667,238.1,7142,7142,0.033333333
726,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,238.1333333,238.2,7144,7145,0.066666667
727,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,238.5,238.5333333,7155,7155,0.033333333
728,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,238.7333333,252.7,7162,7580,13.96666667
729,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,255.4,265.3333333,7662,7959,9.933333333
730,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,272.8,272.9,8184,8186,0.1
731,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,273.6333333,273.7333333,8209,8211,0.1
732,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,273.8666667,274.1333333,8216,8223,0.266666667
733,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,433.6333333,434.0666667,13009,13021,0.433333333
734,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,434.2666667,435.2666667,13028,13057,1
735,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,839.8333333,840.0333333,25195,25200,0.2
736,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,840.2333333,840.3666667,25207,25210,0.133333333
737,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,840.6,841.1666667,25218,25234,0.566666667
738,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,841.3666667,843.0666667,25241,25291,1.7
739,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,843.1,843.3,25293,25298,0.2
740,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,843.3333333,843.4,25300,25301,0.066666667
741,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,843.4333333,843.5333333,25303,25305,0.1
742,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,856.3333333,871.3,25690,26138,14.96666667
743,502_MA141_Gi_CNO_0516,Animal_1,Center,My_circle,915.7,916.1333333,27471,27483,0.433333333
744,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,16.23333333,17.26666667,487,517,1.033333333
745,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,17.53333333,18.06666667,526,541,0.533333333
746,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,22.06666667,22.33333333,662,669,0.266666667
747,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,54.73333333,54.86666667,1642,1645,0.133333333
748,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,55,56.2,1650,1685,1.2
749,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,56.66666667,56.8,1700,1703,0.133333333
750,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,59.76666667,60.13333333,1793,1803,0.366666667
751,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,931.4666667,931.5,27944,27944,0.033333333
752,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,931.6666667,932,27950,27959,0.333333333
753,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,932.6,946.4333333,27978,28392,13.83333333
754,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,1027.5,1027.866667,30825,30835,0.366666667
755,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,1028.866667,1028.9,30866,30866,0.033333333
756,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,1028.933333,1029.2,30868,30875,0.266666667
757,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,1029.233333,1030.866667,30877,30925,1.633333333
758,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,1034.5,1040.8,31035,31223,6.3
759,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,1047.4,1051.466667,31422,31543,4.066666667
760,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,1101.633333,1102.533333,33049,33075,0.9
761,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,1124.966667,1125.1,33749,33752,0.133333333
762,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,1143.9,1144,34317,34319,0.1
763,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,1156.266667,1165.1,34688,34952,8.833333333
764,502_MA141_Gi_CNO_0516,Animal_1,Center,My_polygon,1204.333333,1204.366667,36130,36130,0.033333333
765,502_MA141_Gi_Saline_0513,Animal_1,Center,My_rectangle,1.533333333,1.966666667,46,58,0.433333333
766,502_MA141_Gi_Saline_0513,Animal_1,Center,My_rectangle,107.5666667,107.6,3227,3227,0.033333333
767,502_MA141_Gi_Saline_0513,Animal_1,Center,My_rectangle,108.4333333,108.6666667,3253,3259,0.233333333
768,502_MA141_Gi_Saline_0513,Animal_1,Center,My_rectangle,139.7333333,140.0333333,4192,4200,0.3
769,502_MA141_Gi_Saline_0513,Animal_1,Center,My_rectangle,140.2333333,140.3333333,4207,4209,0.1
770,502_MA141_Gi_Saline_0513,Animal_1,Center,My_rectangle,147.3,158.7,4419,4760,11.4
771,502_MA141_Gi_Saline_0513,Animal_1,Center,My_rectangle,158.8666667,158.9666667,4766,4768,0.1
772,502_MA141_Gi_Saline_0513,Animal_1,Center,My_rectangle,163.7,210.8,4911,6323,47.1
773,502_MA141_Gi_Saline_0513,Animal_1,Center,My_rectangle,863.4333333,866.6,25903,25997,3.166666667
774,502_MA141_Gi_Saline_0513,Animal_1,Center,My_circle,2.266666667,3.566666667,68,106,1.3
775,502_MA141_Gi_Saline_0513,Animal_1,Center,My_circle,4.466666667,4.566666667,134,136,0.1
776,502_MA141_Gi_Saline_0513,Animal_1,Center,My_circle,7.5,8,225,239,0.5
777,502_MA141_Gi_Saline_0513,Animal_1,Center,My_circle,8.266666667,8.3,248,248,0.033333333
