,Ear_left_x,Ear_left_y,Ear_left_p,Ear_right_x,Ear_right_y,Ear_right_p,Nose_x,Nose_y,Nose_p,Center_x,Center_y,Center_p,Lat_left_x,Lat_left_y,Lat_left_p,Lat_right_x,Lat_right_y,Lat_right_p,Tail_base_x,Tail_base_y,Tail_base_p,Tail_end_x,Tail_end_y,Tail_end_p,MY_CUE_LIGHT,MY_CUE_LIGHT_INTENSITY
0,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508,428,0,553,456,0,626,475,0,0,92.89095062
1,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508,428,0,553,456,0,625,475,0,0,93.02375277
2,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508,428,0,553,456,0,626,475,0,0,93.03061027
3,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508,428,0,553,456,0,625,475,0,0,92.97971372
4,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508,428,0,552.68665,455.8031,0,625.6546,475,0,0,92.95910653
5,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508,428,0,552.56305,455.68668,0,625.6684,475,0,0,92.98759483
6,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508,428,0,552.43695,455.56305,0,625.76855,475,0,0,92.96016376
7,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508,428,0,552.31335,455.43695,0,625.7848,475,0,0,92.95777392
8,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508,428,0,552.1969,455.31332,0,625.792,475,0,0,92.92933801
9,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508,428,0,552.09155,455.1969,0,625.7893,475,0,0,93.08730184
10,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508,428,0,552,455.09158,0,625.792,475,0,0,93.08189034
11,439,428,0,461,450,0,469,427,0,500,444,0,494.09158,460,0,508,428,0,552,455,0,625.8764,475,0,0,93.07655773
12,439,428,0,461,450,0,469,427,0,500,444,0,494.1969,460,0,508,428,0,552,455,0,625.8739,475,0,0,93.03135114
13,439,428,0,461,450,0,469,427,0,500,444,0,494.31332,460,0,508,428,0,552,455.09158,0,625.8764,475,0,0,93.17048261
14,439,428,0,461,450,0,469,427,0,500,444,0,494.43695,460,0,508,428,0,552,455.1969,0,625.8836,475,0,0,93.1701746
15,439,428,0,461,450,0,469,427,0,500,444,0,494.56305,460,0,508,428,0,552,455.31332,0,625.89465,475,0,0,93.15864781
16,439,428,0,461,450,0,469,427,0,500,444,0,494.68668,460,0,508,428,0,552,455.43695,0,625.90845,475,0,0,93.13830511
17,439,428,0,461,450,0,469,427,0,500,444,0,494.71152,460,0,508,428,0,552,455.56305,0,626.09155,475,0,0,93.1588566
18,439,428,0,461,450,0,469,427,0,500,444,0,494.71152,460,0,508.09158,427.90842,0,552,455.5951,0,626.1969,475,0,0,93.06400765
19,439,428,0,461,450,0,469,427,0,500,444,0,494.68668,460,0,508.1969,427.89465,0,552,455.69775,0,626.31335,475,0,0,93.07175469
20,439,428,0,461,450,0,469,427,0,500,444,0,494.56305,460,0,508.22174,427.88358,0,552,455.70044,0,626.43695,475,0,0,93.03633357
21,439,428,0,461,450,0,469,427,0,500,444,0,494.43695,460,0,508.3316,427.87637,0,552,455.77106,0,626.4715,475,0,0,93.03017654
22,439,428,0,461,450,0,469,427,0,500,444,0,494.31332,460,0,508.35507,427.8739,0,552,455.6659,0,626.48975,475,0,0,93.01724774
23,439,428,0,461,450,0,469,427,0,500,444,0,494.1969,460,0,508.36615,427.87637,0,552,455.55585,0,626.58136,475,0,0,93.06938359
24,439,428,0,461,450,0,469,427,0,500,444,0,494.09158,460,0,508.36365,427.88358,0,552,455.44415,0,626.57684,475,0,0,93.01746813
25,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508.34787,427.89465,0,552,455.4257,0,626.55334,475,0,0,93.02748787
26,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508.32053,427.90842,0,552,455.3343,0,626.43695,475,0,0,93.02739711
27,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508.20798,428,0,552,455.3244,0,626.323,475,0,0,93.02419659
28,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508.10535,428,0,552,455.22894,0,626.2152,475,0,0,93.02630374
29,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508.09158,428,0,552,455.21768,0,626.1164,475,0,0,93.07597251
30,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508,428,0,552,455.12363,0,626.10535,475,0,0,93.0437216
31,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508,428,0,552,455.11642,0,626.09155,475,0,0,92.9754805
32,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508,428,0,552,455.10535,0,626,475,0,0,92.98160426
33,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508,428,0,552,455.09158,0,626,475,0,0,93.00380191
34,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508,428,0,552,455,0,626,475,0,0,93.00882127
35,439,428,0,461,450,0,469,427,0,500,444,0,494,460,0,508,428,0,552,455.09158,0,626,475,0,0,93.05888205
36,439,428,0,461,450,0,469,427,0,500,444,0,494.09158,460,0,508,428,0,552,455.10535,0,626,475,0,0,93.03097436
37,439,428,0,461,450,0,469,427,0,500,444,0,494.1969,460,0,508,428,0,552,455.20798,0,626,475,0,0,93.06217871
38,439,428,0,461,450,0,469,427,0,500,444,0,494.31332,460,0,508,428,0,552,455.22894,0,626,475,0,0,93.07702776
39,439,428,0,461,450,0,469,427,0,500,444,0,494.43695,460,0,508,428,0,552,455.24252,0,626,475,0,0,93.06861656
40,439,428,0,461,450,0,469,427,0,500,444,0,494.56305,460,0,508,428,0,552,455.24722,0,626,475,0,0,93.04065123
41,439,428,0,461,450,0,469,427,0,500,444,0,494.68668,460,0,508,428,0,552,455.24252,0,626,475,0,0,93.06521115
42,439,428,0,461,450,0,469,427,0,500,444,0,494.8031,460,0,508,428,0,552,455.22894,0,626,475,0,0,93.05038375
43,439,428,0,461,450,0,469,427,0,500,444,0,494.90842,460,0,508,428,0,552,455.20798,0,626,475,0,0,92.9748323
44,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.10535,0,626,475,0,0,92.97343891
45,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.09158,0,626,475,0,0,93.0175215
46,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455,0,626,475,0,0,93.00905466
47,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455,0,626,475,0,0,93.08384323
48,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455,0,626,475,0,0,93.03846741
49,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.09158,0,626,475,0,0,93.00540582
50,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.1969,0,626,475,0,0,93.00143946
51,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.31332,0,626,475,0,0,93.01410013
52,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.43695,0,626,475,0,0,93.01529828
53,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.56305,0,626,475,0,0,93.01555901
54,439,428,0,461,450,0,469,427,0,500,444,0,494.90842,459.90842,0,508,428,0,552,455.5951,0,626,475,0,0,93.01555901
55,439,428,0,461,450,0,469,427,0,500,444,0,494.8031,459.89465,0,508,428,0,552,455.60617,0,626,475,0,0,92.98751249
56,439,428,0,461,450,0,469,427,0,500,444,0,494.68668,459.88358,0,508,428,0,552,455.5951,0,626,475,0,0,92.98829772
57,439,428,0,461,450,0,469,427,0,500,444,0,494.65463,459.87637,0,508,427.90842,0,552,455.56305,0,626,475,0,0,93.03429833
58,439,428,0,461,450,0,469,427,0,500,444,0,494.63385,459.8739,0,508,427.8031,0,552,455.43695,0,626,475,0,0,93.02737159
59,439,428,0,461,450,0,469,427,0,500,444,0,494.62665,459.87637,0,508,427.68668,0,552,455.31332,0,626,475,0,0,93.01407131
60,439,428,0,461,450,0,469,427,0,500,444,0,494.54227,459.88358,0,508,427.65463,0,552,455.1969,0,626,475,0,0,93.01633987
61,439,428,0,461,450,0,469,427,0,500,444,0,494.45773,459.89465,0,508,427.63385,0,552,455.09158,0,626,475,0,0,93.05223566
62,439,428,0,461,450,0,469,427,0,500,444,0,494.4649,459.90842,0,508,427.62665,0,552,455,0,626,475,0,0,93.0519518
63,439,428,0,461,450,0,469,427,0,500,444,0,494.56305,460,0,508,427.63385,0,552,455,0,626,475,0,0,93.01015614
64,439,428,0,461,450,0,469,427,0,500,444,0,494.6587,460,0,508,427.65463,0,552,455,0,626,475,0,0,93.00717689
65,439,428,0,461,450,0,469,427,0,500,444,0,494.75027,460,0,508,427.5951,0,552,455,0,626,475,0,0,93.01136512
66,439,428,0,461,450,0,469,427,0,500,444,0,494.75998,460,0,508,427.60617,0,552,455,0,626,475,0,0,93.00962106
67,439,428,0,461,450,0,469,427,0,500,444,0,494.77826,460,0,508,427.68668,0,552,455,0,626,475,0,0,92.98703979
68,439,428,0,461,450,0,469,427,0,500,444,0,494.8031,460,0,508,427.75998,0,552,455,0,626,475,0,0,93.00482778
69,439,428,0,461,450,0,469,427,0,500,444,0,494.90842,460,0,508,427.75027,0,552,455.09158,0,626,475,0,0,92.98235748
70,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.75027,0,552,455.1969,0,626,475,0,0,92.99165268
71,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.75998,0,552,455.31332,0,626,475,0,0,92.96182938
72,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.77826,0,552,455.43695,0,626,475,0,0,92.92812444
73,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.8031,0,552,455.56305,0,626,475,0,0,93.01325148
74,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.90842,0,552,455.68668,0,626,475,0,0,93.02280513
75,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.8031,0,626,475,0,0,92.95931408
76,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.90842,0,626,475,0,0,92.95836092
77,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.97062859
78,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.90842,0,626,475,0,0,92.97083809
79,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.8031,0,626,475,0,0,92.99776068
80,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.68668,0,626,475,0,0,92.99635002
81,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.56305,0,626,475,0,0,92.96742784
82,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.52853,0,626,475,0,0,92.9726935
83,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.41867,0,626,475,0,0,92.95112899
84,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.4049,0,626,475,0,0,92.89851327
85,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.32053,0,626,475,0,0,92.90478068
86,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.24252,0,626,475,0,0,92.89003005
87,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.90842,0,552,455.24722,0,626,475,0,0,92.92529762
88,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.8031,0,552,455.24252,0,626,475,0,0,92.87021641
89,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.77826,0,552,455.32053,0,626,475,0,0,92.97821809
90,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.75998,0,552,455.4049,0,626,475,0,0,92.94225639
91,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.6587,0,552,455.41867,0,626,475,0,0,92.89419356
92,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.64493,0,552,455.52853,0,626,475,0,0,92.86059053
93,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.64355,0,552,455.56305,0,626,475,0,0,92.93699511
94,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.65463,0,552,455.68668,0,626,475,0,0,92.93565747
95,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.5854,0,552,455.8031,0,626,475,0,0,92.93123759
96,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.67947,0,552,455.90842,0,626,475,0,0,92.9227995
97,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.76718,0,552,456,0,626,475,0,0,92.94975179
98,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.77106,0,552,456,0,626,475,0,0,92.94561131
99,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.78232,0,552,456,0,626,475,0,0,92.89477282
100,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.87637,0,552,456,0,626,475,0,0,92.90874258
101,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.88358,0,552,456,0,626,475,0,0,92.85303464
102,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.89465,0,552,456,0,626,475,0,0,92.85354239
103,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,427.90842,0,552,456,0,626,475,0,0,92.88663444
104,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.84897197
105,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.87771177
106,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.87102167
107,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.887119
108,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.86657419
109,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.85929387
110,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.86571491
111,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.85522229
112,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.79618912
113,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.90842,0,626,475,0,0,92.79640457
114,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.8031,0,626,475,0,0,92.79501778
115,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.68668,0,626,475,0,0,92.81785873
116,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.56305,0,626,475,0,0,92.80667446
117,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.43695,0,626,475,0,0,92.88358312
118,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.31332,0,626,475,0,0,92.82618018
119,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.28848,0,626,475,0,0,92.87466187
120,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.28848,0,626,475,0,0,92.83024024
121,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.31332,0,626,475,0,0,92.86687237
122,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.43695,0,626,475,0,0,92.86541103
123,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.56305,0,626,475,0,0,92.87541439
124,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.68668,0,626,475,0,0,92.8663982
125,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.8031,0,626,475,0,0,92.99659629
126,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,455.90842,0,626,475,0,0,92.90589433
127,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.91340766
128,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.91525223
129,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,93.01753487
130,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.97869572
131,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.99975282
132,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.99610358
133,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.97524796
134,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.97100971
135,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626.09155,475,0,0,92.94741451
136,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626.10535,475,0,0,92.7903041
137,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626.1164,475,0,0,92.87303325
138,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626.1236,475,0,0,92.84456126
139,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626.1261,475,0,0,92.78916055
140,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626.1236,475,0,0,92.79076677
141,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626.1164,475,0,0,92.86208758
142,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626.10535,475,0,0,92.82991713
143,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626.09155,475,0,0,92.84427824
144,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.82599611
145,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.86109484
146,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.83956206
147,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.88630904
148,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.86707069
149,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.86521902
150,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.86581303
151,439,428,0,461,450,0,469,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.89485114
152,439,428,0,461,450,0,468.90842,427,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.87160856
153,439,428,0,461,450,0,468.8031,427.09158,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.9349434
154,439,428,0,460.90842,450,0,468.68668,427.1969,0,500,444,0,495,460,0,508,428,0,552,456,0,626,475,0,0,92.93446621
155,439,428,0,460.8031,450,0,468.65463,427.22174,0,500,444,0,495,460,0,508,428,0,552,455.90842,0,626,475,0,0,92.94764675
156,439,428,0,460.68668,450,0,468.63385,427.3316,0,500,444,0,495,460,0,508,428,0,552,455.8031,0,626,475,0,0,92.91690232
157,439,428,0,460.56305,450,0,468.5351,427.35507,0,500,444,0,495,460,0,508,428,0,552,455.68668,0,626,475,0,0,92.92461167
158,439,428,0,460.43695,450,0,468.43695,427.36615,0,500,444,0,495,460,0,508,428,0,551.90845,455.56305,0,626,475,0,0,92.92034985
159,439,428,0,460.31332,450,0,468.3413,427.45523,0,500,444,0,495,460,0,508,428,0,551.8031,455.43695,0,626,475,0,0,92.91309725
160,439,428,0,460.1969,450,0,468.24973,427.45322,0,500,444,0,495,460,0,508,428,0,551.68665,455.31332,0,626,475,0,0,92.92361771
161,439,428,0,460.09158,450,0,468.24002,427.43695,0,500,444,0,495,460,0,508,428,0,551.56305,455.1969,0,626,475,0,0,92.90298595
162,439,428,0,460,450,0,468.22174,427.3316,0,500,444,0,495,460,0,508,428,0,551.43695,455.09158,0,626,475,0,0,92.90829765
163,439,428,0,460,450,0,468.1969,427.23145,0,500,444,0,495,460,0,508,428,0,551.31335,455,0,625.90845,475,0,0,92.95924416
164,439,428,0,460,450,0,468.09158,427.21518,0,500,444,0,495,460,0,508,428,0,551.2885,455,0,625.8031,475,0,0,92.95158187
165,439,428,0,460,450,0,468,427.11642,0,500,444,0,495,460,0,508,428,0,551.2885,455,0,625.68665,475,0,0,92.99594255
166,439,428,0,460,450,0,468,427.10535,0,500,444,0,495,460,0,508,428,0,551.31335,455,0,625.56305,475,0,0,92.99050189
167,439,428,0,460,450,0,468,427.09158,0,500,444,0,495,460,0,508,428,0,551.43695,455,0,625.43695,475,0,0,92.99569316
168,439,428,0,460,450,0,468,427,0,500,444,0,495,460,0,508,428,0,551.56305,455,0,625.31335,475,0,0,92.97694935
169,439,428,0,460,450,0,468,427,0,499.90842,444,0,495,460,0,508,428,0,551.5951,455,0,625.2885,475,0,0,92.96060142
170,439,428.09158,0,460,450,0,468,427,0,499.89465,444,0,495,460,0,508,428,0,551.6062,455,0,625.1969,475,0,0,92.96872999
171,439,428.1969,0,460.09158,450,0,468,427,0,499.79202,444,0,495,460,0,508,428,0,551.68665,455,0,625.208,475,0,0,92.95669157
172,439,428.31332,0,460.1969,450,0,468,427,0,499.67947,444,0,495,460,0,508,428,0,551.75995,455,0,625.32056,475,0,0,92.9492041
173,439,428.43695,0,460.31332,450,0,468,427,0,499.65213,444,0,495,460,0,508,428,0,551.75024,455,0,625.34784,475,0,0,92.98667945
174,439,428.47147,0,460.43695,450,0,468,427,0,499.54477,444,0,495,460,0,508,428,0,551.75024,455,0,625.36365,475,0,0,92.98921836
175,439,428.48975,0,460.47147,450,0,468,427,0,499.52853,444,0,495,460,0,508,428,0,551.75995,455,0,625.4577,475,0,0,92.94580823
176,439,428.48975,0,460.48975,450,0,468,427,0,499.52853,444,0,495,460,0,508,428,0,551.77826,455,0,625.552,475,0,0,92.84445941
177,439,428.47147,0,460.48975,450,0,468,427,0,499.45322,444,0,495,460,0,508,428,0,551.8031,455,0,625.55334,475,0,0,92.90855522
178,439,428.43695,0,460.47147,450,0,468,427,0,499.45523,444,0,495,460,0,508,428,0,551.90845,455,0,625.55334,475,0,0,92.90528783
179,439,428.31332,0,460.43695,450,0,468,427,0,499.45773,444,0,495,460,0,508,428,0,552,455,0,625.552,475,0,0,92.96070071
180,439,428.1969,0,460.31332,450,0,468,427,0,499.55197,444,0,495,460,0,508,428,0,552,455,0,625.5493,475,0,0,92.92011215
181,439,428.09158,0,460.1969,450,0,468,427,0,499.55338,444,0,495,460,0,508,428,0,552,455,0,625.56055,475,0,0,92.99781655
182,439,428,0,460.09158,450,0,468,427,0,499.4618,444,0,495,460,0,508,428,0,552,455,0,625.6612,475,0,0,92.99335903
183,439,428,0,460.09158,450,0,468,427,0,499.5382,444,0,495,460,0,508,428,0,552,455,0,625.75745,475,0,0,92.98534124
184,439,428,0,460.1969,450,0,468,427,0,499.5382,444,0,495,460,0,508,428,0,552,455,0,625.77106,475,0,0,92.97743112
185,439,428.09158,0,460.31332,450,0,468,427,0,499.55338,444,0,495,460,0,508,428,0,552,455,0,625.792,475,0,0,92.95904369
186,438.90842,428.1969,0,460.43695,450,0,468,427,0,499.6587,444,0,495,460,0,508,428,0,552,455,0,625.89465,475,0,0,92.96855963
187,438.8031,428.31332,0,460.56305,450,0,468,427,0,499.75998,444,0,495,460,0,508,428,0,552,455.09158,0,625.90845,475,0,0,93.00105735
188,438.68668,428.43695,0,460.68668,450,0,468,427,0,499.77826,444,0,495,460,0,508,428,0,552,455.10535,0,626,475,0,0,92.9490072
189,438.56305,428.56305,0,460.8031,450,0,468,427,0,499.8031,444,0,495,460,0,508,428,0,552,455.20798,0,626,475,0,0,92.96593685
190,438.43695,428.68668,0,460.90842,450,0,468,427,0,499.90842,444,0,495,460,0,508,428,0,552,455.22894,0,626,475,0,0,92.9653433
191,438.31332,428.8031,0,460.90842,450,0,468,427,0,500,444,0,495,460,0,508,428,0,552,455.24252,0,626,475,0,0,92.93504825
192,438.1969,428.90842,0,460.8031,450,0,468,427,0,500,444,0,495,460,0,508,428,0,551.90845,455.24722,0,626,475,0,0,92.91180134
193,438.09158,429,0,460.68668,450,0,468,427.09158,0,500,444,0,495,460,0,508,428,0,551.8031,455.24252,0,626,475,0,0,92.95494632
194,438,429,0,460.56305,450,0,468,427.1969,0,500,444,0,495,460,0,508,428,0,551.68665,455.22894,0,626,475,0,0,92.95853261
195,438,429,0,460.43695,450,0,468,427.31332,0,500,444,0,495,460,0,508,428,0,551.56305,455.20798,0,626,475,0,0,92.99714336
196,438,429,0,460.31332,450,0,468,427.43695,0,500,444,0,495,460,0,508,428,0,551.43695,455.10535,0,626,475,0,0,92.98363016
197,438,429,0,460.1969,450,0,468,427.56305,0,500,444,0,495,460,0,508,428,0,551.31335,455.09158,0,626,475,0,0,92.99224343
198,438.09158,429,0,460.09158,450,0,468,427.68668,0,500,444,0,495,460,0,508,428,0,551.1969,455,0,626,475,0,0,92.99982298
199,438.10535,429,0,460,450,0,468,427.8031,0,500,444,0,495,460,0,508,428,0,551.18317,455,0,625.90845,475,0,0,92.97628109
200,438.11642,429,0,460,450,0,468,427.90842,0,500,444,0,495,460,0,508,428,0,551.1969,455,0,625.8031,475,0,0,92.97872474
201,438.12363,429,0,460,450,0,468,428,0,500,444,0,495,460,0,508,428,0,551.31335,455,0,625.68665,475,0,0,93.02527793
202,438.1261,429,0,460,450,0,468,427.90842,0,500,444,0,495,460,0,508,428,0,551.43695,455,0,625.56305,475,0,0,93.01991119
203,438.12363,429,0,460,450,0,468,427.8031,0,500,444,0,495,460,0,508,428,0,551.56305,455,0,625.43695,475,0,0,93.02738518
204,438.11642,429,0,460,450,0,468,427.68668,0,500,444,0,495,460,0,508,428,0,551.5951,455,0,625.4049,475,0,0,93.00465188
205,438.10535,429,0,460.09158,450,0,468,427.56305,0,500,444,0,495,460,0,508,428,0,551.6062,455,0,625.30225,475,0,0,93.0327246
206,438.09158,429,0,460.1969,450,0,468,427.43695,0,500,444,0,495,460,0,508,428,0,551.5951,455,0,625.208,475,0,0,93.02605356
207,438,429,0,460.31332,450,0,468,427.31332,0,500,444,0,495,460,0,508,428,0,551.56305,455,0,625.1236,475,0,0,93.01276273
208,438.09158,429,0,460.34537,450,0,468,427.1969,0,500,444,0,495,460,0,508,428,0,551.43695,455,0,625.1261,475,0,0,92.98159194
209,438.1969,429,0,460.36615,450,0,468,427.09158,0,500,444,0,495,460,0,508,428,0,551.31335,455,0,625.1236,475,0,0,92.99118587
210,438.22174,429,0,460.4649,450,0,468,427,0,500,444,0,495,460,0,508,428,0,551.1969,455,0,625.1164,475,0,0,92.98884659
211,438.24002,429,0,460.47147,450,0,468,427,0,500,444,0,495,460,0,508,428,0,551.09155,455,0,625.10535,475,0,0,92.98170368
