VIDEO NAME,ALTERNATION RATE,ALTERNATION COUNT,ERROR COUNT,SAME ARM RETURN ERRORS,ALTERNATE ARM RETURN ERRORS
MY_VIDEO_1,52.77777778,19,17,7,10
