,package_name,package_version,country,download_date,download_count
0,simba-uw-tf-dev,2.9.6,CH,4/4/25,1
1,simba-uw-tf-dev,2.9.6,JP,4/4/25,1
2,simba-uw-tf-dev,2.9.6,US,4/4/25,4
253,simba-uw-tf-dev,2.9.6,CA,4/3/25,1
254,simba-uw-tf-dev,2.9.6,CN,4/3/25,18
255,simba-uw-tf-dev,2.9.6,DE,4/3/25,2
256,simba-uw-tf-dev,2.9.6,FR,4/3/25,1
257,simba-uw-tf-dev,2.9.6,GB,4/3/25,1
258,simba-uw-tf-dev,2.9.6,HK,4/3/25,4
259,simba-uw-tf-dev,2.9.6,HR,4/3/25,2
260,simba-uw-tf-dev,2.9.6,NL,4/3/25,2
261,simba-uw-tf-dev,2.9.6,RU,4/3/25,3
262,simba-uw-tf-dev,2.9.6,SE,4/3/25,2
263,simba-uw-tf-dev,2.9.6,US,4/3/25,53
245,simba-uw-tf-dev,2.9.5,CA,4/3/25,2
246,simba-uw-tf-dev,2.9.5,ES,4/3/25,1
247,simba-uw-tf-dev,2.9.5,IL,4/3/25,1
248,simba-uw-tf-dev,2.9.5,KR,4/3/25,4
249,simba-uw-tf-dev,2.9.5,MA,4/3/25,1
250,simba-uw-tf-dev,2.9.5,NL,4/3/25,4
251,simba-uw-tf-dev,2.9.5,TW,4/3/25,2
252,simba-uw-tf-dev,2.9.5,US,4/3/25,35
1725,simba-uw-tf-dev,2.9.5,AU,4/2/25,2
1726,simba-uw-tf-dev,2.9.5,CA,4/2/25,2
1727,simba-uw-tf-dev,2.9.5,CN,4/2/25,11
1728,simba-uw-tf-dev,2.9.5,FR,4/2/25,1
1729,simba-uw-tf-dev,2.9.5,GB,4/2/25,1
1730,simba-uw-tf-dev,2.9.5,HK,4/2/25,2
1731,simba-uw-tf-dev,2.9.5,IN,4/2/25,2
1732,simba-uw-tf-dev,2.9.5,JP,4/2/25,2
1733,simba-uw-tf-dev,2.9.5,NO,4/2/25,2
1734,simba-uw-tf-dev,2.9.5,SG,4/2/25,2
1735,simba-uw-tf-dev,2.9.5,US,4/2/25,28
2315,simba-uw-tf-dev,2.9.5,AT,4/1/25,2
2316,simba-uw-tf-dev,2.9.5,AU,4/1/25,3
2317,simba-uw-tf-dev,2.9.5,CA,4/1/25,1
2318,simba-uw-tf-dev,2.9.5,CN,4/1/25,20
2319,simba-uw-tf-dev,2.9.5,DE,4/1/25,10
2320,simba-uw-tf-dev,2.9.5,DK,4/1/25,4
2321,simba-uw-tf-dev,2.9.5,ES,4/1/25,1
2322,simba-uw-tf-dev,2.9.5,FR,4/1/25,4
2323,simba-uw-tf-dev,2.9.5,GB,4/1/25,4
2324,simba-uw-tf-dev,2.9.5,HK,4/1/25,9
2325,simba-uw-tf-dev,2.9.5,HR,4/1/25,2
2326,simba-uw-tf-dev,2.9.5,JP,4/1/25,9
2327,simba-uw-tf-dev,2.9.5,KR,4/1/25,4
2328,simba-uw-tf-dev,2.9.5,NL,4/1/25,4
2329,simba-uw-tf-dev,2.9.5,PL,4/1/25,1
2330,simba-uw-tf-dev,2.9.5,RU,4/1/25,5
2331,simba-uw-tf-dev,2.9.5,SE,4/1/25,2
2332,simba-uw-tf-dev,2.9.5,SG,4/1/25,12
2333,simba-uw-tf-dev,2.9.5,TW,4/1/25,2
2334,simba-uw-tf-dev,2.9.5,US,4/1/25,110
239,simba-uw-tf-dev,2.9.4,CA,4/3/25,2
240,simba-uw-tf-dev,2.9.4,IE,4/3/25,1
241,simba-uw-tf-dev,2.9.4,KR,4/3/25,3
242,simba-uw-tf-dev,2.9.4,SG,4/3/25,2
243,simba-uw-tf-dev,2.9.4,TW,4/3/25,2
244,simba-uw-tf-dev,2.9.4,US,4/3/25,6
1721,simba-uw-tf-dev,2.9.4,CN,4/2/25,4
1722,simba-uw-tf-dev,2.9.4,JP,4/2/25,2
1723,simba-uw-tf-dev,2.9.4,NO,4/2/25,2
1724,simba-uw-tf-dev,2.9.4,US,4/2/25,5
2310,simba-uw-tf-dev,2.9.4,AU,4/1/25,3
2311,simba-uw-tf-dev,2.9.4,DK,4/1/25,2
2312,simba-uw-tf-dev,2.9.4,KR,4/1/25,4
2313,simba-uw-tf-dev,2.9.4,NL,4/1/25,2
2314,simba-uw-tf-dev,2.9.4,US,4/1/25,14
3134,simba-uw-tf-dev,2.9.4,CN,3/31/25,3
3135,simba-uw-tf-dev,2.9.4,GB,3/31/25,1
3136,simba-uw-tf-dev,2.9.4,TW,3/31/25,1
3137,simba-uw-tf-dev,2.9.4,US,3/31/25,13
4172,simba-uw-tf-dev,2.9.4,CA,3/30/25,1
4173,simba-uw-tf-dev,2.9.4,DE,3/30/25,2
4174,simba-uw-tf-dev,2.9.4,JP,3/30/25,2
4175,simba-uw-tf-dev,2.9.4,KR,3/30/25,2
4176,simba-uw-tf-dev,2.9.4,SG,3/30/25,2
4177,simba-uw-tf-dev,2.9.4,UA,3/30/25,1
4178,simba-uw-tf-dev,2.9.4,US,3/30/25,8
4982,simba-uw-tf-dev,2.9.4,AU,3/29/25,2
4983,simba-uw-tf-dev,2.9.4,CA,3/29/25,1
4984,simba-uw-tf-dev,2.9.4,DE,3/29/25,4
4985,simba-uw-tf-dev,2.9.4,HK,3/29/25,2
4986,simba-uw-tf-dev,2.9.4,JP,3/29/25,5
4987,simba-uw-tf-dev,2.9.4,KR,3/29/25,2
4988,simba-uw-tf-dev,2.9.4,NL,3/29/25,2
4989,simba-uw-tf-dev,2.9.4,NO,3/29/25,2
4990,simba-uw-tf-dev,2.9.4,RU,3/29/25,3
4991,simba-uw-tf-dev,2.9.4,SE,3/29/25,2
4992,simba-uw-tf-dev,2.9.4,SG,3/29/25,2
4993,simba-uw-tf-dev,2.9.4,US,3/29/25,9
5273,simba-uw-tf-dev,2.9.4,AT,3/28/25,2
5274,simba-uw-tf-dev,2.9.4,CA,3/28/25,2
5275,simba-uw-tf-dev,2.9.4,CH,3/28/25,2
5276,simba-uw-tf-dev,2.9.4,CN,3/28/25,26
5277,simba-uw-tf-dev,2.9.4,DE,3/28/25,5
5278,simba-uw-tf-dev,2.9.4,DK,3/28/25,2
5279,simba-uw-tf-dev,2.9.4,ES,3/28/25,3
5280,simba-uw-tf-dev,2.9.4,FR,3/28/25,4
5281,simba-uw-tf-dev,2.9.4,GB,3/28/25,2
5282,simba-uw-tf-dev,2.9.4,HK,3/28/25,10
5283,simba-uw-tf-dev,2.9.4,HR,3/28/25,2
5284,simba-uw-tf-dev,2.9.4,IN,3/28/25,6
5285,simba-uw-tf-dev,2.9.4,IT,3/28/25,1
5286,simba-uw-tf-dev,2.9.4,JP,3/28/25,2
5287,simba-uw-tf-dev,2.9.4,NL,3/28/25,2
5288,simba-uw-tf-dev,2.9.4,RU,3/28/25,1
5289,simba-uw-tf-dev,2.9.4,SE,3/28/25,2
5290,simba-uw-tf-dev,2.9.4,SG,3/28/25,18
5291,simba-uw-tf-dev,2.9.4,US,3/28/25,123
5292,simba-uw-tf-dev,2.9.4,ZA,3/28/25,1
233,simba-uw-tf-dev,2.9.3,CA,4/3/25,2
234,simba-uw-tf-dev,2.9.3,IE,4/3/25,1
235,simba-uw-tf-dev,2.9.3,KR,4/3/25,3
236,simba-uw-tf-dev,2.9.3,SG,4/3/25,2
237,simba-uw-tf-dev,2.9.3,TW,4/3/25,2
238,simba-uw-tf-dev,2.9.3,US,4/3/25,6
1717,simba-uw-tf-dev,2.9.3,CN,4/2/25,4
1718,simba-uw-tf-dev,2.9.3,JP,4/2/25,2
1719,simba-uw-tf-dev,2.9.3,NO,4/2/25,2
1720,simba-uw-tf-dev,2.9.3,US,4/2/25,6
2306,simba-uw-tf-dev,2.9.3,AU,4/1/25,3
2307,simba-uw-tf-dev,2.9.3,DK,4/1/25,2
2308,simba-uw-tf-dev,2.9.3,KR,4/1/25,4
2309,simba-uw-tf-dev,2.9.3,US,4/1/25,10
3131,simba-uw-tf-dev,2.9.3,AT,3/31/25,2
3132,simba-uw-tf-dev,2.9.3,CN,3/31/25,3
3133,simba-uw-tf-dev,2.9.3,US,3/31/25,4
4166,simba-uw-tf-dev,2.9.3,CA,3/30/25,1
4167,simba-uw-tf-dev,2.9.3,DE,3/30/25,2
4168,simba-uw-tf-dev,2.9.3,JP,3/30/25,2
4169,simba-uw-tf-dev,2.9.3,KR,3/30/25,2
4170,simba-uw-tf-dev,2.9.3,SG,3/30/25,2
4171,simba-uw-tf-dev,2.9.3,US,3/30/25,2
4971,simba-uw-tf-dev,2.9.3,AU,3/29/25,2
4972,simba-uw-tf-dev,2.9.3,CA,3/29/25,1
4973,simba-uw-tf-dev,2.9.3,HK,3/29/25,2
4974,simba-uw-tf-dev,2.9.3,JP,3/29/25,5
4975,simba-uw-tf-dev,2.9.3,KR,3/29/25,2
4976,simba-uw-tf-dev,2.9.3,NL,3/29/25,2
4977,simba-uw-tf-dev,2.9.3,NO,3/29/25,2
4978,simba-uw-tf-dev,2.9.3,RU,3/29/25,3
4979,simba-uw-tf-dev,2.9.3,SE,3/29/25,2
4980,simba-uw-tf-dev,2.9.3,SG,3/29/25,2
4981,simba-uw-tf-dev,2.9.3,US,3/29/25,5
5252,simba-uw-tf-dev,2.9.3,BG,3/28/25,1
5253,simba-uw-tf-dev,2.9.3,CA,3/28/25,4
5254,simba-uw-tf-dev,2.9.3,CH,3/28/25,1
5255,simba-uw-tf-dev,2.9.3,CN,3/28/25,25
5256,simba-uw-tf-dev,2.9.3,DE,3/28/25,4
5257,simba-uw-tf-dev,2.9.3,DK,3/28/25,2
5258,simba-uw-tf-dev,2.9.3,ES,3/28/25,2
5259,simba-uw-tf-dev,2.9.3,FR,3/28/25,4
5260,simba-uw-tf-dev,2.9.3,GB,3/28/25,2
5261,simba-uw-tf-dev,2.9.3,HK,3/28/25,11
5262,simba-uw-tf-dev,2.9.3,HR,3/28/25,2
5263,simba-uw-tf-dev,2.9.3,IL,3/28/25,1
5264,simba-uw-tf-dev,2.9.3,IN,3/28/25,6
5265,simba-uw-tf-dev,2.9.3,JP,3/28/25,2
5266,simba-uw-tf-dev,2.9.3,NL,3/28/25,2
5267,simba-uw-tf-dev,2.9.3,PL,3/28/25,1
5268,simba-uw-tf-dev,2.9.3,RO,3/28/25,1
5269,simba-uw-tf-dev,2.9.3,RU,3/28/25,4
5270,simba-uw-tf-dev,2.9.3,SE,3/28/25,2
5271,simba-uw-tf-dev,2.9.3,SG,3/28/25,18
5272,simba-uw-tf-dev,2.9.3,US,3/28/25,89
229,simba-uw-tf-dev,2.9.2,CA,4/3/25,2
230,simba-uw-tf-dev,2.9.2,KR,4/3/25,3
231,simba-uw-tf-dev,2.9.2,TW,4/3/25,2
232,simba-uw-tf-dev,2.9.2,US,4/3/25,6
1713,simba-uw-tf-dev,2.9.2,CN,4/2/25,4
1714,simba-uw-tf-dev,2.9.2,JP,4/2/25,2
1715,simba-uw-tf-dev,2.9.2,NO,4/2/25,2
1716,simba-uw-tf-dev,2.9.2,US,4/2/25,6
2302,simba-uw-tf-dev,2.9.2,AU,4/1/25,3
2303,simba-uw-tf-dev,2.9.2,DK,4/1/25,2
2304,simba-uw-tf-dev,2.9.2,KR,4/1/25,4
2305,simba-uw-tf-dev,2.9.2,US,4/1/25,10
3127,simba-uw-tf-dev,2.9.2,AT,3/31/25,2
3128,simba-uw-tf-dev,2.9.2,CN,3/31/25,3
3129,simba-uw-tf-dev,2.9.2,SG,3/31/25,1
3130,simba-uw-tf-dev,2.9.2,US,3/31/25,3
4160,simba-uw-tf-dev,2.9.2,CA,3/30/25,1
4161,simba-uw-tf-dev,2.9.2,DE,3/30/25,2
4162,simba-uw-tf-dev,2.9.2,JP,3/30/25,2
4163,simba-uw-tf-dev,2.9.2,KR,3/30/25,2
4164,simba-uw-tf-dev,2.9.2,SG,3/30/25,1
4165,simba-uw-tf-dev,2.9.2,US,3/30/25,2
4962,simba-uw-tf-dev,2.9.2,AU,3/29/25,2
4963,simba-uw-tf-dev,2.9.2,CA,3/29/25,1
4964,simba-uw-tf-dev,2.9.2,HK,3/29/25,2
4965,simba-uw-tf-dev,2.9.2,JP,3/29/25,5
4966,simba-uw-tf-dev,2.9.2,KR,3/29/25,2
4967,simba-uw-tf-dev,2.9.2,RU,3/29/25,3
4968,simba-uw-tf-dev,2.9.2,SE,3/29/25,2
4969,simba-uw-tf-dev,2.9.2,SG,3/29/25,2
4970,simba-uw-tf-dev,2.9.2,US,3/29/25,5
5236,simba-uw-tf-dev,2.9.2,CA,3/28/25,1
5237,simba-uw-tf-dev,2.9.2,CN,3/28/25,13
5238,simba-uw-tf-dev,2.9.2,DE,3/28/25,6
5239,simba-uw-tf-dev,2.9.2,DK,3/28/25,2
5240,simba-uw-tf-dev,2.9.2,FR,3/28/25,3
5241,simba-uw-tf-dev,2.9.2,GB,3/28/25,2
5242,simba-uw-tf-dev,2.9.2,HK,3/28/25,6
5243,simba-uw-tf-dev,2.9.2,HU,3/28/25,1
5244,simba-uw-tf-dev,2.9.2,IN,3/28/25,2
5245,simba-uw-tf-dev,2.9.2,JP,3/28/25,2
5246,simba-uw-tf-dev,2.9.2,NL,3/28/25,2
5247,simba-uw-tf-dev,2.9.2,NO,3/28/25,2
5248,simba-uw-tf-dev,2.9.2,PL,3/28/25,1
5249,simba-uw-tf-dev,2.9.2,RU,3/28/25,6
5250,simba-uw-tf-dev,2.9.2,SG,3/28/25,11
5251,simba-uw-tf-dev,2.9.2,US,3/28/25,34
6233,simba-uw-tf-dev,2.9.2,CA,3/27/25,1
6234,simba-uw-tf-dev,2.9.2,CN,3/27/25,10
6235,simba-uw-tf-dev,2.9.2,DE,3/27/25,2
6236,simba-uw-tf-dev,2.9.2,FR,3/27/25,1
6237,simba-uw-tf-dev,2.9.2,HK,3/27/25,2
6238,simba-uw-tf-dev,2.9.2,HR,3/27/25,2
6239,simba-uw-tf-dev,2.9.2,JP,3/27/25,1
6240,simba-uw-tf-dev,2.9.2,RS,3/27/25,2
6241,simba-uw-tf-dev,2.9.2,RU,3/27/25,4
6242,simba-uw-tf-dev,2.9.2,SE,3/27/25,2
6243,simba-uw-tf-dev,2.9.2,SG,3/27/25,8
6244,simba-uw-tf-dev,2.9.2,US,3/27/25,55
225,simba-uw-tf-dev,2.9.1,CA,4/3/25,2
226,simba-uw-tf-dev,2.9.1,KR,4/3/25,3
227,simba-uw-tf-dev,2.9.1,TW,4/3/25,2
228,simba-uw-tf-dev,2.9.1,US,4/3/25,5
1708,simba-uw-tf-dev,2.9.1,CN,4/2/25,4
1709,simba-uw-tf-dev,2.9.1,IE,4/2/25,1
1710,simba-uw-tf-dev,2.9.1,JP,4/2/25,2
1711,simba-uw-tf-dev,2.9.1,NO,4/2/25,2
1712,simba-uw-tf-dev,2.9.1,US,4/2/25,6
2298,simba-uw-tf-dev,2.9.1,AU,4/1/25,3
2299,simba-uw-tf-dev,2.9.1,DK,4/1/25,2
2300,simba-uw-tf-dev,2.9.1,KR,4/1/25,4
2301,simba-uw-tf-dev,2.9.1,US,4/1/25,10
3124,simba-uw-tf-dev,2.9.1,AT,3/31/25,2
3125,simba-uw-tf-dev,2.9.1,CN,3/31/25,3
3126,simba-uw-tf-dev,2.9.1,US,3/31/25,4
4154,simba-uw-tf-dev,2.9.1,CA,3/30/25,1
4155,simba-uw-tf-dev,2.9.1,DE,3/30/25,2
4156,simba-uw-tf-dev,2.9.1,JP,3/30/25,2
4157,simba-uw-tf-dev,2.9.1,KR,3/30/25,2
4158,simba-uw-tf-dev,2.9.1,SG,3/30/25,2
4159,simba-uw-tf-dev,2.9.1,US,3/30/25,2
4953,simba-uw-tf-dev,2.9.1,AU,3/29/25,2
4954,simba-uw-tf-dev,2.9.1,CA,3/29/25,1
4955,simba-uw-tf-dev,2.9.1,HK,3/29/25,2
4956,simba-uw-tf-dev,2.9.1,JP,3/29/25,5
4957,simba-uw-tf-dev,2.9.1,KR,3/29/25,2
4958,simba-uw-tf-dev,2.9.1,RU,3/29/25,3
4959,simba-uw-tf-dev,2.9.1,SE,3/29/25,2
4960,simba-uw-tf-dev,2.9.1,SG,3/29/25,2
4961,simba-uw-tf-dev,2.9.1,US,3/29/25,5
5221,simba-uw-tf-dev,2.9.1,BG,3/28/25,1
5222,simba-uw-tf-dev,2.9.1,CH,3/28/25,1
5223,simba-uw-tf-dev,2.9.1,CN,3/28/25,12
5224,simba-uw-tf-dev,2.9.1,DE,3/28/25,3
5225,simba-uw-tf-dev,2.9.1,DK,3/28/25,2
5226,simba-uw-tf-dev,2.9.1,FR,3/28/25,4
5227,simba-uw-tf-dev,2.9.1,GB,3/28/25,2
5228,simba-uw-tf-dev,2.9.1,HK,3/28/25,6
5229,simba-uw-tf-dev,2.9.1,IN,3/28/25,2
5230,simba-uw-tf-dev,2.9.1,JP,3/28/25,2
5231,simba-uw-tf-dev,2.9.1,NL,3/28/25,2
5232,simba-uw-tf-dev,2.9.1,NO,3/28/25,2
5233,simba-uw-tf-dev,2.9.1,RU,3/28/25,2
5234,simba-uw-tf-dev,2.9.1,SG,3/28/25,12
5235,simba-uw-tf-dev,2.9.1,US,3/28/25,28
6219,simba-uw-tf-dev,2.9.1,AU,3/27/25,1
6220,simba-uw-tf-dev,2.9.1,CA,3/27/25,1
6221,simba-uw-tf-dev,2.9.1,CN,3/27/25,13
6222,simba-uw-tf-dev,2.9.1,DE,3/27/25,2
6223,simba-uw-tf-dev,2.9.1,FR,3/27/25,1
6224,simba-uw-tf-dev,2.9.1,GB,3/27/25,1
6225,simba-uw-tf-dev,2.9.1,HK,3/27/25,5
6226,simba-uw-tf-dev,2.9.1,HR,3/27/25,2
6227,simba-uw-tf-dev,2.9.1,JP,3/27/25,1
6228,simba-uw-tf-dev,2.9.1,RS,3/27/25,2
6229,simba-uw-tf-dev,2.9.1,RU,3/27/25,6
6230,simba-uw-tf-dev,2.9.1,SE,3/27/25,2
6231,simba-uw-tf-dev,2.9.1,SG,3/27/25,7
6232,simba-uw-tf-dev,2.9.1,US,3/27/25,53
221,simba-uw-tf-dev,2.8.9,CA,4/3/25,2
222,simba-uw-tf-dev,2.8.9,KR,4/3/25,3
223,simba-uw-tf-dev,2.8.9,TW,4/3/25,2
224,simba-uw-tf-dev,2.8.9,US,4/3/25,5
1704,simba-uw-tf-dev,2.8.9,CN,4/2/25,4
1705,simba-uw-tf-dev,2.8.9,JP,4/2/25,2
1706,simba-uw-tf-dev,2.8.9,NO,4/2/25,2
1707,simba-uw-tf-dev,2.8.9,US,4/2/25,6
2294,simba-uw-tf-dev,2.8.9,AU,4/1/25,3
2295,simba-uw-tf-dev,2.8.9,DK,4/1/25,2
2296,simba-uw-tf-dev,2.8.9,KR,4/1/25,4
2297,simba-uw-tf-dev,2.8.9,US,4/1/25,10
3122,simba-uw-tf-dev,2.8.9,CN,3/31/25,2
3123,simba-uw-tf-dev,2.8.9,US,3/31/25,2
4148,simba-uw-tf-dev,2.8.9,CA,3/30/25,1
4149,simba-uw-tf-dev,2.8.9,DE,3/30/25,2
4150,simba-uw-tf-dev,2.8.9,JP,3/30/25,2
4151,simba-uw-tf-dev,2.8.9,KR,3/30/25,2
4152,simba-uw-tf-dev,2.8.9,SG,3/30/25,2
4153,simba-uw-tf-dev,2.8.9,US,3/30/25,2
4946,simba-uw-tf-dev,2.8.9,AU,3/29/25,2
4947,simba-uw-tf-dev,2.8.9,CN,3/29/25,1
4948,simba-uw-tf-dev,2.8.9,HK,3/29/25,2
4949,simba-uw-tf-dev,2.8.9,KR,3/29/25,2
4950,simba-uw-tf-dev,2.8.9,RU,3/29/25,3
4951,simba-uw-tf-dev,2.8.9,SE,3/29/25,2
4952,simba-uw-tf-dev,2.8.9,US,3/29/25,2
5214,simba-uw-tf-dev,2.8.9,CN,3/28/25,4
5215,simba-uw-tf-dev,2.8.9,GB,3/28/25,2
5216,simba-uw-tf-dev,2.8.9,HK,3/28/25,2
5217,simba-uw-tf-dev,2.8.9,JP,3/28/25,2
5218,simba-uw-tf-dev,2.8.9,NO,3/28/25,2
5219,simba-uw-tf-dev,2.8.9,SG,3/28/25,2
5220,simba-uw-tf-dev,2.8.9,US,3/28/25,2
6207,simba-uw-tf-dev,2.8.9,AT,3/27/25,2
6208,simba-uw-tf-dev,2.8.9,CA,3/27/25,1
6209,simba-uw-tf-dev,2.8.9,CN,3/27/25,4
6210,simba-uw-tf-dev,2.8.9,DE,3/27/25,8
6211,simba-uw-tf-dev,2.8.9,DK,3/27/25,2
6212,simba-uw-tf-dev,2.8.9,FR,3/27/25,1
6213,simba-uw-tf-dev,2.8.9,HK,3/27/25,4
6214,simba-uw-tf-dev,2.8.9,JP,3/27/25,2
6215,simba-uw-tf-dev,2.8.9,NL,3/27/25,2
6216,simba-uw-tf-dev,2.8.9,NO,3/27/25,2
6217,simba-uw-tf-dev,2.8.9,SG,3/27/25,6
6218,simba-uw-tf-dev,2.8.9,US,3/27/25,35
7102,simba-uw-tf-dev,2.8.9,CA,3/26/25,2
7103,simba-uw-tf-dev,2.8.9,CN,3/26/25,21
7104,simba-uw-tf-dev,2.8.9,DE,3/26/25,4
7105,simba-uw-tf-dev,2.8.9,ES,3/26/25,1
7106,simba-uw-tf-dev,2.8.9,FR,3/26/25,4
7107,simba-uw-tf-dev,2.8.9,HK,3/26/25,6
7108,simba-uw-tf-dev,2.8.9,HR,3/26/25,2
7109,simba-uw-tf-dev,2.8.9,IN,3/26/25,2
7110,simba-uw-tf-dev,2.8.9,JP,3/26/25,4
7111,simba-uw-tf-dev,2.8.9,RO,3/26/25,1
7112,simba-uw-tf-dev,2.8.9,RU,3/26/25,5
7113,simba-uw-tf-dev,2.8.9,SA,3/26/25,1
7114,simba-uw-tf-dev,2.8.9,SE,3/26/25,2
7115,simba-uw-tf-dev,2.8.9,SG,3/26/25,11
7116,simba-uw-tf-dev,2.8.9,US,3/26/25,79
217,simba-uw-tf-dev,2.8.8,CA,4/3/25,2
218,simba-uw-tf-dev,2.8.8,KR,4/3/25,3
219,simba-uw-tf-dev,2.8.8,TW,4/3/25,2
220,simba-uw-tf-dev,2.8.8,US,4/3/25,5
1700,simba-uw-tf-dev,2.8.8,CN,4/2/25,4
1701,simba-uw-tf-dev,2.8.8,JP,4/2/25,2
1702,simba-uw-tf-dev,2.8.8,NO,4/2/25,2
1703,simba-uw-tf-dev,2.8.8,US,4/2/25,6
2290,simba-uw-tf-dev,2.8.8,AU,4/1/25,3
2291,simba-uw-tf-dev,2.8.8,DK,4/1/25,2
2292,simba-uw-tf-dev,2.8.8,KR,4/1/25,4
2293,simba-uw-tf-dev,2.8.8,US,4/1/25,10
3120,simba-uw-tf-dev,2.8.8,CN,3/31/25,2
3121,simba-uw-tf-dev,2.8.8,US,3/31/25,2
4142,simba-uw-tf-dev,2.8.8,CA,3/30/25,1
4143,simba-uw-tf-dev,2.8.8,DE,3/30/25,2
4144,simba-uw-tf-dev,2.8.8,JP,3/30/25,2
4145,simba-uw-tf-dev,2.8.8,KR,3/30/25,2
4146,simba-uw-tf-dev,2.8.8,SG,3/30/25,2
4147,simba-uw-tf-dev,2.8.8,US,3/30/25,2
4940,simba-uw-tf-dev,2.8.8,AU,3/29/25,2
4941,simba-uw-tf-dev,2.8.8,HK,3/29/25,2
4942,simba-uw-tf-dev,2.8.8,KR,3/29/25,2
4943,simba-uw-tf-dev,2.8.8,RU,3/29/25,3
4944,simba-uw-tf-dev,2.8.8,SE,3/29/25,2
4945,simba-uw-tf-dev,2.8.8,US,3/29/25,2
5206,simba-uw-tf-dev,2.8.8,AT,3/28/25,2
5207,simba-uw-tf-dev,2.8.8,CN,3/28/25,5
5208,simba-uw-tf-dev,2.8.8,GB,3/28/25,2
5209,simba-uw-tf-dev,2.8.8,HK,3/28/25,2
5210,simba-uw-tf-dev,2.8.8,JP,3/28/25,2
5211,simba-uw-tf-dev,2.8.8,NO,3/28/25,2
5212,simba-uw-tf-dev,2.8.8,SG,3/28/25,2
5213,simba-uw-tf-dev,2.8.8,US,3/28/25,2
6198,simba-uw-tf-dev,2.8.8,CA,3/27/25,1
6199,simba-uw-tf-dev,2.8.8,DK,3/27/25,2
6200,simba-uw-tf-dev,2.8.8,FR,3/27/25,1
6201,simba-uw-tf-dev,2.8.8,HK,3/27/25,5
6202,simba-uw-tf-dev,2.8.8,JP,3/27/25,2
6203,simba-uw-tf-dev,2.8.8,NL,3/27/25,2
6204,simba-uw-tf-dev,2.8.8,NO,3/27/25,2
6205,simba-uw-tf-dev,2.8.8,SG,3/27/25,6
6206,simba-uw-tf-dev,2.8.8,US,3/27/25,25
7087,simba-uw-tf-dev,2.8.8,CA,3/26/25,2
7088,simba-uw-tf-dev,2.8.8,CN,3/26/25,20
7089,simba-uw-tf-dev,2.8.8,DE,3/26/25,4
7090,simba-uw-tf-dev,2.8.8,ES,3/26/25,1
7091,simba-uw-tf-dev,2.8.8,FR,3/26/25,3
7092,simba-uw-tf-dev,2.8.8,GB,3/26/25,1
7093,simba-uw-tf-dev,2.8.8,GL,3/26/25,1
7094,simba-uw-tf-dev,2.8.8,HK,3/26/25,7
7095,simba-uw-tf-dev,2.8.8,HR,3/26/25,2
7096,simba-uw-tf-dev,2.8.8,IN,3/26/25,2
7097,simba-uw-tf-dev,2.8.8,JP,3/26/25,3
7098,simba-uw-tf-dev,2.8.8,RU,3/26/25,9
7099,simba-uw-tf-dev,2.8.8,SE,3/26/25,2
7100,simba-uw-tf-dev,2.8.8,SG,3/26/25,10
7101,simba-uw-tf-dev,2.8.8,US,3/26/25,76
214,simba-uw-tf-dev,2.8.7,IE,4/3/25,1
215,simba-uw-tf-dev,2.8.7,KR,4/3/25,3
216,simba-uw-tf-dev,2.8.7,US,4/3/25,5
1697,simba-uw-tf-dev,2.8.7,CN,4/2/25,4
1698,simba-uw-tf-dev,2.8.7,IE,4/2/25,1
1699,simba-uw-tf-dev,2.8.7,US,4/2/25,2
2287,simba-uw-tf-dev,2.8.7,DK,4/1/25,2
2288,simba-uw-tf-dev,2.8.7,IE,4/1/25,1
2289,simba-uw-tf-dev,2.8.7,US,4/1/25,10
3119,simba-uw-tf-dev,2.8.7,CN,3/31/25,2
4136,simba-uw-tf-dev,2.8.7,CA,3/30/25,1
4137,simba-uw-tf-dev,2.8.7,DE,3/30/25,2
4138,simba-uw-tf-dev,2.8.7,JP,3/30/25,2
4139,simba-uw-tf-dev,2.8.7,KR,3/30/25,2
4140,simba-uw-tf-dev,2.8.7,SG,3/30/25,2
4141,simba-uw-tf-dev,2.8.7,US,3/30/25,2
4936,simba-uw-tf-dev,2.8.7,AU,3/29/25,2
4937,simba-uw-tf-dev,2.8.7,KR,3/29/25,2
4938,simba-uw-tf-dev,2.8.7,RU,3/29/25,3
4939,simba-uw-tf-dev,2.8.7,US,3/29/25,1
5203,simba-uw-tf-dev,2.8.7,CN,3/28/25,4
5204,simba-uw-tf-dev,2.8.7,NO,3/28/25,2
5205,simba-uw-tf-dev,2.8.7,US,3/28/25,4
6195,simba-uw-tf-dev,2.8.7,NL,3/27/25,2
6196,simba-uw-tf-dev,2.8.7,NO,3/27/25,2
6197,simba-uw-tf-dev,2.8.7,US,3/27/25,5
7081,simba-uw-tf-dev,2.8.7,AU,3/26/25,3
7082,simba-uw-tf-dev,2.8.7,CA,3/26/25,2
7083,simba-uw-tf-dev,2.8.7,DE,3/26/25,4
7084,simba-uw-tf-dev,2.8.7,JP,3/26/25,2
7085,simba-uw-tf-dev,2.8.7,SG,3/26/25,2
7086,simba-uw-tf-dev,2.8.7,US,3/26/25,9
8039,simba-uw-tf-dev,2.8.7,AT,3/25/25,2
8040,simba-uw-tf-dev,2.8.7,CN,3/25/25,2
8041,simba-uw-tf-dev,2.8.7,FR,3/25/25,1
8042,simba-uw-tf-dev,2.8.7,IL,3/25/25,1
