,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Nose_1-Center_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Nose_1-Lat_left_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Nose_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Nose_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Center_1-Lat_left_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Center_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Center_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Lat_left_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Lat_left_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Nose_1-Center_1-Lat_left_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Nose_1-Center_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Nose_1-Center_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Nose_1-Lat_left_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Nose_1-Lat_left_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Nose_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Center_1-Lat_left_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Center_1-Lat_left_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Center_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Lat_left_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Nose_1-Center_1-Lat_left_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Nose_1-Center_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Nose_1-Center_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Nose_1-Lat_left_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Nose_1-Lat_left_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Nose_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Center_1-Lat_left_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Center_1-Lat_left_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Center_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Lat_left_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Nose_1-Center_1-Lat_left_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Nose_1-Center_1-Lat_left_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Nose_1-Center_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Nose_1-Lat_left_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Center_1-Lat_left_1-Lat_right_1-Tail_base_1,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Nose_2-Center_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Nose_2-Lat_left_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Nose_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Nose_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Center_2-Lat_left_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Center_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Center_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Lat_left_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Lat_left_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Nose_2-Center_2-Lat_left_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Nose_2-Center_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Nose_2-Center_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Nose_2-Lat_left_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Nose_2-Lat_left_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Nose_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Center_2-Lat_left_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Center_2-Lat_left_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Center_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Lat_left_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Nose_2-Center_2-Lat_left_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Nose_2-Center_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Nose_2-Center_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Nose_2-Lat_left_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Nose_2-Lat_left_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Nose_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Center_2-Lat_left_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Center_2-Lat_left_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Center_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Lat_left_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Nose_2-Center_2-Lat_left_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Nose_2-Center_2-Lat_left_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Nose_2-Center_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Nose_2-Lat_left_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Center_2-Lat_left_2-Lat_right_2-Tail_base_2
34,146.83,144.85,151.58,244.15,147.06,160.04,238.07,166.25,237.52,248.91,150.61,145.78,237.12,162.66,240.5,241.96,163.82,234.42,241.88,245.26,110.72,116.57,200.6,122.77,200.61,205.44,114.56,170.63,195.99,196,102.86,179.46,169.11,184.3,163.59,171.78,166.69,197.33,251.12,173.12,200.78,244.65,214.12,226.11,279.43,185.13,200.57,256.66,217.32,251.12,282.64,214.13,244.65,279.43,279.43,141.19,160.04,213.16,173.38,207.61,239.13,151.6,176.56,217.34,217.34,159.16,200.37,225.5,226.34,169.87
35,120.23,145.59,146.15,245.44,137.71,147.02,242.87,168.47,244.35,249.28,142.55,129.71,234.55,165.18,243.64,238.05,165.18,241.06,238.39,247.48,106.76,107.94,206.36,129.39,207.85,210.21,119.5,181.83,200.32,201.8,111.54,190,178.65,193.85,173.81,171.08,166.42,195.03,252.78,170.82,199.65,243.79,212.06,228.12,278.4,183.51,198.89,256.55,215.07,252.78,281.47,212.08,243.79,278.4,278.4,140.93,160.07,214.03,172.49,210.26,238.96,150.92,175.68,217.31,217.31,157.53,200.07,223.51,224.99,170.22
36,137.99,152.73,140.22,246.55,152.21,156.65,244.9,176.8,251.35,249.51,155.99,147.7,237.69,174.57,250.77,238.5,174.65,249.13,240.65,253.73,125.75,124.19,214.09,144.34,220.54,217.05,135.82,197.03,208.46,214.91,125.81,201.94,185.18,204.9,174.61,167.88,154.52,183.21,251.97,165.97,192.45,242.29,200.55,228.96,273.91,178.03,190.55,254.36,202.48,251.97,275.84,202.6,242.29,273.91,273.91,133.27,149.6,209.64,157.71,207.25,231.12,140.7,171.34,212.07,212.07,149.27,199.19,215.45,220.66,179.89
37,161.48,175.13,148.59,264,180.62,173.8,263.81,195.52,275.1,264.79,180.97,163.55,253.98,192.25,272.24,250.34,193.28,271.82,254.76,273.03,149.37,138.93,229.36,160.66,240.65,229.92,152.26,221.91,220.72,232.01,138.37,217.33,193.82,218.12,177.84,164.86,155.84,176.54,251.64,165.38,187.8,241.93,197.3,231.32,271.08,176.5,184.68,253.05,198.5,251.65,272.29,199.44,241.94,271.08,271.09,130.56,143.06,207.11,152.56,205.71,226.34,137.52,169.33,209.16,209.17,144.48,196.9,209.64,216.13,179.04
38,160.97,167.09,144.65,269.87,176.82,169.76,269.39,186.4,279.67,269.91,175.03,154.73,254.77,181.03,274.72,250.47,183.81,274.16,254.8,274.75,154.11,143.47,243.51,160.11,253.8,243.62,150.93,232.58,231.58,241.86,138.91,229.67,202.99,229.84,188.43,162.32,157.88,186.09,253.12,163.36,189.35,241.58,202.57,232.6,269.79,175.66,187.53,253.85,205.33,253.2,272.53,202.69,241.65,269.77,269.87,131.44,147.89,209.65,161.11,208.98,228.33,138.51,169.73,205.62,205.69,151.23,199.74,210.93,218.41,171.54
39,146.1,157.82,138.08,1025.95,164.2,156.08,1061.01,178.16,1083.92,1043.2,162.65,140.31,1044.38,172.56,1077.45,1014.77,172.63,1077.57,1044.38,1077.45,154.29,142.12,1056.68,164.2,1079.59,1038.87,148.88,1079.71,1056.68,1079.59,144.77,1059.45,1020.32,1059.33,1043.24,159.12,154.22,185.61,252.19,159.13,190.18,239.79,202.82,231.5,271.64,172.01,188.18,252.66,205,252.33,273.81,203.07,239.93,271.63,271.77,127.95,148.25,208.56,160.94,208.27,229.71,140.66,168.83,209.18,209.36,152.16,199.71,212.33,220.87,179.01
40,137.94,158.32,135.61,1014.52,159.15,149.15,1050.43,178.57,1079.86,1034.4,164.21,141.54,1040.11,178.08,1076.67,1015.18,175.42,1076.67,1040.11,1076.67,156.04,140.49,1045.13,169.9,1074.56,1029.1,151.35,1074.56,1045.12,1074.56,154.37,1058.98,1016.08,1058.98,1039.68,160.55,152.76,185.92,252.55,160.55,191.22,241.98,201.78,233.99,272.09,171.58,187.94,252.98,203.14,252.65,273.42,202.25,242.08,272.06,272.19,123.33,144.33,204.75,154.89,204.4,225.2,136.91,167.67,206.74,206.85,145.76,195.26,206.81,215.7,177.79
41,142.86,160.09,139.04,1012.37,165.14,153.71,1051.65,182.02,1080.17,1035.43,167.25,143.12,1039.26,179.64,1075.99,1014.43,178.1,1076.04,1039.26,1075.99,158.97,143.05,1047.59,171.36,1076.11,1031.36,154.98,1076.15,1047.59,1076.11,153.56,1058.27,1014.89,1058.22,1041.09,163.41,154.32,187.22,253.59,162.58,192.2,244.32,200.57,236.97,271.81,172.08,186.54,253.71,201.37,253.4,272.51,200.86,244.12,271.51,271.62,122.01,142.93,203.75,151.3,203.32,222.54,132.44,165.4,203.19,203.19,140.54,192.5,203.24,211.3,173.16
42,148.33,162.78,143.3,266.01,171.81,160.88,264.8,187.25,275.88,266.08,171.2,149.26,253.94,183.75,273.14,252.16,183.74,271.93,254.01,273.22,157.39,143.57,248.25,169.94,259.33,248.77,153.99,234.99,232.38,243.47,154.07,243.02,219.29,243.54,184.81,162.81,150.5,187.95,253.09,161.43,193.56,245.11,199.83,238.95,272.8,168.96,185.47,252.49,199.56,252.31,272.38,199.71,244.33,271.78,272.01,123.45,147.79,207.14,154.06,206.72,227.03,135.27,167.99,207.49,207.49,142.25,194.67,206.77,214.56,176.18
43,155.28,182.97,151.49,273.35,190.43,169.64,273.21,206.28,287.72,273.97,187.82,157.5,261.22,202.17,283.77,258.64,202.17,283.61,261.84,284.38,166.67,144.39,248.11,181.03,262.62,248.72,166.15,240.61,233.86,248.36,164.2,245.79,220.28,246.41,183.61,158.2,146.87,186.75,256.9,159.28,193.01,248.73,202.04,242.96,277.32,167.66,188.48,256.8,202.63,256.87,277.61,202.46,248.7,276.92,277.3,123.13,149.08,212.59,158.11,212.35,233.39,142.69,180.04,217.46,217.53,146.66,200.68,212.41,221.49,183.24
44,159.05,162.48,153.58,1001.6,177.3,172.08,1051.18,190.58,1069.26,1032.77,175.28,161.25,1040.35,187.05,1065.73,1013.24,188.31,1067.41,1040.35,1066.24,151.43,144.7,1045.26,163.2,1063.34,1026.85,151,1065.02,1045.26,1063.85,146.92,1048.24,1016.74,1047.07,1033.76,161.52,154.73,193.94,266.33,165.49,199.5,258.25,211.78,252.77,286.07,173.84,197.51,266.55,212.75,266.53,286.99,211.82,258.46,286.02,286.28,125.76,152.38,218.52,164.67,218.45,238.95,149.47,189.7,223.71,223.93,152.02,206.04,218.45,226.47,181.26
45,179.54,183.17,172.21,996.88,200.39,186.73,1052.15,211.34,1076.1,1033.52,204.05,182.52,1043.75,214.11,1074.67,1017.49,211.24,1076.66,1043.74,1075.42,204.43,189.88,1051.11,214.49,1075.05,1032.48,157.13,1067.93,1041.99,1066.69,213.66,1074.89,1040.81,1073.66,1040.36,167.61,156.65,202.06,271.81,166.37,205.24,261.17,214.86,254.57,290.68,177.31,203.79,272.06,217.02,271.83,292.8,214.94,261.19,290.64,290.7,129.79,159.88,224.59,169.5,224.31,245.32,148.1,187.58,223.84,223.86,157.99,213.02,226.12,233.75,184.21
46,172.5,175.18,166.62,982.85,191.05,183.35,1040.95,203.4,1058.76,1023.72,192.63,176.49,1033.57,202.67,1057.52,1009.15,203.49,1061.09,1033.59,1059.77,162.17,152.17,1032.22,172.21,1050.03,1014.99,150.81,1053.6,1032.24,1052.28,161.92,1042.13,1009.14,1040.82,1030.1,171.8,172.83,175,274.86,176,184.53,264.1,199.35,256.53,282.5,187.32,184.62,275.42,202.43,274.86,285.58,200.04,264.11,282.5,282.5,140.03,140.33,228.14,155.15,227.58,238.3,134.27,191.41,216.72,216.72,142.09,214.39,219.56,224.55,170.34
47,174.16,181.89,170.41,967.83,197.79,185.09,1027.06,209.77,1049.16,1012.41,197.75,175.92,1017.74,208.14,1047.37,995.96,208.68,1050.65,1017.91,1050.13,164.38,150.08,1020.39,174.76,1042.49,1005.74,154.77,1045.77,1020.57,1045.25,162.05,1033.17,995.18,1032.65,1023.56,169.84,173.86,178.52,273.6,174.58,186.55,262.68,202.69,254.45,284.08,185.95,184.73,274.14,205.24,273.49,286.72,202.65,262.58,283.98,283.98,142.51,145.66,230.61,161.8,229.96,243.19,141.03,192.84,222.26,222.26,145.45,214.19,222.61,226.78,172.93
48,173.47,171.17,174.04,320.3,188.14,187.2,319.58,203.56,326.6,320.07,188.9,179.27,312.03,202.1,325.51,310.23,202.63,324.79,311.81,325.28,156.52,153.36,286.11,169.72,293.13,286.24,149.45,266.41,265.08,272.11,156.57,279.1,260.23,279.23,207.49,166.01,172.9,179.5,271.49,168.67,184.23,258.14,200.81,248.77,282.06,182.34,183.25,272.03,204.23,271.46,285.71,200.56,258.11,282.03,282.03,140.75,146.07,230.22,162.64,229.65,243.9,140.77,190.42,222.02,222.02,144.96,212.98,223.35,226.66,172.71
49,173.03,177.41,176.32,324.2,190.26,187.23,322.42,208.19,329.42,323.5,192.78,181.02,317.17,207.74,329.82,316.43,206.99,328.04,316.46,329.12,161.38,155.39,291.42,176.34,298.42,291.65,156.12,272.08,271.25,278.25,160.77,282.66,263.73,282.89,208.15,167.22,176.05,182.96,273.93,169.76,188.25,260.47,204.59,251.84,286.2,183.36,186.99,274.35,207.42,273.93,289.31,204.31,260.47,286.19,286.19,138.29,146.01,229,162.35,228.57,243.95,140.64,188.13,222.25,222.25,144.5,211.93,224.44,226.89,172.8
50,174.19,179.6,177.98,323.56,192,188.34,321.06,210.39,327.45,322.85,195.21,182.95,317.27,210.45,328.81,317.31,209.35,326.3,316.55,328.09,164.02,157.22,291.23,179.26,297.62,291.72,158.63,270.37,270.98,277.37,163.72,281.97,264.11,282.46,205.55,169.9,176.97,186.91,275.3,170.62,191.18,261.3,206.71,251.27,288.42,185.47,192.4,276.19,210.75,275.3,292.51,206.66,261.3,288.42,288.42,139.27,149.03,230.1,164.55,229.21,246.42,141.33,189.28,223.2,223.2,147.94,214.57,229.34,230.89,171.86
51,173.55,177.47,176.4,319.59,190.93,187.5,317.16,208.69,323.15,319.18,193.66,181.69,313.07,208.48,324.29,313.38,207.62,321.85,312.67,323.88,164.02,157.65,288.65,178.84,294.65,289.33,157.86,266.62,268.13,274.13,164.14,279.73,262.79,280.41,202.98,172.29,177.98,192.44,276.95,175.67,196.18,266.5,211.26,255.82,292.79,187.25,194.83,278.38,213.91,276.95,295.74,210.96,266.5,292.79,292.79,139.54,151.12,230.38,166.2,228.95,247.74,143.88,192.19,225.43,225.43,147.95,213.67,229.78,231.03,171.64
52,165.47,168.4,168.16,311.42,181.7,179.92,308.66,200.28,314.67,311.01,184.33,173.52,304.11,199.69,315.6,304.52,198.78,312.84,303.69,315.19,162.05,157.05,287.31,177.41,293.32,288.14,158.59,267.01,268.98,274.99,161.68,277.26,260.16,278.09,204.74,174.09,178.09,196.53,279.19,178.29,199.86,270.53,214.43,259.04,296.92,188.63,198.19,281.11,216.72,279.19,299.45,214.19,270.53,296.92,296.92,137.84,151.36,230.15,165.93,228.23,248.49,144.16,193.89,226.72,226.72,148.15,214.03,231.31,232.37,172.81
53,165.4,168.96,171.55,312.16,182.23,183.49,309.75,204.4,316.35,312.42,184.92,177.25,305.25,203.74,317.21,305.83,203.02,314.8,305.5,317.47,160.51,158.41,286.19,179.32,292.8,287.34,161.9,267.84,269.75,276.35,163.47,276.78,259.43,277.93,206.56,172.5,176.46,191.3,277.92,175.8,195.13,268.35,209.69,257.39,293.39,187.06,194.82,279.69,212.66,277.92,296.45,209.6,268.35,293.39,293.39,137.07,148.1,229.78,162.67,228,246.54,139.26,191.78,223.13,223.13,147.1,215.58,231.32,232.34,171.13
54,167.3,172.59,175.95,316.56,186.94,185.72,314.65,208.9,322.32,316.58,189.67,180.55,310.77,208.86,323.41,310.99,208.1,321.5,310.79,323.43,160.15,156.15,286.21,179.33,293.89,287,160.41,268.87,268.06,275.74,166.13,280.68,262.42,281.47,205.99,174.24,173.01,190.23,274.37,176.33,194.97,265.57,207.71,255.21,288.97,186.81,194.15,276.24,210.6,274.37,292.05,207.55,265.57,288.97,288.97,140.34,151.4,229.59,164.14,227.72,245.4,138.85,190.01,220.1,220.1,149.71,215.98,230.21,231.79,168.52
55,172.61,178.21,180.17,320.01,192.03,189.98,317.94,213.23,325.81,319.83,195.55,186,315.33,213.73,327.53,315.5,212.91,325.46,315.16,327.35,158.79,153.72,282.9,176.98,290.77,283.57,157.54,265.3,264.11,271.98,164.36,278.13,259.52,278.8,204.12,170.26,172.9,174.37,273.65,175.16,187.98,265.06,201.61,257.41,287.27,183.81,183.13,274.1,201.93,273.33,287.99,201.53,264.74,286.94,286.94,139.18,143.68,229.08,157.31,228.31,242.97,140.42,191.9,225.44,225.44,140.31,211.89,222.75,225.78,178.88
56,179.85,181.84,185.02,323.51,194.44,194.93,319.3,215.44,325.9,322.15,200.46,193.38,320.03,217.5,329.99,320.61,215.54,325.78,318.67,328.63,164.29,160.82,287.23,181.33,293.83,288.05,154.56,259.75,261.06,267.65,171.64,283.92,267.34,284.74,201.98,164.68,169.74,171.96,271.98,172.01,183.33,264.17,198.43,258.8,284.04,178.27,174.95,270.52,197.24,270.41,282.94,196.92,262.6,282.37,282.47,137.51,141.38,229.67,156.48,229.45,242.09,141.92,195.56,227.26,227.26,135.4,208.53,215.81,220.95,178.78
57,179.61,182.09,190.72,324.91,193.31,197.79,320.14,217.6,324.62,324.48,199.29,195.88,321.9,219.45,329.27,323.44,217.48,324.5,321.47,328.84,157.79,158.13,283.28,177.94,287.76,284.82,152.49,254.34,259.37,263.85,166.51,276.33,262.5,277.87,198.75,159.4,162.44,163.14,266.43,163.88,174.48,258.21,186.62,255.45,274.15,170.45,166.48,264.23,185.73,264.8,272.71,185.52,256.58,271.95,272.52,129,132.14,223.33,144.28,223.33,231.81,126.93,184.67,213.91,213.91,127.81,206.33,207.97,214.81,173.64
58,186.33,187.83,200.1,329.7,193.44,202.86,320.37,220.58,323.22,326.37,204.02,204.82,327.95,225.45,332.63,329.54,220.54,323.3,324.62,329.3,163.1,166.8,288.73,184.53,291.7,290.32,153.91,252.38,259.7,262.68,171.61,278.78,266.55,280.37,194.04,160.14,161.32,171.07,265.26,164.71,178.73,258.47,190,256.36,273.07,168.81,168.74,261.59,187.81,262.55,269.94,187.4,255.77,269.4,270.37,127.78,135.52,221.5,146.78,221.5,229.86,130.59,187.83,213.53,213.53,125.46,200.08,200.39,208.43,166.15
59,190.64,190.2,210.53,328.6,198.87,211.93,319.4,229.72,321.4,327.16,208.59,213.89,327.63,234.14,331.2,330.61,229.72,321.99,326.19,329.75,162.45,170.2,282.45,187.99,285.05,285.44,158.34,246.99,255.78,258.38,175.94,272.99,263.1,275.98,189.04,158.65,160.04,169.9,262.56,164.81,176.83,257.23,188.32,255.41,269.73,165.94,164.05,256.83,184.25,258.31,264.2,184.12,252.98,263.99,265.48,127.69,134.51,220.04,146,220.04,227.41,134.74,193.86,216.08,216.08,117.05,191.04,188.73,198.41,162.17
60,192.19,188.49,218.94,323.81,202.84,220.3,316.67,237.76,317.52,326.58,210.01,220.17,323,240.6,325.97,328.6,237.76,318.83,325.76,328.73,158.93,172.05,272.73,189.52,274.89,278.34,160.03,237.33,248.84,251,179.53,264.9,258.98,270.51,186.03,152.61,157.07,163.81,257.52,159.13,171.42,252.27,183.74,251.58,263.92,161.86,160.25,252.04,180.7,254.48,258.51,180.67,249.23,258.44,260.89,119.52,126.04,212.07,138.36,212.14,218.54,128.54,186.14,208.68,208.75,112.66,186.4,181.46,192.87,161.57
61,193.63,185.71,219.79,320.03,200.79,221.19,311.36,236.94,311.12,323.61,209.46,222,319.34,240.67,321.62,326.66,236.94,312.95,322.92,325.2,163.76,179.22,274.32,194.97,275.92,281.64,162.92,234.92,249.59,251.18,185.13,266.08,263,273.39,185.99,158.35,165.78,174.39,265.59,165.84,182.53,260.07,196.62,260.1,272.59,170.1,174.05,260.72,194.32,263.53,267.82,194.22,258.02,267.71,270.53,125.87,136,218.96,150.09,219.3,226.06,140.32,193.99,216.29,216.64,122.32,191.53,187.42,198.64,161.26
62,194.28,182.11,208.48,316.11,197.38,211.31,306.26,224.05,306.02,316.34,207.24,213.78,315.55,228.86,317.46,320.59,224.28,307.62,315.78,317.69,163.76,172.63,272.63,185.37,273.98,277.66,152.92,232.51,244.98,246.33,175.44,263.82,258.98,268.85,181.45,157.51,165.21,171.42,267.05,168.09,180.18,262.08,196.43,262.62,273.39,172.05,172.51,262.53,194.9,266.15,269.08,194.69,261.18,268.88,272.5,129.86,136.45,223.11,152.7,223.96,229.66,140.49,197.48,217.45,218.29,130.15,201.4,196.34,207.95,163.89
63,194.31,178.54,209.64,311.17,197.19,213.64,301.91,225.31,301.06,313.98,206.45,215.24,310.7,229.36,312.4,317.56,225.77,303.14,313.51,315.21,160.95,172.19,265.68,183.86,266.91,272.53,152.39,225.53,240.59,241.82,175,257.58,254.74,264.43,182.4,160.69,168.48,173.49,274.06,174.91,182.06,269.39,201.08,269.65,280.73,178.35,174.66,270.18,200.02,273.73,277.17,199.7,269.07,276.85,280.4,137.94,140.59,232.27,159.61,233.32,239.26,145.82,206.99,225.47,226.51,139.17,212.88,208.62,219.87,169.05
64,176.76,177.72,204.42,307.25,185.4,204.72,297.66,222.43,297.11,310.26,195.02,205.99,306.83,226.37,308.73,313.78,222.43,299.15,309.84,311.75,150.16,163.77,262.37,181.51,263.88,269.32,152.37,225.13,240.18,241.69,171.57,253.94,250.47,260.89,183.31,166.87,180.9,165.15,284.81,185.07,182.81,278.66,207.08,279.05,291.1,191.13,180.56,283.74,207.68,286.31,290.77,207.07,280.15,290.03,292.6,150.96,143.23,244.5,167.51,246.13,251.53,155.23,221.78,239.12,240.75,149.56,228.06,225.99,235.09,177.86
65,182.55,178.97,200.75,308.5,190.38,204.69,300.02,221.16,301.05,310.7,199.02,204.98,307.62,224.31,310.62,312.97,221.16,302.15,309.82,312.82,152.96,161.78,262.44,178.25,264.57,267.79,150.44,226.68,239.97,242.1,167.9,254.21,247.44,259.56,183.88,178.34,206.56,175.02,298.91,208.03,193.38,291.46,230.53,291.36,305.71,215.46,191.66,298.17,231.82,301.05,306.29,230.49,293.6,304.96,307.85,173.66,152.87,257.08,190.03,259.26,265.2,173.78,230,248.95,251.14,173.25,242.49,241.38,250.61,184.14
66,183.55,183.24,201.02,315.3,196.13,206.33,309.35,225.21,311.92,317.87,202.39,203.77,313.27,226.88,318.28,317.54,225.17,312.33,315.83,320.85,153.21,158.81,266.07,177.7,269.1,270.35,152.49,234.02,245.14,248.16,166.24,257.64,247.42,261.91,189.65,178.98,194.4,179.66,304.92,198.55,193.13,297.39,220.2,296.01,310.19,205.47,189.42,303.05,221.4,305.25,310.13,219.62,297.72,308.3,310.52,168.18,157.04,267.02,184.11,267.96,274.1,164.26,235.02,254.21,255.16,165.63,249.44,247.81,256.53,187.75
67,177.87,180.44,174.41,319.31,194,190.51,316.33,208.66,318.62,322.51,196.66,183.98,315.27,208.22,321.11,318.68,209.3,318.13,318.48,324.31,147.8,141.21,269.8,159.36,272.25,273.21,142.97,242.99,255.53,257.98,146.3,257.9,247.84,261.31,204.95,177.85,178.48,178.42,309.25,187.56,192.7,303.21,207.84,302.92,313.44,192.99,189.09,307.13,208.28,309.27,312.47,207.84,303.23,311.32,313.46,152.19,152.35,267.76,167.49,268.48,273.09,151.17,239.72,256.06,256.79,149.04,249.33,245.68,254.66,191.12
68,173.53,171.37,184.54,320.3,187.17,194.32,318.21,210.11,319.88,324.84,188.36,186.26,315.15,208.95,320.85,319.71,209.15,318.76,319.68,325.38,141.66,146.46,272.41,162.25,274.15,276.98,144.49,245.5,258.98,260.72,148.17,259.83,251.93,264.4,205.52,172.44,182.87,175.61,306.45,188.49,190.22,302.52,210.48,303.06,311.7,189.84,181.26,300.59,207.83,304.33,306.08,207.61,300.4,305.83,309.58,154.34,152.06,268.05,172.32,268.83,273.54,156.84,239.77,258.03,258.81,149.62,246.1,242.08,251.59,191.15
69,174.6,171.38,180.52,319.25,186.65,192.14,315.5,207.71,317.83,322.52,190.23,185.19,314.53,207.45,320.92,318.28,207.78,317.17,317.79,324.18,147.38,149.03,275.66,164.6,278.06,279.4,144.27,244.68,258.27,260.67,152.35,265,253.81,268.75,209.85,164.7,1074.13,173.33,301.39,1072.7,183.97,298.93,1085.36,1077.52,307.21,1073.73,169.99,292.26,1083.78,1078.63,298.1,1083.77,1076.17,298.08,1084.45,1039.61,148.28,265.68,1049.66,1044.51,271.52,1035.88,1018.04,257.73,1036.56,1027.86,1022.71,236.81,1028.54,964.05
70,173.06,167.55,184.65,315.16,184.36,191.98,310.44,208.2,313.11,317,189.17,187.87,311.81,209.21,317.66,315,208.08,312.94,313.64,319.49,151.05,154.87,276.7,171.1,279.54,279.89,148.42,247.42,256.98,259.82,159.3,267.52,256.28,270.7,202.09,163.25,1077.71,174.32,298.54,1075.14,184.4,295.91,1087.49,1079.35,304.2,1076.57,172.01,290.23,1085.9,1080.48,295.91,1085.89,1077.85,295.89,1086.14,1039.62,145.86,259.99,1048.95,1043.53,265.66,1035.69,1017.3,252.41,1035.95,1025.66,1020.23,231.12,1025.91,963.86
