VIDEO,SHAPE,ANIMAL,BODY-PART,TIME-BIN #,TIME-BIN START TIME (S),TIME-BIN END TIME (S),TIME-BIN START FRAME (#),TIME-BIN END FRAME (#),MEASUREMENT,VALUE
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,0,0.0,119.96666666666667,0,3599,AVERAGE ROI VELOCITY (CM/S),7.221096307039261
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,0,0.0,119.96666666666667,0,3599,FIRST ROI ENTRY TIME (S),90.16666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,0,0.0,119.96666666666667,0,3599,LAST ROI ENTRY TIME (S),90.16666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,0,0.0,119.96666666666667,0,3599,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,0,0.0,119.96666666666667,0,3599,ROI ENTRIES (COUNTS),1
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,0,0.0,119.96666666666667,0,3599,TOTAL ROI TIME (S),0.06666666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,0,0.0,119.96666666666667,0,3599,TOTAL ROI TIME (S),0.43950319290161133
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,0,0.0,119.96666666666667,0,3599,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,0,0.0,119.96666666666667,0,3599,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,AVERAGE ROI VELOCITY (CM/S),3.5085561059672257
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,FIRST ROI ENTRY TIME (S),131.33333333333334
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,LAST ROI ENTRY TIME (S),225.2
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,ROI ENTRIES (COUNTS),10
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,TOTAL ROI TIME (S),28.133333333333333
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,TOTAL ROI TIME (S),99.63406372070312
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,AVERAGE ROI VELOCITY (CM/S),3.018255241587758
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,FIRST ROI ENTRY TIME (S),248.8
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,LAST ROI ENTRY TIME (S),344.93333333333334
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,ROI ENTRIES (COUNTS),10
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,TOTAL ROI TIME (S),39.56666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,TOTAL ROI TIME (S),119.5591812133789
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,AVERAGE ROI VELOCITY (CM/S),4.764856862815428
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,FIRST ROI ENTRY TIME (S),404.3666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,LAST ROI ENTRY TIME (S),474.3333333333333
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,ROI ENTRIES (COUNTS),19
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,TOTAL ROI TIME (S),20.766666666666666
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,TOTAL ROI TIME (S),98.13819122314453
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,AVERAGE ROI VELOCITY (CM/S),5.978607889551383
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,FIRST ROI ENTRY TIME (S),480.7
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,LAST ROI ENTRY TIME (S),563.1
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,ROI ENTRIES (COUNTS),8
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,TOTAL ROI TIME (S),12.066666666666666
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,TOTAL ROI TIME (S),56.77711486816406
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,AVERAGE ROI VELOCITY (CM/S),3.909604095986911
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,FIRST ROI ENTRY TIME (S),602.1333333333333
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,LAST ROI ENTRY TIME (S),673.2333333333333
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,ROI ENTRIES (COUNTS),11
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,TOTAL ROI TIME (S),27.866666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,TOTAL ROI TIME (S),108.31047058105469
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,AVERAGE ROI VELOCITY (CM/S),5.6535328930821915
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,FIRST ROI ENTRY TIME (S),756.4666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,LAST ROI ENTRY TIME (S),797.9333333333333
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,ROI ENTRIES (COUNTS),7
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,TOTAL ROI TIME (S),5.0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,TOTAL ROI TIME (S),28.527822494506836
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,AVERAGE ROI VELOCITY (CM/S),3.4882496956147646
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,FIRST ROI ENTRY TIME (S),853.9666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,LAST ROI ENTRY TIME (S),920.2333333333333
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,ROI ENTRIES (COUNTS),5
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,TOTAL ROI TIME (S),18.366666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,TOTAL ROI TIME (S),55.365386962890625
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,AVERAGE ROI VELOCITY (CM/S),
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,FIRST ROI ENTRY TIME (S),
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,LAST ROI ENTRY TIME (S),
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,ROI ENTRIES (COUNTS),0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,TOTAL ROI TIME (S),0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,TOTAL ROI TIME (S),0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,9,1080.0,1199.9666666666667,32400,35999,AVERAGE ROI VELOCITY (CM/S),3.1676477507541057
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,9,1080.0,1199.9666666666667,32400,35999,FIRST ROI ENTRY TIME (S),1178.5
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,9,1080.0,1199.9666666666667,32400,35999,LAST ROI ENTRY TIME (S),1180.0666666666666
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,9,1080.0,1199.9666666666667,32400,35999,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,9,1080.0,1199.9666666666667,32400,35999,ROI ENTRIES (COUNTS),3
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,9,1080.0,1199.9666666666667,32400,35999,TOTAL ROI TIME (S),1.6666666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,9,1080.0,1199.9666666666667,32400,35999,TOTAL ROI TIME (S),4.993860244750977
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,9,1080.0,1199.9666666666667,32400,35999,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,9,1080.0,1199.9666666666667,32400,35999,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,10,1200.0,1206.6333333333334,36000,36199,AVERAGE ROI VELOCITY (CM/S),
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,10,1200.0,1206.6333333333334,36000,36199,FIRST ROI ENTRY TIME (S),
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,10,1200.0,1206.6333333333334,36000,36199,LAST ROI ENTRY TIME (S),
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,10,1200.0,1206.6333333333334,36000,36199,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,10,1200.0,1206.6333333333334,36000,36199,ROI ENTRIES (COUNTS),0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,10,1200.0,1206.6333333333334,36000,36199,TOTAL ROI TIME (S),0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,10,1200.0,1206.6333333333334,36000,36199,TOTAL ROI TIME (S),0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,10,1200.0,1206.6333333333334,36000,36199,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_circle,Animal_1,Center,10,1200.0,1206.6333333333334,36000,36199,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,0,0.0,119.96666666666667,0,3599,AVERAGE ROI VELOCITY (CM/S),
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,0,0.0,119.96666666666667,0,3599,FIRST ROI ENTRY TIME (S),77.36666666666666
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,0,0.0,119.96666666666667,0,3599,LAST ROI ENTRY TIME (S),77.36666666666666
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,0,0.0,119.96666666666667,0,3599,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,0,0.0,119.96666666666667,0,3599,ROI ENTRIES (COUNTS),1
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,0,0.0,119.96666666666667,0,3599,TOTAL ROI TIME (S),0.03333333333333333
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,0,0.0,119.96666666666667,0,3599,TOTAL ROI TIME (S),0.2015911340713501
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,0,0.0,119.96666666666667,0,3599,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,0,0.0,119.96666666666667,0,3599,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,AVERAGE ROI VELOCITY (CM/S),0.0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,FIRST ROI ENTRY TIME (S),193.46666666666667
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,LAST ROI ENTRY TIME (S),193.46666666666667
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,ROI ENTRIES (COUNTS),1
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,TOTAL ROI TIME (S),0.16666666666666666
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,TOTAL ROI TIME (S),4.150461673736572
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,1,120.0,239.96666666666667,3600,7199,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,AVERAGE ROI VELOCITY (CM/S),
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,FIRST ROI ENTRY TIME (S),
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,LAST ROI ENTRY TIME (S),
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,ROI ENTRIES (COUNTS),0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,TOTAL ROI TIME (S),0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,TOTAL ROI TIME (S),0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,2,240.0,359.96666666666664,7200,10799,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,AVERAGE ROI VELOCITY (CM/S),
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,FIRST ROI ENTRY TIME (S),
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,LAST ROI ENTRY TIME (S),
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,ROI ENTRIES (COUNTS),0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,TOTAL ROI TIME (S),0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,TOTAL ROI TIME (S),0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,3,360.0,479.96666666666664,10800,14399,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,AVERAGE ROI VELOCITY (CM/S),11.047388156255087
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,FIRST ROI ENTRY TIME (S),553.2
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,LAST ROI ENTRY TIME (S),594.0666666666667
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,ROI ENTRIES (COUNTS),3
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,TOTAL ROI TIME (S),1.6333333333333333
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,TOTAL ROI TIME (S),17.32175636291504
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,4,480.0,599.9666666666667,14400,17999,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,AVERAGE ROI VELOCITY (CM/S),
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,FIRST ROI ENTRY TIME (S),
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,LAST ROI ENTRY TIME (S),
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,ROI ENTRIES (COUNTS),0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,TOTAL ROI TIME (S),0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,TOTAL ROI TIME (S),0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,5,600.0,719.9666666666667,18000,21599,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,AVERAGE ROI VELOCITY (CM/S),3.6851924657821655
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,FIRST ROI ENTRY TIME (S),732.5
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,LAST ROI ENTRY TIME (S),732.5
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,ROI ENTRIES (COUNTS),1
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,TOTAL ROI TIME (S),0.13333333333333333
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,TOTAL ROI TIME (S),1.8990131616592407
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,6,720.0,839.9666666666667,21600,25199,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,AVERAGE ROI VELOCITY (CM/S),
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,FIRST ROI ENTRY TIME (S),
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,LAST ROI ENTRY TIME (S),
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,ROI ENTRIES (COUNTS),0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,TOTAL ROI TIME (S),0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,TOTAL ROI TIME (S),0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,7,840.0,959.9666666666667,25200,28799,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,AVERAGE ROI VELOCITY (CM/S),2.8141548563452328
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,FIRST ROI ENTRY TIME (S),1058.7333333333333
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,LAST ROI ENTRY TIME (S),1072.3333333333333
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,ROI ENTRIES (COUNTS),3
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,TOTAL ROI TIME (S),1.6
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,TOTAL ROI TIME (S),5.1810712814331055
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,VIDEO FPS,30.0
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,8,960.0,1079.9666666666667,28800,32399,VIDEO LENGTH (S),1206.6666666666667
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,9,1080.0,1199.9666666666667,32400,35999,AVERAGE ROI VELOCITY (CM/S),4.006240304414328
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,9,1080.0,1199.9666666666667,32400,35999,FIRST ROI ENTRY TIME (S),1087.0666666666666
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,9,1080.0,1199.9666666666667,32400,35999,LAST ROI ENTRY TIME (S),1190.6
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,9,1080.0,1199.9666666666667,32400,35999,PIXEL TO MILLIMETER CONVERSION FACTOR,2.21126
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,9,1080.0,1199.9666666666667,32400,35999,ROI ENTRIES (COUNTS),10
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,9,1080.0,1199.9666666666667,32400,35999,TOTAL ROI TIME (S),6.766666666666667
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,9,1080.0,1199.9666666666667,32400,35999,TOTAL ROI TIME (S),27.140682220458984
501_MA142_Gi_Saline_0513,My_polygon,Animal_1,Center,9,1080.0,1199.9666666666667,32400,35999,VIDEO FPS,30.0
