,Video,Shape_type,Name,Color name,Color BGR,Thickness,topLeftX,topLeftY,Bottom_right_X,Bottom_right_Y,width,height,Tags,Ear_tag_size
101,HybCD1-B3-D5-LocoPre-TC-US,Rectangle,Resource zone,Green,"(0, 128, 0)",5,824,125,1266,459,442,334,"{'Center tag': (1045, 292), 'Top left tag': (824, 125), 'Bottom right tag': (1266, 459), 'Top right tag': (1266, 125), 'Bottom left tag': (824, 459), 'Top tag': (1045, 125), 'Right tag': (1266, 292), 'Left tag': (824, 292), 'Bottom tag': (1045, 459)}",10
102,HybCD1-B3-D5-LocoPre-TC-US,Rectangle,Hiding-corner-3,Yellow,"(0, 255, 255)",5,1763,971,1925,1107,162,136,"{'Center tag': (1844, 1039), 'Top left tag': (1763, 971), 'Bottom right tag': (1925, 1107), 'Top right tag': (1925, 971), 'Bottom left tag': (1763, 1107), 'Top tag': (1844, 971), 'Right tag': (1925, 1039), 'Left tag': (1763, 1039), 'Bottom tag': (1844, 1107)}",10
103,HybCD1-B3-D5-LocoPre-TC-US,Rectangle,Hiding-corner-2,Yellow,"(0, 255, 255)",5,1771,128,1933,264,162,136,"{'Center tag': (1852, 196), 'Top left tag': (1771, 128), 'Bottom right tag': (1933, 264), 'Top right tag': (1933, 128), 'Bottom left tag': (1771, 264), 'Top tag': (1852, 128), 'Right tag': (1933, 196), 'Left tag': (1771, 196), 'Bottom tag': (1852, 264)}",10
104,HybCD1-B3-D5-LocoPre-TC-US,Rectangle,Gate-Non-Fighting,Coral,"(80, 127, 255)",5,1081,1026,1218,1141,137,115,"{'Center tag': (1149, 1083), 'Top left tag': (1081, 1026), 'Bottom right tag': (1218, 1141), 'Top right tag': (1218, 1026), 'Bottom left tag': (1081, 1141), 'Top tag': (1149, 1026), 'Right tag': (1218, 1083), 'Left tag': (1081, 1083), 'Bottom tag': (1149, 1141)}",10
105,HybCD1-B3-D5-LocoPre-TC-US,Rectangle,Gate-Fighting,Coral,"(80, 127, 255)",5,903,1027,1040,1142,137,115,"{'Center tag': (971, 1084), 'Top left tag': (903, 1027), 'Bottom right tag': (1040, 1142), 'Top right tag': (1040, 1027), 'Bottom left tag': (903, 1142), 'Top tag': (971, 1027), 'Right tag': (1040, 1084), 'Left tag': (903, 1084), 'Bottom tag': (971, 1142)}",10
106,HybCD1-B3-D5-LocoPre-TC-US,Rectangle,Middle wall,Chocolate,"(30, 105, 210)",5,1050,449,1108,1140,58,691,"{'Center tag': (1079, 794), 'Top left tag': (1050, 449), 'Bottom right tag': (1108, 1140), 'Top right tag': (1108, 449), 'Bottom left tag': (1050, 1140), 'Top tag': (1079, 449), 'Right tag': (1108, 794), 'Left tag': (1050, 794), 'Bottom tag': (1079, 1140)}",10
107,HybCD1-B3-D5-LocoPre-TC-US,Rectangle,Hiding-corner-4,Yellow,"(0, 255, 255)",5,122,979,284,1115,162,136,"{'Center tag': (203, 1047), 'Top left tag': (122, 979), 'Bottom right tag': (284, 1115), 'Top right tag': (284, 979), 'Bottom left tag': (122, 1115), 'Top tag': (203, 979), 'Right tag': (284, 1047), 'Left tag': (122, 1047), 'Bottom tag': (203, 1115)}",10
108,HybCD1-B4-D5-LocoPost-TC-LS,Rectangle,Resource zone,Green,"(0, 128, 0)",5,750,134,1183,449,433,315,"{'Center tag': (966, 291), 'Top left tag': (750, 134), 'Bottom right tag': (1183, 449), 'Top right tag': (1183, 134), 'Bottom left tag': (750, 449), 'Top tag': (966, 134), 'Right tag': (1183, 291), 'Left tag': (750, 291), 'Bottom tag': (966, 449)}",10
109,HybCD1-B4-D5-LocoPost-TC-LS,Rectangle,Gate-Non-Fighting,Coral,"(80, 127, 255)",5,954,1043,1086,1151,132,108,"{'Center tag': (1020, 1097), 'Top left tag': (954, 1043), 'Bottom right tag': (1086, 1151), 'Top right tag': (1086, 1043), 'Bottom left tag': (954, 1151), 'Top tag': (1020, 1043), 'Right tag': (1086, 1097), 'Left tag': (954, 1097), 'Bottom tag': (1020, 1151)}",10
110,HybCD1-B4-D5-LocoPost-TC-LS,Rectangle,Gate-Fighting,Coral,"(80, 127, 255)",5,786,1047,918,1155,132,108,"{'Center tag': (852, 1101), 'Top left tag': (786, 1047), 'Bottom right tag': (918, 1155), 'Top right tag': (918, 1047), 'Bottom left tag': (786, 1155), 'Top tag': (852, 1047), 'Right tag': (918, 1101), 'Left tag': (786, 1101), 'Bottom tag': (852, 1155)}",10
111,HybCD1-B4-D5-LocoPost-TC-LS,Rectangle,Hiding-corner-4,Yellow,"(0, 255, 255)",5,37,966,186,1104,149,138,"{'Center tag': (111, 1035), 'Top left tag': (37, 966), 'Bottom right tag': (186, 1104), 'Top right tag': (186, 966), 'Bottom left tag': (37, 1104), 'Top tag': (111, 966), 'Right tag': (186, 1035), 'Left tag': (37, 1035), 'Bottom tag': (111, 1104)}",10
112,HybCD1-B4-D5-LocoPost-TC-LS,Rectangle,Hiding-corner-2,Yellow,"(0, 255, 255)",5,1715,135,1864,273,149,138,"{'Center tag': (1789, 204), 'Top left tag': (1715, 135), 'Bottom right tag': (1864, 273), 'Top right tag': (1864, 135), 'Bottom left tag': (1715, 273), 'Top tag': (1789, 135), 'Right tag': (1864, 204), 'Left tag': (1715, 204), 'Bottom tag': (1789, 273)}",10
113,HybCD1-B4-D5-LocoPost-TC-LS,Rectangle,Hiding-corner-3,Yellow,"(0, 255, 255)",5,1708,1032,1857,1170,149,138,"{'Center tag': (1782, 1101), 'Top left tag': (1708, 1032), 'Bottom right tag': (1857, 1170), 'Top right tag': (1857, 1032), 'Bottom left tag': (1708, 1170), 'Top tag': (1782, 1032), 'Right tag': (1857, 1101), 'Left tag': (1708, 1101), 'Bottom tag': (1782, 1170)}",10
114,HybCD1-B4-D5-LocoPost-TC-LS,Rectangle,Hiding-corner-1,Yellow,"(0, 255, 255)",5,58,115,207,253,149,138,"{'Center tag': (132, 184), 'Top left tag': (58, 115), 'Bottom right tag': (207, 253), 'Top right tag': (207, 115), 'Bottom left tag': (58, 253), 'Top tag': (132, 115), 'Right tag': (207, 184), 'Left tag': (58, 184), 'Bottom tag': (132, 253)}",10
115,HybCD1-B4-D5-LocoPost-TC-LS,Rectangle,Nest,White,"(255, 255, 255)",5,863,143,1073,265,210,122,"{'Center tag': (968, 204), 'Top left tag': (863, 143), 'Bottom right tag': (1073, 265), 'Top right tag': (1073, 143), 'Bottom left tag': (863, 265), 'Top tag': (968, 143), 'Right tag': (1073, 204), 'Left tag': (863, 204), 'Bottom tag': (968, 265)}",10
116,HybCD1-B4-D5-LocoPost-TC-LS,Rectangle,Middle wall,Chocolate,"(30, 105, 210)",5,926,428,962,1138,36,710,"{'Center tag': (944, 783), 'Top left tag': (926, 428), 'Bottom right tag': (962, 1138), 'Top right tag': (962, 428), 'Bottom left tag': (926, 1138), 'Top tag': (944, 428), 'Right tag': (962, 783), 'Left tag': (926, 783), 'Bottom tag': (944, 1138)}",10
117,HybCD1-B4-D5-LocoPost-TC-US,Rectangle,Hiding-corner-2,Yellow,"(0, 255, 255)",5,1884,141,2025,283,141,142,"{'Center tag': (1954, 212), 'Top left tag': (1884, 141), 'Bottom right tag': (2025, 283), 'Top right tag': (2025, 141), 'Bottom left tag': (1884, 283), 'Top tag': (1954, 141), 'Right tag': (2025, 212), 'Left tag': (1884, 212), 'Bottom tag': (1954, 283)}",10
118,HybCD1-B4-D5-LocoPost-TC-US,Rectangle,Hiding-corner-3,Yellow,"(0, 255, 255)",5,1880,997,2021,1139,141,142,"{'Center tag': (1950, 1068), 'Top left tag': (1880, 997), 'Bottom right tag': (2021, 1139), 'Top right tag': (2021, 997), 'Bottom left tag': (1880, 1139), 'Top tag': (1950, 997), 'Right tag': (2021, 1068), 'Left tag': (1880, 1068), 'Bottom tag': (1950, 1139)}",10
119,HybCD1-B4-D5-LocoPost-TC-US,Rectangle,Resource zone,Green,"(0, 128, 0)",5,903,165,1356,478,453,313,"{'Center tag': (1129, 321), 'Top left tag': (903, 165), 'Bottom right tag': (1356, 478), 'Top right tag': (1356, 165), 'Bottom left tag': (903, 478), 'Top tag': (1129, 165), 'Right tag': (1356, 321), 'Left tag': (903, 321), 'Bottom tag': (1129, 478)}",10
120,HybCD1-B4-D5-LocoPost-TC-US,Rectangle,Hiding-corner-1,Yellow,"(0, 255, 255)",5,231,156,372,298,141,142,"{'Center tag': (301, 227), 'Top left tag': (231, 156), 'Bottom right tag': (372, 298), 'Top right tag': (372, 156), 'Bottom left tag': (231, 298), 'Top tag': (301, 156), 'Right tag': (372, 227), 'Left tag': (231, 227), 'Bottom tag': (301, 298)}",10
121,HybCD1-B4-D5-LocoPost-TC-US,Rectangle,Hiding-corner-4,Yellow,"(0, 255, 255)",5,237,983,378,1125,141,142,"{'Center tag': (307, 1054), 'Top left tag': (237, 983), 'Bottom right tag': (378, 1125), 'Top right tag': (378, 983), 'Bottom left tag': (237, 1125), 'Top tag': (307, 983), 'Right tag': (378, 1054), 'Left tag': (237, 1054), 'Bottom tag': (307, 1125)}",10
122,HybCD1-B4-D5-LocoPost-TC-US,Rectangle,Nest,White,"(255, 255, 255)",5,1028,165,1233,290,205,125,"{'Center tag': (1130, 227), 'Top left tag': (1028, 165), 'Bottom right tag': (1233, 290), 'Top right tag': (1233, 165), 'Bottom left tag': (1028, 290), 'Top tag': (1130, 165), 'Right tag': (1233, 227), 'Left tag': (1028, 227), 'Bottom tag': (1130, 290)}",10
123,HybCD1-B4-D5-LocoPost-TC-US,Rectangle,Gate-Fighting_copy_1,Coral,"(80, 127, 255)",5,1122,1038,1257,1153,135,115,"{'Center tag': (1189, 1095), 'Top left tag': (1122, 1038), 'Bottom right tag': (1257, 1153), 'Top right tag': (1257, 1038), 'Bottom left tag': (1122, 1153), 'Top tag': (1189, 1038), 'Right tag': (1257, 1095), 'Left tag': (1122, 1095), 'Bottom tag': (1189, 1153)}",10
124,HybCD1-B4-D5-LocoPost-TC-US,Rectangle,Gate-Fighting,Coral,"(80, 127, 255)",5,939,1033,1074,1148,135,115,"{'Center tag': (1006, 1090), 'Top left tag': (939, 1033), 'Bottom right tag': (1074, 1148), 'Top right tag': (1074, 1033), 'Bottom left tag': (939, 1148), 'Top tag': (1006, 1033), 'Right tag': (1074, 1090), 'Left tag': (939, 1090), 'Bottom tag': (1006, 1148)}",10
125,HybCD1-B4-D5-LocoPost-TC-US,Rectangle,Middle wall,Chocolate,"(30, 105, 210)",5,1079,449,1121,1171,42,722,"{'Center tag': (1100, 810), 'Top left tag': (1079, 449), 'Bottom right tag': (1121, 1171), 'Top right tag': (1121, 449), 'Bottom left tag': (1079, 1171), 'Top tag': (1100, 449), 'Right tag': (1121, 810), 'Left tag': (1079, 810), 'Bottom tag': (1100, 1171)}",10
126,HybCD1-B4-D5-LocoPre-TC-LS,Rectangle,Gate-Fighting,Coral,"(80, 127, 255)",5,885,1047,1011,1167,126,120,"{'Center tag': (948, 1107), 'Top left tag': (885, 1047), 'Bottom right tag': (1011, 1167), 'Top right tag': (1011, 1047), 'Bottom left tag': (885, 1167), 'Top tag': (948, 1047), 'Right tag': (1011, 1107), 'Left tag': (885, 1107), 'Bottom tag': (948, 1167)}",10
127,HybCD1-B4-D5-LocoPre-TC-LS,Rectangle,Gate-Non-Fighting,Coral,"(80, 127, 255)",5,1038,1051,1164,1171,126,120,"{'Center tag': (1101, 1111), 'Top left tag': (1038, 1051), 'Bottom right tag': (1164, 1171), 'Top right tag': (1164, 1051), 'Bottom left tag': (1038, 1171), 'Top tag': (1101, 1051), 'Right tag': (1164, 1111), 'Left tag': (1038, 1111), 'Bottom tag': (1101, 1171)}",10
128,HybCD1-B4-D5-LocoPre-TC-LS,Rectangle,Hiding-corner-1,Yellow,"(0, 255, 255)",5,129,118,278,249,149,131,"{'Center tag': (203, 183), 'Top left tag': (129, 118), 'Bottom right tag': (278, 249), 'Top right tag': (278, 118), 'Bottom left tag': (129, 249), 'Top tag': (203, 118), 'Right tag': (278, 183), 'Left tag': (129, 183), 'Bottom tag': (203, 249)}",10
129,HybCD1-B4-D5-LocoPre-TC-LS,Rectangle,Hiding-corner-4,Yellow,"(0, 255, 255)",5,116,1001,265,1132,149,131,"{'Center tag': (190, 1066), 'Top left tag': (116, 1001), 'Bottom right tag': (265, 1132), 'Top right tag': (265, 1001), 'Bottom left tag': (116, 1132), 'Top tag': (190, 1001), 'Right tag': (265, 1066), 'Left tag': (116, 1066), 'Bottom tag': (190, 1132)}",10
130,HybCD1-B4-D5-LocoPre-TC-LS,Rectangle,Hiding-corner-3,Yellow,"(0, 255, 255)",5,1774,1038,1923,1169,149,131,"{'Center tag': (1848, 1103), 'Top left tag': (1774, 1038), 'Bottom right tag': (1923, 1169), 'Top right tag': (1923, 1038), 'Bottom left tag': (1774, 1169), 'Top tag': (1848, 1038), 'Right tag': (1923, 1103), 'Left tag': (1774, 1103), 'Bottom tag': (1848, 1169)}",10
131,HybCD1-B4-D5-LocoPre-TC-LS,Rectangle,Hiding-corner-2,Yellow,"(0, 255, 255)",5,1792,172,1941,303,149,131,"{'Center tag': (1866, 237), 'Top left tag': (1792, 172), 'Bottom right tag': (1941, 303), 'Top right tag': (1941, 172), 'Bottom left tag': (1792, 303), 'Top tag': (1866, 172), 'Right tag': (1941, 237), 'Left tag': (1792, 237), 'Bottom tag': (1866, 303)}",10
132,HybCD1-B4-D5-LocoPre-TC-LS,Rectangle,Nest,White,"(255, 255, 255)",5,967,162,1146,292,179,130,"{'Center tag': (1056, 227), 'Top left tag': (967, 162), 'Bottom right tag': (1146, 292), 'Top right tag': (1146, 162), 'Bottom left tag': (967, 292), 'Top tag': (1056, 162), 'Right tag': (1146, 227), 'Left tag': (967, 227), 'Bottom tag': (1056, 292)}",10
133,HybCD1-B4-D5-LocoPre-TC-LS,Rectangle,Middle wall,Chocolate,"(30, 105, 210)",5,1011,459,1058,1157,47,698,"{'Center tag': (1034, 808), 'Top left tag': (1011, 459), 'Bottom right tag': (1058, 1157), 'Top right tag': (1058, 459), 'Bottom left tag': (1011, 1157), 'Top tag': (1034, 459), 'Right tag': (1058, 808), 'Left tag': (1011, 808), 'Bottom tag': (1034, 1157)}",10
134,HybCD1-B4-D5-LocoPre-TC-LS,Rectangle,Resource zone,Green,"(0, 128, 0)",5,838,163,1261,462,423,299,"{'Center tag': (1049, 312), 'Top left tag': (838, 163), 'Bottom right tag': (1261, 462), 'Top right tag': (1261, 163), 'Bottom left tag': (838, 462), 'Top tag': (1049, 163), 'Right tag': (1261, 312), 'Left tag': (838, 312), 'Bottom tag': (1049, 462)}",10
135,HybCD1-B4-D5-LocoPre-TC-US,Rectangle,Gate-Fighting,Coral,"(80, 127, 255)",5,862,1068,988,1179,126,111,"{'Center tag': (925, 1123), 'Top left tag': (862, 1068), 'Bottom right tag': (988, 1179), 'Top right tag': (988, 1068), 'Bottom left tag': (862, 1179), 'Top tag': (925, 1068), 'Right tag': (988, 1123), 'Left tag': (862, 1123), 'Bottom tag': (925, 1179)}",10
136,HybCD1-B4-D5-LocoPre-TC-US,Rectangle,Nest,White,"(255, 255, 255)",5,913,166,1094,309,181,143,"{'Center tag': (1003, 237), 'Top left tag': (913, 166), 'Bottom right tag': (1094, 309), 'Top right tag': (1094, 166), 'Bottom left tag': (913, 309), 'Top tag': (1003, 166), 'Right tag': (1094, 237), 'Left tag': (913, 237), 'Bottom tag': (1003, 309)}",10
137,HybCD1-B4-D5-LocoPre-TC-US,Rectangle,Hiding-corner-4,Yellow,"(0, 255, 255)",5,122,1030,269,1168,147,138,"{'Center tag': (195, 1099), 'Top left tag': (122, 1030), 'Bottom right tag': (269, 1168), 'Top right tag': (269, 1030), 'Bottom left tag': (122, 1168), 'Top tag': (195, 1030), 'Right tag': (269, 1099), 'Left tag': (122, 1099), 'Bottom tag': (195, 1168)}",10
138,HybCD1-B4-D5-LocoPre-TC-US,Rectangle,Hiding-corner-1,Yellow,"(0, 255, 255)",5,109,175,256,313,147,138,"{'Center tag': (182, 244), 'Top left tag': (109, 175), 'Bottom right tag': (256, 313), 'Top right tag': (256, 175), 'Bottom left tag': (109, 313), 'Top tag': (182, 175), 'Right tag': (256, 244), 'Left tag': (109, 244), 'Bottom tag': (182, 313)}",10
139,HybCD1-B4-D5-LocoPre-TC-US,Rectangle,Hiding-corner-2,Yellow,"(0, 255, 255)",5,1775,152,1922,290,147,138,"{'Center tag': (1848, 221), 'Top left tag': (1775, 152), 'Bottom right tag': (1922, 290), 'Top right tag': (1922, 152), 'Bottom left tag': (1775, 290), 'Top tag': (1848, 152), 'Right tag': (1922, 221), 'Left tag': (1775, 221), 'Bottom tag': (1848, 290)}",10
140,HybCD1-B4-D5-LocoPre-TC-US,Rectangle,Resource zone,Green,"(0, 128, 0)",5,786,184,1218,489,432,305,"{'Center tag': (1002, 336), 'Top left tag': (786, 184), 'Bottom right tag': (1218, 489), 'Top right tag': (1218, 184), 'Bottom left tag': (786, 489), 'Top tag': (1002, 184), 'Right tag': (1218, 336), 'Left tag': (786, 336), 'Bottom tag': (1002, 489)}",10
141,HybCD1-B4-D5-LocoPre-TC-US,Rectangle,Hiding-corner-3,Yellow,"(0, 255, 255)",5,1766,999,1913,1137,147,138,"{'Center tag': (1839, 1068), 'Top left tag': (1766, 999), 'Bottom right tag': (1913, 1137), 'Top right tag': (1913, 999), 'Bottom left tag': (1766, 1137), 'Top tag': (1839, 999), 'Right tag': (1913, 1068), 'Left tag': (1766, 1068), 'Bottom tag': (1839, 1137)}",10
142,HybCD1-B4-D5-LocoPre-TC-US,Rectangle,Middle wall,Chocolate,"(30, 105, 210)",5,977,490,1020,1183,43,693,"{'Center tag': (998, 836), 'Top left tag': (977, 490), 'Bottom right tag': (1020, 1183), 'Top right tag': (1020, 490), 'Bottom left tag': (977, 1183), 'Top tag': (998, 490), 'Right tag': (1020, 836), 'Left tag': (977, 836), 'Bottom tag': (998, 1183)}",10
143,HybCD1-B4-D5-LocoPre-TC-US,Rectangle,Gate-Non-Fighting,Coral,"(80, 127, 255)",5,1011,1067,1137,1178,126,111,"{'Center tag': (1074, 1122), 'Top left tag': (1011, 1067), 'Bottom right tag': (1137, 1178), 'Top right tag': (1137, 1067), 'Bottom left tag': (1011, 1178), 'Top tag': (1074, 1067), 'Right tag': (1137, 1122), 'Left tag': (1011, 1122), 'Bottom tag': (1074, 1178)}",10
