,VIDEO,BODY PART,CUE LIGHT,CUE LIGHT BOUT START TIME,CUE LIGHT BOUT END TIME,CUE LIGHT BOUT START FRAME,CUE LIGHT BOUT END FRAME,CUE LIGHT BOUT MOVEMENT (CM),CUE LIGHT BOUT VELOCITY (CM/S),PRE CUE LIGHT BOUT (10s) MOVEMENT (CM),PRE CUE LIGHT BOUT (10s) VELOCITY (CM/S),POST CUE LIGHT BOUT (10s) MOVEMENT (CM),POST CUE LIGHT BOUT (10s) VELOCITY (CM/S)
0,2025-05-21 16-10-06_cropped,Center,cl,13.966666666666667,26.1,419,782,108.22968119340757,9.279892584451282,0.4619216194299803,0.04619216194299802,5.79969481590574,0.5806725504525632
1,2025-05-21 16-10-06_cropped,Center,cl,84.0,104.13333333333334,2520,3123,2.7359938498407805,0.1404243044704636,0.542677787885274,0.0544170367025124,0.4684580484889958,0.05855725606112448
