track,frame_idx,Head.x,Head.y,Thorax.x,Thorax.y,Abdomen.x,Abdomen.y,Tail.x,Tail.y
track_2,9,620.2271728515625,356.5711975097656,612.1864624023438,344.10711669921875,596.8204345703125,320.0619201660156,584.4259643554688,296.2693786621094
track_3,9,660.0529174804688,380.7827453613281,672.0486450195312,368.676513671875,683.86328125,348.54803466796875,692.0198364257812,332.6155090332031
track_4,9,440.5744323730469,428.8367919921875,464.3456726074219,436.1700744628906,488.3756103515625,436.4288024902344,508.4608459472656,440.1917419433594
track_0,10,592.1441040039062,116.32096099853516,576.1045532226562,108.48561096191406,551.9718017578125,104.71138000488281,526.1876831054688,108.53738403320312
track_1,10,353.1446533203125,292.02703857421875,368.8817443847656,307.96429443359375,388.57135009765625,323.68145751953125,408.5801696777344,340.46685791015625
track_2,10,620.1190185546875,356.6436767578125,612.073486328125,344.130126953125,599.59521484375,320.070556640625,584.3790283203125,296.242431640625
track_3,10,660.1734619140625,381.0992431640625,672.0543823242188,368.87652587890625,683.879638671875,348.7858581542969,692.0911254882812,332.8724670410156
track_4,10,440.89031982421875,428.521240234375,464.5310363769531,435.9522399902344,488.4746398925781,436.075927734375,508.60589599609375,440.1722412109375
track_0,11,591.944580078125,119.92547607421875,576.1038208007812,111.92051696777344,552.315185546875,104.27728271484375,526.1947631835938,104.18852233886719
track_1,11,355.7778625488281,291.99456787109375,371.8726806640625,307.97454833984375,388.08551025390625,323.6513366699219,407.7088317871094,340.3476257324219
track_2,11,620.1486206054688,356.52825927734375,612.112060546875,344.03857421875,599.6600952148438,319.9320373535156,584.3715209960938,296.179931640625
track_3,11,660.7800903320312,383.98223876953125,672.2116088867188,372.01068115234375,680.9165649414062,348.5182189941406,692.0503540039062,332.28387451171875
track_4,11,441.1285400390625,427.8334045410156,464.72967529296875,435.8587951660156,488.7588806152344,435.9117431640625,508.6866760253906,440.1560974121094
track_0,12,588.6502075195312,120.62274169921875,572.5339965820312,112.26622772216797,548.9267578125,104.2293701171875,522.6641845703125,100.32268524169922
track_1,12,355.62823486328125,292.1835021972656,371.8736877441406,308.064453125,387.99884033203125,323.7259521484375,404.6619873046875,340.39666748046875
track_2,12,620.06298828125,356.6059875488281,612.0927734375,344.09552001953125,599.664306640625,319.96490478515625,584.2833862304688,296.23089599609375
track_3,12,664.408203125,384.7842712402344,672.460693359375,372.54510498046875,681.1744384765625,349.1075439453125,692.2854614257812,332.82318115234375
track_4,12,440.3288269042969,424.8185729980469,464.2430725097656,432.4820861816406,488.023681640625,436.1456298828125,504.9713134765625,440.80596923828125
track_0,13,587.967041015625,120.84832763671875,572.1336059570312,112.28640747070312,548.5153198242188,103.95609283447266,522.2874755859375,96.91751098632812
track_1,13,352.36126708984375,292.0451965332031,368.482421875,307.8721618652344,385.22601318359375,320.6042175292969,405.19549560546875,340.0189514160156
track_2,13,620.0860595703125,356.6860656738281,612.067138671875,344.10302734375,599.6658935546875,319.9407653808594,584.3427734375,296.1742248535156
track_3,13,664.9274291992188,387.701904296875,672.7194213867188,375.7704162597656,681.0682373046875,351.903076171875,689.3635864257812,335.2940979003906
track_4,13,437.21368408203125,420.5375671386719,460.7014465332031,431.9871520996094,484.64404296875,432.6080627441406,504.70037841796875,439.95111083984375
track_0,14,584.875732421875,123.85276794433594,568.6649780273438,112.12476348876953,545.2802734375,100.1171875,520.6597900390625,92.51277160644531
track_1,14,348.6730041503906,292.20361328125,368.0166931152344,307.9820556640625,384.74237060546875,320.55877685546875,404.6844482421875,339.6434020996094
track_2,14,620.1116943359375,356.7900390625,612.100830078125,344.1683349609375,599.6923217773438,320.01654052734375,584.3382568359375,296.26092529296875
track_3,14,664.9833374023438,388.21435546875,672.6629028320312,376.0708312988281,681.0963134765625,352.3558044433594,689.27880859375,335.9123840332031
track_4,14,436.48004150390625,415.95068359375,460.2135314941406,427.8446350097656,483.88616943359375,431.9674072265625,500.680908203125,440.11871337890625
track_0,15,584.8701782226562,123.85328674316406,568.6571655273438,112.12152862548828,545.2686157226562,100.11181640625,520.6521606445312,92.50892639160156
track_1,15,348.67864990234375,292.2069091796875,368.02093505859375,307.9848327636719,384.74652099609375,320.563720703125,404.688720703125,339.65228271484375
track_2,15,620.1142578125,356.8013000488281,612.1021118164062,344.1813049316406,599.7005004882812,320.0306091308594,584.34130859375,296.2701416015625
track_3,15,664.986083984375,388.20819091796875,672.6653442382812,376.0624084472656,681.1006469726562,352.3499450683594,689.263916015625,335.9061584472656
track_4,15,436.4794616699219,415.94769287109375,460.2137756347656,427.8433837890625,483.88140869140625,431.96942138671875,500.67254638671875,440.12237548828125
track_0,16,584.0444946289062,124.75392150878906,568.2672119140625,112.51889038085938,544.968017578125,100.17974090576172,520.7205810546875,92.42869567871094
track_1,16,348.1582946777344,292.6842041015625,364.5102844238281,304.7916564941406,384.2445373535156,320.57305908203125,404.96856689453125,336.9012451171875
track_2,16,619.9049072265625,356.7628173828125,612.0230102539062,344.1619873046875,599.632568359375,319.9990539550781,584.2998046875,296.225830078125
track_3,16,667.66015625,389.1312255859375,675.63916015625,376.7731628417969,683.4651489257812,353.0171203613281,691.3773193359375,336.8353576660156
track_4,16,433.16033935546875,412.8788146972656,456.6762390136719,424.45416259765625,480.50799560546875,428.8413391113281,500.4694519042969,436.7739562988281
track_0,17,581.4041748046875,128.60519409179688,568.728759765625,112.77587890625,548.8480834960938,96.74775695800781,525.3042602539062,85.45944213867188
track_1,17,344.8084716796875,292.50994873046875,364.1285095214844,304.5252990722656,383.9631652832031,320.1674499511719,404.66595458984375,336.15203857421875
track_2,17,619.8035888671875,356.880615234375,611.9811401367188,344.20947265625,599.5665283203125,320.07281494140625,584.2954711914062,296.3001403808594
track_3,17,668.094970703125,393.147216796875,675.8284301757812,380.68243408203125,680.4324340820312,356.8187561035156,688.0953979492188,340.47607421875
track_4,17,432.83111572265625,408.34619140625,452.9190673828125,420.4859924316406,476.5572509765625,428.338623046875,496.8021240234375,436.5201110839844
track_0,18,581.1666870117188,131.91615295410156,568.8192138671875,115.91419982910156,552.4376831054688,95.98461151123047,529.2360229492188,84.11343383789062
track_1,18,347.76422119140625,288.65557861328125,363.9521789550781,304.08843994140625,380.6305236816406,316.61737060546875,403.7841796875,332.370361328125
track_2,18,619.7661743164062,356.95355224609375,612.0054321289062,344.2906799316406,599.6217651367188,320.156982421875,584.310791015625,296.3753967285156
track_3,18,668.126953125,396.4732666015625,675.731689453125,384.2306823730469,680.243896484375,360.23895263671875,687.8079223632812,340.83648681640625
track_4,18,431.9062805175781,404.194580078125,452.0311279296875,416.4870300292969,472.3204650878906,424.9788818359375,492.338134765625,436.40606689453125
track_0,19,581.0684814453125,132.68905639648438,569.0026245117188,116.16455078125,553.3423461914062,92.76493835449219,536.9379272460938,80.4292984008789
track_1,19,347.9275817871094,284.6212158203125,363.94976806640625,300.38067626953125,380.2080078125,316.2638854980469,399.9862060546875,332.3454895019531
track_2,19,619.7348022460938,356.9660339355469,612.0049438476562,344.26470947265625,599.6077880859375,320.123779296875,584.2619018554688,296.4042053222656
track_3,19,668.2893676757812,397.27508544921875,675.7798461914062,384.67364501953125,680.1912231445312,360.890625,687.6622924804688,344.357666015625
track_4,19,429.2721862792969,400.461181640625,448.8213806152344,412.69683837890625,469.08660888671875,424.33929443359375,489.2939453125,432.8939514160156
track_0,20,581.053466796875,133.0765380859375,569.030029296875,116.38874816894531,556.5564575195312,92.8244857788086,537.21533203125,80.42272186279297
track_1,20,348.2427673339844,280.0534362792969,363.8525695800781,296.2577819824219,379.6042175292969,312.5346374511719,396.11279296875,332.0046691894531
track_2,20,619.66748046875,356.9545593261719,611.9578857421875,344.23602294921875,599.5770263671875,320.1131591796875,584.2484130859375,296.3939208984375
track_3,20,668.4151611328125,399.98590087890625,675.8051147460938,387.8879089355469,680.0422973632812,363.8125915527344,684.59326171875,343.94287109375
track_4,20,428.81719970703125,399.76873779296875,448.6607360839844,412.1720886230469,468.8937072753906,420.5868835449219,488.6885986328125,432.0087585449219
track_0,21,581.0547485351562,133.0635986328125,569.031005859375,116.3808822631836,556.55224609375,92.82047271728516,537.2166748046875,80.41986083984375
track_1,21,348.2507629394531,280.0570373535156,363.856201171875,296.2627258300781,379.60711669921875,312.53790283203125,396.1163635253906,332.00665283203125
track_2,21,619.6669311523438,356.9510498046875,611.958251953125,344.23333740234375,599.5770874023438,320.10650634765625,584.2476196289062,296.3907775878906
track_3,21,668.4142456054688,399.9801025390625,675.8021240234375,387.885009765625,680.046875,363.8124084472656,684.5946044921875,343.94677734375
track_4,21,428.8128356933594,399.76422119140625,448.6558837890625,412.1668395996094,468.8917236328125,420.5860595703125,488.6844482421875,432.00970458984375
track_0,22,577.30126953125,139.45440673828125,568.953125,119.76570892333984,557.1861572265625,95.66607666015625,540.9417724609375,79.82760620117188
track_1,22,348.20916748046875,272.41082763671875,360.647216796875,288.7383728027344,373.3131408691406,305.30377197265625,392.47955322265625,328.39990234375
track_2,22,619.6719970703125,356.91497802734375,611.9733276367188,344.1873779296875,599.5906982421875,320.0911865234375,584.2197875976562,296.3345642089844
track_3,22,668.3718872070312,400.14752197265625,675.7882690429688,388.00628662109375,680.0248413085938,363.9801025390625,684.5877685546875,344.1856384277344
track_4,22,427.74652099609375,396.5227966308594,448.1207275390625,411.8225402832031,468.2463073730469,419.9852294921875,487.8623046875,428.3748779296875
track_0,23,576.7277221679688,140.49893188476562,572.333740234375,120.61114501953125,560.5186767578125,96.5050277709961,544.4803466796875,80.41374206542969
track_1,23,348.1112365722656,268.3238830566406,360.50811767578125,288.0211181640625,372.8146057128906,304.379638671875,388.4715270996094,324.43927001953125
track_2,23,619.623291015625,359.951416015625,611.9707641601562,344.31695556640625,599.6589965820312,320.21337890625,584.2940673828125,296.4139404296875
track_3,23,668.3649291992188,400.1995849609375,675.7703857421875,388.0374755859375,679.913818359375,363.9630126953125,684.3875732421875,344.1153259277344
track_4,23,427.9478759765625,396.2119140625,448.1446228027344,411.7218933105469,468.30120849609375,419.69476318359375,487.8631591796875,428.191162109375
track_0,24,579.508056640625,144.1927490234375,575.9356079101562,124.49060821533203,567.4713134765625,100.25349426269531,551.5056762695312,80.63883209228516
track_1,24,344.97564697265625,261.4978942871094,356.7895202636719,280.765625,369.25543212890625,300.7147521972656,385.525390625,324.3491516113281
track_2,24,616.74267578125,357.083984375,612.0204467773438,344.3741455078125,599.683837890625,320.2621765136719,584.312744140625,296.49066162109375
track_3,24,668.1920166015625,400.31475830078125,675.7036743164062,388.16015625,679.8682861328125,364.091064453125,684.3352661132812,344.22955322265625
track_4,24,427.79376220703125,396.0769348144531,447.9437255859375,408.4013671875,468.10272216796875,416.85211181640625,487.64764404296875,428.55474853515625
track_0,25,576.0408325195312,144.83602905273438,575.9111938476562,124.88304138183594,568.0026245117188,100.67774963378906,552.3280029296875,80.6899185180664
track_1,25,344.40142822265625,259.896728515625,356.21826171875,279.7462158203125,368.3882141113281,296.4569091796875,384.07391357421875,319.3663330078125
track_2,25,616.7312622070312,357.0489501953125,612.0064697265625,344.37298583984375,599.688720703125,320.2793884277344,584.3157958984375,296.4827575683594
track_3,25,668.2098388671875,400.319091796875,675.6880493164062,388.1376037597656,679.8552856445312,364.06695556640625,684.321044921875,344.1472473144531
track_4,25,424.240234375,392.7201232910156,444.2825622558594,404.57037353515625,464.56048583984375,413.1004638671875,484.4923095703125,428.16400146484375
track_0,26,572.7705688476562,147.8146514892578,576.0863647460938,128.26156616210938,571.897705078125,103.8901596069336,556.849609375,80.1423110961914
track_1,26,340.6666564941406,256.41064453125,352.49066162109375,276.23211669921875,364.9212341308594,295.821044921875,380.5351867675781,315.7991027832031
track_2,26,616.7495727539062,357.1544494628906,612.0331420898438,344.4454650878906,599.7404174804688,320.3370666503906,584.3375854492188,296.5241394042969
track_3,26,668.2545776367188,400.39544677734375,675.7000122070312,388.1684875488281,679.85791015625,364.10357666015625,684.3408813476562,344.22515869140625
track_4,26,420.7426452636719,391.9227600097656,440.87481689453125,404.00244140625,464.3913879394531,412.0224304199219,481.2864990234375,424.2115173339844
track_0,27,572.7713012695312,147.8133544921875,576.0855102539062,128.25843811035156,571.8956909179688,103.88334655761719,556.8494262695312,80.13859558105469
track_1,27,340.6701965332031,256.4150085449219,352.49285888671875,276.2372131347656,364.9239807128906,295.82427978515625,380.53594970703125,315.80169677734375
track_2,27,616.751708984375,357.15460205078125,612.0340576171875,344.4481201171875,599.7410888671875,320.33917236328125,584.340087890625,296.5256042480469
track_3,27,668.2564697265625,400.39215087890625,675.7024536132812,388.16314697265625,679.8600463867188,364.0981750488281,684.3427124023438,344.2201232910156
track_4,27,420.7432556152344,391.9245300292969,440.873779296875,404.0015869140625,464.39739990234375,412.03369140625,481.2886962890625,424.213623046875
track_0,28,571.720947265625,148.7762451171875,576.0498657226562,132.4612579345703,572.3098754882812,105.02911376953125,563.8080444335938,84.16676330566406
track_1,28,340.1312255859375,252.80596923828125,352.1667175292969,272.5244445800781,364.2389831542969,292.23870849609375,376.8127136230469,312.3430480957031
track_2,28,616.7086791992188,357.1319885253906,612.0484008789062,344.42523193359375,599.7522583007812,320.2942810058594,584.2898559570312,296.5321044921875
track_3,28,668.1322021484375,400.40234375,675.60595703125,388.1884765625,679.7515258789062,364.12548828125,684.3087158203125,344.2596740722656
track_4,28,416.72454833984375,388.46246337890625,440.194091796875,400.1378173828125,460.66162109375,408.4766845703125,480.38250732421875,420.73974609375
track_0,29,568.4631958007812,151.98370361328125,576.141845703125,136.12164306640625,575.8070678710938,108.31576538085938,568.2260131835938,86.25579071044922
track_1,29,336.8526611328125,245.14932250976562,348.7358093261719,264.7044372558594,360.69384765625,284.3985595703125,373.00909423828125,304.8836975097656
track_2,29,616.667236328125,357.0657653808594,612.0,344.36810302734375,599.7184448242188,320.2433166503906,584.2982788085938,296.4714050292969
track_3,29,668.222412109375,400.2869873046875,675.6857299804688,388.0324401855469,679.8057861328125,363.9730224609375,684.302734375,344.0556335449219
track_4,29,415.8107604980469,384.5773010253906,436.2181701660156,396.19384765625,459.77191162109375,404.4319152832031,476.7337646484375,416.5724792480469
track_0,30,568.6884765625,153.15380859375,576.08642578125,136.70945739746094,575.7645874023438,109.19754791259766,568.69140625,88.39630889892578
track_1,30,336.7227783203125,240.43179321289062,348.5520324707031,260.27862548828125,360.09637451171875,280.0513916015625,369.21514892578125,300.614501953125
track_2,30,616.7094116210938,357.1051330566406,612.0070190429688,344.40521240234375,599.7286987304688,320.2877197265625,584.3856811523438,296.48529052734375
track_3,30,668.3106689453125,400.4009094238281,675.754150390625,388.2099914550781,679.9166259765625,364.1628112792969,684.3306274414062,344.2273864746094
track_4,30,412.4990234375,381.2438049316406,435.92474365234375,392.57781982421875,456.16357421875,404.14727783203125,475.6821594238281,416.34149169921875
track_0,31,568.591064453125,156.1868896484375,576.001953125,140.22628784179688,575.7141723632812,112.39044952392578,571.897705078125,91.78057098388672
track_1,31,337.0680236816406,236.99754333496094,348.5382080078125,260.22613525390625,357.1600036621094,280.0592041015625,368.9572448730469,300.6308288574219
track_2,31,619.5381469726562,360.0280456542969,611.9534301757812,344.3984680175781,599.6488647460938,320.26806640625,584.321533203125,296.47796630859375
track_3,31,668.1854248046875,400.3169250488281,675.795166015625,388.20416259765625,679.9182739257812,364.1222229003906,684.2720947265625,344.1655578613281
track_4,31,412.1998596191406,379.6062927246094,432.2077941894531,391.78192138671875,452.08428955078125,400.4263916015625,468.58184814453125,415.3602294921875
track_0,32,568.8360595703125,157.0874481201172,576.1663818359375,140.86251831054688,575.8959350585938,113.17501831054688,572.29541015625,92.47323608398438
track_1,32,336.93206787109375,236.11944580078125,348.311279296875,256.27276611328125,356.64324951171875,276.2958984375,368.3973693847656,296.995849609375
track_2,32,619.540771484375,360.0619812011719,611.949951171875,344.4451904296875,599.65673828125,320.3390197753906,584.28369140625,296.5168762207031
track_3,32,668.1609497070312,400.1971740722656,675.7999877929688,388.1325988769531,679.945068359375,364.06201171875,684.2868041992188,344.1011047363281
track_4,32,408.85986328125,376.43450927734375,428.6274108886719,388.29718017578125,448.5469055175781,400.2916259765625,468.2696533203125,412.2390441894531
track_0,33,568.8358154296875,157.0888214111328,576.167236328125,140.86532592773438,575.893310546875,113.18096923828125,572.2916870117188,92.47960662841797
track_1,33,336.93194580078125,236.1227264404297,348.3116149902344,256.2779235839844,356.6401062011719,276.2966003417969,368.3868408203125,296.999755859375
track_2,33,619.5391845703125,360.05718994140625,611.951171875,344.4400939941406,599.656005859375,320.33209228515625,584.2822265625,296.51055908203125
track_3,33,668.1624145507812,400.1976013183594,675.8004150390625,388.13226318359375,679.9464721679688,364.06414794921875,684.2813720703125,344.1012878417969
track_4,33,408.8638610839844,376.437255859375,428.6286926269531,388.2991943359375,448.54705810546875,400.28692626953125,468.272705078125,412.238037109375
track_0,34,571.7738037109375,160.869873046875,576.1146240234375,144.64584350585938,576.00048828125,116.95235443115234,572.6483764648438,96.25325012207031
track_1,34,339.8548583984375,232.7715606689453,348.2734680175781,252.5208740234375,356.38958740234375,272.72283935546875,368.202880859375,296.50469970703125
track_2,34,619.5242919921875,360.0386657714844,611.9384155273438,344.3993835449219,599.608154296875,320.29071044921875,584.2913818359375,296.47125244140625
track_3,34,667.9962768554688,400.0999450683594,675.7706298828125,388.05877685546875,679.96728515625,363.9473571777344,684.3452758789062,343.9710388183594
track_4,34,405.13201904296875,372.2886047363281,424.5192565917969,384.22540283203125,444.45941162109375,396.1721496582031,464.6803283691406,408.1050109863281
track_0,35,571.7378540039062,164.58685302734375,576.0323486328125,148.37039184570312,576.1751098632812,120.57192993164062,575.881591796875,99.9286880493164
track_1,35,336.9325256347656,232.31556701660156,348.222412109375,252.2183837890625,356.31903076171875,272.3043518066406,368.04888916015625,295.89630126953125
track_2,35,616.5836181640625,360.0818176269531,611.9175415039062,344.408203125,599.5895385742188,320.2832946777344,584.3187255859375,296.4556579589844
track_3,35,667.7095947265625,400.0577087402344,675.7357788085938,388.1249084472656,679.9149169921875,363.9891357421875,684.23046875,343.9812316894531
track_4,35,407.74224853515625,364.4836730957031,424.17230224609375,379.8962707519531,443.978759765625,391.7010498046875,460.7109069824219,404.18701171875
track_0,36,568.13720703125,167.86569213867188,572.4487915039062,151.92747497558594,576.2501831054688,124.04936218261719,573.1730346679688,101.97797393798828
track_1,36,339.9058837890625,232.52960205078125,348.2732849121094,252.30734252929688,356.39251708984375,272.3509826660156,368.1311340332031,293.087890625
track_2,36,616.5924682617188,360.0966491699219,611.9469604492188,344.40264892578125,599.6053466796875,320.3101501464844,584.2915649414062,296.5203552246094
track_3,36,664.3922729492188,399.6440734863281,675.6026000976562,387.84307861328125,679.8095703125,363.64630126953125,684.193115234375,343.7177734375
track_4,36,404.2800598144531,360.6140441894531,423.997802734375,376.2236022949219,440.5881042480469,388.5433349609375,459.79571533203125,404.0035095214844
track_0,37,564.6542358398438,168.0006103515625,572.1427612304688,152.06954956054688,575.9278564453125,124.17366027832031,576.0782470703125,102.12687683105469
track_1,37,340.07275390625,232.39549255371094,348.3890075683594,252.24871826171875,356.5914306640625,272.17352294921875,368.3954162597656,292.69024658203125
track_2,37,616.5787353515625,360.09686279296875,611.9483642578125,344.41265869140625,599.618408203125,320.2850646972656,584.31884765625,296.4761657714844
track_3,37,664.6942138671875,399.8134765625,672.7422485351562,387.9190673828125,680.5161743164062,363.9167785644531,685.0281982421875,343.96466064453125
track_4,37,404.24627685546875,360.4605712890625,420.6087951660156,372.8619079589844,437.2203674316406,385.4201965332031,457.0753173828125,401.0650634765625
track_0,38,563.8988037109375,168.793701171875,571.9601440429688,152.62066650390625,575.95068359375,125.0925064086914,576.3936767578125,104.25135803222656
track_1,38,340.13079833984375,231.71348571777344,348.381103515625,251.8780059814453,356.7024230957031,271.69317626953125,368.4610900878906,292.14190673828125
track_2,38,616.6680297851562,360.25469970703125,612.0109252929688,344.5273132324219,599.7149658203125,320.3457946777344,584.3883056640625,296.5411376953125
track_3,38,664.2404174804688,399.7244873046875,672.50927734375,387.9297180175781,680.4320678710938,364.00189208984375,685.062255859375,344.00958251953125
track_4,38,400.2122497558594,356.4054870605469,416.53338623046875,372.0551452636719,436.109130859375,383.997314453125,453.032470703125,396.64471435546875
track_0,39,563.897216796875,168.80836486816406,571.9588623046875,152.63636779785156,575.9546508789062,125.10334014892578,576.3995971679688,104.26380157470703
track_1,39,340.1324768066406,231.71812438964844,348.38629150390625,251.88528442382812,356.71044921875,271.70281982421875,368.4704284667969,292.1515197753906
track_2,39,616.6652221679688,360.2525939941406,612.0099487304688,344.5245361328125,599.7166137695312,320.339599609375,584.3856201171875,296.53948974609375
track_3,39,664.232177734375,399.7406311035156,672.5006713867188,387.9481506347656,680.4264526367188,364.0218200683594,685.0563354492188,344.0273742675781
track_4,39,400.2147216796875,356.40667724609375,416.5358581542969,372.0560302734375,436.110595703125,383.9992370605469,453.03558349609375,396.6474304199219
track_0,40,560.594482421875,172.04934692382812,568.080810546875,155.85055541992188,572.1748046875,128.1798095703125,575.9181518554688,105.93985748291016
track_1,40,340.0992431640625,228.37924194335938,348.27484130859375,248.3001708984375,356.4771423339844,268.3164367675781,368.19171142578125,288.96466064453125
