issue_id,author,title,commenter_usernames,comment_count,unique_commenter_count,link,issue_post_date,last_comment_date
197,fon215,Error opening file during feature extraction,[],3,1,https://github.com/sgoldenlab/simba/issues/197,2022-07-12T21:22:18Z,
196,yufang1039,Crash when opening simba through command line,[],12,1,https://github.com/sgoldenlab/simba/issues/196,2022-07-11T21:17:34Z,
195,fon215,Overflow error in extracting features step in pipeline,[],6,1,https://github.com/sgoldenlab/simba/issues/195,2022-07-09T00:33:11Z,
194,fon215,Error while trying to generate new project,[],15,1,https://github.com/sgoldenlab/simba/issues/194,2022-07-07T17:48:20Z,
193,fon215,Error during outlier correction step,[],9,1,https://github.com/sgoldenlab/simba/issues/193,2022-07-07T00:13:26Z,
192,florianduclot,Fail to start SimBA due to incorrect splash image name,[],2,1,https://github.com/sgoldenlab/simba/issues/192,2022-07-06T14:10:25Z,
191,autumnca,"pickle.UnpicklingError: invalid load key, ','. When Running Model",[],21,1,https://github.com/sgoldenlab/simba/issues/191,2022-06-30T14:16:02Z,
188,autumnca,Mismatched Columns Error with SLEAP Tracking File,[],4,1,https://github.com/sgoldenlab/simba/issues/188,2022-06-17T13:25:38Z,
187,autumnca,Issue with scikit-learn when installing SimBA,[],7,1,https://github.com/sgoldenlab/simba/issues/187,2022-06-14T17:50:03Z,
186,fon215,Error installing and opening SimBA,[],5,1,https://github.com/sgoldenlab/simba/issues/186,2022-06-03T16:23:04Z,
185,carlitomu,Builing a model with few frames containing the behavior of interest,[],1,1,https://github.com/sgoldenlab/simba/issues/185,2022-05-31T08:06:04Z,
184,rfkova,"Problems importing SLP files - predictions can be imported, project files cannot",[],5,1,https://github.com/sgoldenlab/simba/issues/184,2022-05-27T20:38:44Z,
181,slin02,Training Machine Model TypeError: 'numpy.float64' object cannot be interpreted as an integer,[],2,1,https://github.com/sgoldenlab/simba/issues/181,2022-05-23T16:54:02Z,
179,carlitomu,ROI ,[],15,1,https://github.com/sgoldenlab/simba/issues/179,2022-05-11T18:06:33Z,
178,vsedwick,Seeking guidance for importing Ethovision Behavior annotations,[],18,1,https://github.com/sgoldenlab/simba/issues/178,2022-04-25T07:14:30Z,
177,ZZysh,Seeking help for some parameter setting,[],7,1,https://github.com/sgoldenlab/simba/issues/177,2022-04-21T08:01:19Z,
176,florianduclot,Absolute path is not always used in `process_videos_automation_linux.py`,[],3,1,https://github.com/sgoldenlab/simba/issues/176,2022-04-15T16:17:46Z,
175,gabrieltofani,Error when analysing ROI ,[],8,1,https://github.com/sgoldenlab/simba/issues/175,2022-03-30T13:33:45Z,
174,urimons,Outlier correction error,[],4,1,https://github.com/sgoldenlab/simba/issues/174,2022-03-29T11:33:55Z,
173,jmaicas,Extract frames does not seem to work,[],3,1,https://github.com/sgoldenlab/simba/issues/173,2022-03-24T14:02:49Z,
172,jmaicas,Importing 0 multi-animal DLC h5 files in Ubuntu,[],7,1,https://github.com/sgoldenlab/simba/issues/172,2022-03-23T16:12:55Z,
171,A-Telfer,Linux/docker support,[],7,1,https://github.com/sgoldenlab/simba/issues/171,2022-03-22T18:42:20Z,
170,carlitomu,Kleinberg behavior classification doesn't analyze the whole csv,[],11,1,https://github.com/sgoldenlab/simba/issues/170,2022-03-14T14:44:06Z,
167,tyyin12,Simba installation error: cannot import name 'run',[],1,1,https://github.com/sgoldenlab/simba/issues/167,2022-03-09T12:11:12Z,
165,frankiechang123,Error in validating model on single video,[],19,1,https://github.com/sgoldenlab/simba/issues/165,2022-02-04T05:20:53Z,
164,CorinneAKelly,Error after starting simba: unable to load classification from database,[],7,1,https://github.com/sgoldenlab/simba/issues/164,2022-01-28T21:21:02Z,
163,KonradDanielewski,3D data processing,[],3,1,https://github.com/sgoldenlab/simba/issues/163,2022-01-19T09:19:01Z,
160,holfordt,Issue importing APT tracking data,[],6,1,https://github.com/sgoldenlab/simba/issues/160,2022-01-05T17:34:13Z,
159,AnnabelPerry,SimBA stalls while processing a file for movement outliers,[],7,1,https://github.com/sgoldenlab/simba/issues/159,2022-01-02T02:11:10Z,
158,catubc,Using simba to make pairwise classifier in 3 (or more) animal cohorts,[],8,1,https://github.com/sgoldenlab/simba/issues/158,2021-12-24T12:57:41Z,
157,catubc,Docs link broken,[],1,1,https://github.com/sgoldenlab/simba/issues/157,2021-12-24T10:52:26Z,
156,AnnabelPerry,simba command fails after installation,[],3,1,https://github.com/sgoldenlab/simba/issues/156,2021-12-20T16:39:56Z,
155,catubc,Duplication of animal from SLEAP .slp or .csv file,[],34,1,https://github.com/sgoldenlab/simba/issues/155,2021-12-20T12:05:35Z,
154,catubc,wxpython linux install fails; wxMediaCtrl was explicitly requested but not found,[],13,1,https://github.com/sgoldenlab/simba/issues/154,2021-12-20T09:06:46Z,
153,DorianBattivelli,Impossible to resume ROI drawing,[],3,1,https://github.com/sgoldenlab/simba/issues/153,2021-12-16T04:28:31Z,
152,yana-yuhai,ModuleNotFoundError when trying to open Plotly,[],2,1,https://github.com/sgoldenlab/simba/issues/152,2021-12-10T20:54:04Z,
151,yana-yuhai,Issue with video_info.csv an validating the model. ,[],2,1,https://github.com/sgoldenlab/simba/issues/151,2021-12-09T16:00:44Z,
150,Marcelobot,Error while trying to import h5 files - again (!),[],6,1,https://github.com/sgoldenlab/simba/issues/150,2021-12-08T19:48:55Z,
149,Marcelobot,Issue while importing h5 files..,[],5,1,https://github.com/sgoldenlab/simba/issues/149,2021-11-27T17:06:27Z,
148,yana-yuhai,Multi-Animal DLC Import Error,[],24,1,https://github.com/sgoldenlab/simba/issues/148,2021-11-19T19:17:14Z,
147,bendichter,NWB support,[],1,1,https://github.com/sgoldenlab/simba/issues/147,2021-11-14T21:29:16Z,
146,jverpeut,SLEAP data import,[],4,1,https://github.com/sgoldenlab/simba/issues/146,2021-11-12T23:55:57Z,
145,NickBardjis,File -> Exit Doesn't work,[],1,1,https://github.com/sgoldenlab/simba/issues/145,2021-11-09T21:02:03Z,
144,elenael97,Question about creating a behavioural classifier,[],1,1,https://github.com/sgoldenlab/simba/issues/144,2021-10-21T15:00:07Z,
143,carlitomu,"H5 - how to import tracking type ""ellipse""?",[],6,1,https://github.com/sgoldenlab/simba/issues/143,2021-10-21T14:06:44Z,
142,NickBardjis,Visual Indication of Click Location On Plot Not Appearing,[],0,1,https://github.com/sgoldenlab/simba/issues/142,2021-10-15T20:12:24Z,
137,Marcelobot,Labeling Freezing Behavior,[],1,1,https://github.com/sgoldenlab/simba/issues/137,2021-10-12T17:40:24Z,
136,NickBardjis,Too Many Labels Makes Save Button Inaccessible,[],10,1,https://github.com/sgoldenlab/simba/issues/136,2021-10-01T14:00:51Z,
135,Marcelobot,Error while trying to set video parameters,[],1,1,https://github.com/sgoldenlab/simba/issues/135,2021-09-21T14:30:34Z,
134,quirinkrabi,Cannot install Simba with TF due to dependency conflicts,[],2,1,https://github.com/sgoldenlab/simba/issues/134,2021-09-17T10:11:42Z,
133,MasahiroMorsihita,Unable to install due to error,[],1,1,https://github.com/sgoldenlab/simba/issues/133,2021-09-17T04:49:15Z,
132,Marcelobot,Attribute error while trying to calculate video parameters in SimBA,[],9,1,https://github.com/sgoldenlab/simba/issues/132,2021-09-11T17:01:19Z,
128,Marcelobot,Missmatch/Confusion about Videoparameters,[],7,1,https://github.com/sgoldenlab/simba/issues/128,2021-08-24T17:47:49Z,
127,Marcelobot,"""Conflicting dependencies"" while Simba Installation",[],2,1,https://github.com/sgoldenlab/simba/issues/127,2021-08-17T22:18:47Z,
126,RobertoEnrique,"""Traceback"" error when opening SimBA in the terminal after installing",[],12,1,https://github.com/sgoldenlab/simba/issues/126,2021-08-12T20:54:40Z,
125,Marcelobot,Error while Trying to import frames..,[],1,1,https://github.com/sgoldenlab/simba/issues/125,2021-07-28T18:54:47Z,
124,aXcELLcore,Instalation error because of conflicting dependencies,[],5,1,https://github.com/sgoldenlab/simba/issues/124,2021-07-17T05:52:58Z,
123,CorinneAKelly,Error running SimBA for the first time: ModuleNotFoundError: No module named 'deeplabcut',[],4,1,https://github.com/sgoldenlab/simba/issues/123,2021-07-12T19:28:55Z,
122,florianduclot,Trailing slash removed from path,[],2,1,https://github.com/sgoldenlab/simba/issues/122,2021-07-11T20:58:54Z,
121,smidm,"features Sum_probabilities, Mean_probabilities, Low_prob_detections_x are all zero (SLEAP import)",[],3,1,https://github.com/sgoldenlab/simba/issues/121,2021-07-11T05:53:41Z,
120,joseph-yclam,Editing GUI Not Reflected When Running App,[],3,1,https://github.com/sgoldenlab/simba/issues/120,2021-06-10T21:29:38Z,
119,carlitomu,pose configuration without bodypart's name and picture on MacOS,[],4,1,https://github.com/sgoldenlab/simba/issues/119,2021-06-09T15:46:11Z,
116,Virginia9733,Could it be possible to run SimBA on google Colab?,[],4,1,https://github.com/sgoldenlab/simba/issues/116,2021-06-05T11:31:55Z,
115,Soengzaak,error when I started to train the model,[],3,1,https://github.com/sgoldenlab/simba/issues/115,2021-06-03T02:29:31Z,
114,Soengzaak,"Erorr on ""Extract the flames""",[],2,1,https://github.com/sgoldenlab/simba/issues/114,2021-06-01T14:51:56Z,
113,Soengzaak,NameError: name 'deeplabcut' is not defined,[],4,1,https://github.com/sgoldenlab/simba/issues/113,2021-05-28T12:31:58Z,
110,joseph-yclam,No module found despite the file being found in the correct directory,[],3,1,https://github.com/sgoldenlab/simba/issues/110,2021-05-24T02:10:45Z,
109,charithaomprakash,Tkinter Issue - Blank SimBA GUI,[],19,1,https://github.com/sgoldenlab/simba/issues/109,2021-05-10T08:15:43Z,
108,sinal23,error when trying to upload the H5 file from my DLC files ,[],12,1,https://github.com/sgoldenlab/simba/issues/108,2021-04-26T18:15:38Z,
107,DorianBattivelli,Issue to measure distance,[],9,1,https://github.com/sgoldenlab/simba/issues/107,2021-04-26T11:22:21Z,
106,DorianBattivelli,Issue when defining identities,[],2,1,https://github.com/sgoldenlab/simba/issues/106,2021-04-24T11:32:15Z,
105,DorianBattivelli,Heat maps for each individual.,[],2,1,https://github.com/sgoldenlab/simba/issues/105,2021-04-23T23:49:00Z,
104,DorianBattivelli,Outlier correction - error,[],13,1,https://github.com/sgoldenlab/simba/issues/104,2021-04-23T16:45:50Z,
103,turtlelover426,Is simba compatible with Drosophila?,[],1,1,https://github.com/sgoldenlab/simba/issues/103,2021-04-18T19:39:17Z,
102,neurowookie,Importing Boris Data,[],5,1,https://github.com/sgoldenlab/simba/issues/102,2021-04-13T11:56:33Z,
97,smidm,can't run SimBA from repo: missing files,[],7,1,https://github.com/sgoldenlab/simba/issues/97,2021-03-19T15:57:42Z,
96,smidm,provide package build files (setup.py),[],0,1,https://github.com/sgoldenlab/simba/issues/96,2021-03-19T15:08:17Z,
93,Wutaijing9,behavior annotation with mat file,[],1,1,https://github.com/sgoldenlab/simba/issues/93,2021-02-26T12:40:27Z,
92,Wutaijing9,ROI data analysis,[],2,1,https://github.com/sgoldenlab/simba/issues/92,2021-02-26T12:09:04Z,
91,Wutaijing9, ROI data analysis ,[],0,1,https://github.com/sgoldenlab/simba/issues/91,2021-02-26T12:00:38Z,
90,Shehrrykid,SimBA for SPRGT,[],3,1,https://github.com/sgoldenlab/simba/issues/90,2021-02-17T12:50:35Z,
89,AyusoAa,Sklearn visualizations of single videos,[],5,1,https://github.com/sgoldenlab/simba/issues/89,2021-02-05T08:40:40Z,
87,catubc,Simple-use case,[],1,1,https://github.com/sgoldenlab/simba/issues/87,2021-02-02T16:15:21Z,
86,filos93,Data plot and wrong body parts selection,[],13,1,https://github.com/sgoldenlab/simba/issues/86,2021-01-18T11:23:53Z,
85,filos93,ROI visualization font size,[],2,1,https://github.com/sgoldenlab/simba/issues/85,2021-01-18T10:58:23Z,
84,Wutaijing9,failed to install simba in linux,[],7,1,https://github.com/sgoldenlab/simba/issues/84,2021-01-08T03:17:10Z,
83,Qasimster,Whenever i extract frame rates from a video dataset folder to a train_1 folder. After extracting frame rates the folder is empty where as pycharm shows it has been done successfully. Any one aware of this issue? My code,[],7,1,https://github.com/sgoldenlab/simba/issues/83,2021-01-07T11:53:55Z,
81,Yating-L,There are frames are not classified as containing the behavior event when the probability are above threshold,[],9,1,https://github.com/sgoldenlab/simba/issues/81,2020-11-25T22:54:42Z,
80,mauricev,dependency conflict with scikit-learning,[],1,1,https://github.com/sgoldenlab/simba/issues/80,2020-11-18T20:38:15Z,
78,MattKDawson,SLEAP File Import Error,[],5,1,https://github.com/sgoldenlab/simba/issues/78,2020-11-04T05:36:28Z,
77,benlansdell,Unable to run RF model. KeyError: Mouse_1_note_to_tail on 'Run RF Model',[],2,1,https://github.com/sgoldenlab/simba/issues/77,2020-11-03T13:33:38Z,
76,Yating-L,I got a KeyError when run RF model after I updated to 1.2.29.,[],6,1,https://github.com/sgoldenlab/simba/issues/76,2020-10-23T16:02:22Z,
75,Yating-L,Evaluation reports will be overwrite when run train model twice,[],3,1,https://github.com/sgoldenlab/simba/issues/75,2020-10-21T23:16:02Z,
74,filos93,issue with feature extraction,[],9,1,https://github.com/sgoldenlab/simba/issues/74,2020-10-21T17:29:14Z,
73,seanpaulbradley,"Fix for ""Scaled_movement_M1_M2"" errors in single animal projects",[],2,1,https://github.com/sgoldenlab/simba/issues/73,2020-10-16T18:31:48Z,
72,MattKDawson,SLEAP File Import: Issues & Questions,[],2,1,https://github.com/sgoldenlab/simba/issues/72,2020-10-14T16:20:35Z,
71,MattKDawson,Tkinter Issue - Blank SimBA GUI,[],8,1,https://github.com/sgoldenlab/simba/issues/71,2020-10-08T22:23:41Z,
70,MattKDawson,DLL Error When Attempting to Run SimBA,[],2,1,https://github.com/sgoldenlab/simba/issues/70,2020-10-03T04:41:42Z,
69,shinhs0506,Question on behaviour analysis,[],1,1,https://github.com/sgoldenlab/simba/issues/69,2020-09-28T17:18:10Z,
67,blogeman,Outlier Correction length mismatch,[],20,1,https://github.com/sgoldenlab/simba/issues/67,2020-09-16T15:57:41Z,
66,ahabchopra,Multi-Animal DLC Import Error,[],24,1,https://github.com/sgoldenlab/simba/issues/66,2020-09-07T18:07:28Z,
65,JIUthor,Outlier Correction to ROI error,[],4,1,https://github.com/sgoldenlab/simba/issues/65,2020-09-03T12:28:40Z,
64,ahabchopra,Error with Generate / Save csv on Label Behavior Page,[],9,1,https://github.com/sgoldenlab/simba/issues/64,2020-08-28T05:48:48Z,
63,flyegg,Conflict dependencies,[],2,1,https://github.com/sgoldenlab/simba/issues/63,2020-08-21T08:49:37Z,
62,flyegg,Successfully installed Simba but cannot run Simba,[],1,1,https://github.com/sgoldenlab/simba/issues/62,2020-08-21T00:15:14Z,
61,jevillacres,Questions on behavioral analysis,[],2,1,https://github.com/sgoldenlab/simba/issues/61,2020-08-19T23:49:19Z,
60,DJang11,Extract Features,[],1,1,https://github.com/sgoldenlab/simba/issues/60,2020-08-13T18:16:48Z,
59,blogeman,ROI that changes with every frame,[],2,1,https://github.com/sgoldenlab/simba/issues/59,2020-08-10T16:29:59Z,
58,neugun,extract_features error: input is less than 2-dimensional since it has the same x coordinate\n\n while executing,[],2,1,https://github.com/sgoldenlab/simba/issues/58,2020-08-07T08:39:41Z,
57,DorianBattivelli,Problem of switching identities. ,[],3,1,https://github.com/sgoldenlab/simba/issues/57,2020-08-06T10:57:25Z,
56,lucytian828,Error in Extract Features Rolling Filter,[],4,1,https://github.com/sgoldenlab/simba/issues/56,2020-07-30T13:10:01Z,
55,kylecnewton,Simba 1.2 Error annotating/labeling behaviors in larval zebrafish,[],23,1,https://github.com/sgoldenlab/simba/issues/55,2020-07-29T18:36:20Z,
54,DorianBattivelli,Issue importing .slp files. ,[],17,1,https://github.com/sgoldenlab/simba/issues/54,2020-07-27T15:32:54Z,
53,LJ-lab,error importing SLEAP .slp file,[],31,1,https://github.com/sgoldenlab/simba/issues/53,2020-07-27T12:02:56Z,
52,DorianBattivelli,Issue during features extraction.,[],46,1,https://github.com/sgoldenlab/simba/issues/52,2020-07-24T13:41:08Z,
51,neugun, name 'deeplabcut' is not defined,[],2,1,https://github.com/sgoldenlab/simba/issues/51,2020-07-24T09:12:59Z,
50,DorianBattivelli,Issue for ROI analyze. ,[],17,1,https://github.com/sgoldenlab/simba/issues/50,2020-07-23T16:11:05Z,
49,amchagas,Add Simba to Open Neuroscience,[],1,1,https://github.com/sgoldenlab/simba/issues/49,2020-07-23T11:48:06Z,
48,emmonseb,Issue with graphviz not being recognized,[],5,1,https://github.com/sgoldenlab/simba/issues/48,2020-07-22T22:20:17Z,
47,akaye,Pointer to folder with dlc files,[],11,1,https://github.com/sgoldenlab/simba/issues/47,2020-07-21T20:44:35Z,
46,DorianBattivelli,Impossible to set video parameters.,[],4,1,https://github.com/sgoldenlab/simba/issues/46,2020-07-20T14:24:14Z,
45,DorianBattivelli,Issue when uploading bx.h5 files. ,[],6,1,https://github.com/sgoldenlab/simba/issues/45,2020-07-18T17:38:27Z,
44,DorianBattivelli,Issue when loading .h5 files. Fuzzy instructions. ,[],3,1,https://github.com/sgoldenlab/simba/issues/44,2020-07-10T08:36:12Z,
43,franciscamachado,Issue when importing DLC .H5 file,[],3,1,https://github.com/sgoldenlab/simba/issues/43,2020-07-07T15:05:22Z,
42,2909ft,Issue when extracting features,[],2,1,https://github.com/sgoldenlab/simba/issues/42,2020-07-02T14:41:51Z,
41,jacobk14,Unable to open simba gui,[],3,1,https://github.com/sgoldenlab/simba/issues/41,2020-06-29T19:34:26Z,
40,asacson,Cannot extract frames,[],2,1,https://github.com/sgoldenlab/simba/issues/40,2020-06-29T18:28:01Z,
39,EvenGu,Path not working on MacOS,[],1,1,https://github.com/sgoldenlab/simba/issues/39,2020-06-27T07:59:22Z,
38,akh8zm,Conflicting Dependencies + Failure to Run,[],5,1,https://github.com/sgoldenlab/simba/issues/38,2020-06-26T00:31:08Z,
37,DorianBattivelli,Impossible to run simba on Mac os,[],3,1,https://github.com/sgoldenlab/simba/issues/37,2020-06-13T21:20:30Z,
35,Pinh13,Simba Create Project,[],7,1,https://github.com/sgoldenlab/simba/issues/35,2020-06-09T15:58:22Z,
34,singhsaluja,Running Simba as singularity container on HPC cluster,[],2,1,https://github.com/sgoldenlab/simba/issues/34,2020-05-25T19:19:04Z,
33,adamltyson,Simba installation issue on Win10,[],10,1,https://github.com/sgoldenlab/simba/issues/33,2020-05-13T10:22:10Z,
31,Ejdrup,Remove restriction on osf.io repository,[],1,1,https://github.com/sgoldenlab/simba/issues/31,2020-05-01T13:12:04Z,
30,Ejdrup,Automatically track frames annotated for each labeling session,[],4,1,https://github.com/sgoldenlab/simba/issues/30,2020-05-01T13:05:30Z,
29,Ejdrup,Labeling session reloading at wrong frame,[],1,1,https://github.com/sgoldenlab/simba/issues/29,2020-05-01T12:57:56Z,
28,Ejdrup,Error during Outlier correction,[],2,1,https://github.com/sgoldenlab/simba/issues/28,2020-04-30T20:59:32Z,
27,Ejdrup,Error when extecuting SimBA.py,[],2,1,https://github.com/sgoldenlab/simba/issues/27,2020-04-27T12:44:50Z,
26,Ejdrup,Incompatabilities when installing SimBA with TF in fresh conda env.,[],1,1,https://github.com/sgoldenlab/simba/issues/26,2020-04-27T10:31:11Z,
25,2909ft,Problem with Analyse ROI Data,[],25,1,https://github.com/sgoldenlab/simba/issues/25,2020-04-25T21:18:05Z,
24,JensBlack,Report: Upper Limit in Memory with pandas [MemoryError],[],5,1,https://github.com/sgoldenlab/simba/issues/24,2020-04-10T08:59:34Z,
23,JensBlack,Error in Train model,[],5,1,https://github.com/sgoldenlab/simba/issues/23,2020-04-07T11:23:09Z,
22,JensBlack,Error in generateFeatureImportanceBarGraph,[],3,1,https://github.com/sgoldenlab/simba/issues/22,2020-04-07T10:46:50Z,
21,JensBlack,Feature: Validate Settings Input before training start,[],0,1,https://github.com/sgoldenlab/simba/issues/21,2020-04-07T07:06:45Z,
20,JensBlack,RuntimeError: main thread is not in main loop,[],1,1,https://github.com/sgoldenlab/simba/issues/20,2020-04-06T11:55:58Z,
19,JensBlack,Feature: Additional models after Project Creation,[],2,1,https://github.com/sgoldenlab/simba/issues/19,2020-04-06T11:33:20Z,
18,JensBlack,Feature: Skip outlier correction,[],2,1,https://github.com/sgoldenlab/simba/issues/18,2020-04-03T13:12:08Z,
17,JensBlack,Error in Outlier correction,[],1,1,https://github.com/sgoldenlab/simba/issues/17,2020-04-03T12:30:09Z,
16,JensBlack,Pose Configuration: Window sizing bug,[],3,1,https://github.com/sgoldenlab/simba/issues/16,2020-03-25T09:19:15Z,
15,bmi-lsym,Movie filename mismatch in csv files: a bug and a fix,[],1,1,https://github.com/sgoldenlab/simba/issues/15,2020-03-19T23:23:08Z,
14,onurserce,'Append ROI data to features' is not functioning,[],5,1,https://github.com/sgoldenlab/simba/issues/14,2020-03-19T20:54:03Z,
13,onurserce,ROI module not working,[],5,1,https://github.com/sgoldenlab/simba/issues/13,2020-03-19T14:41:34Z,
12,bmi-lsym,Installation of the version 1.1,[],3,1,https://github.com/sgoldenlab/simba/issues/12,2020-03-17T19:56:03Z,
11,dlhagger,Install Issue Shapely,[],2,1,https://github.com/sgoldenlab/simba/issues/11,2020-03-09T20:22:37Z,
9,DanePatey,Installation help,[],6,1,https://github.com/sgoldenlab/simba/issues/9,2020-02-26T17:28:29Z,
8,2909ft,Frames input folder files empty,[],26,1,https://github.com/sgoldenlab/simba/issues/8,2020-01-28T10:46:57Z,
7,eventhorizonzero,install issue/question,[],4,1,https://github.com/sgoldenlab/simba/issues/7,2020-01-24T12:31:06Z,
6,2909ft,ROI feature?,[],7,1,https://github.com/sgoldenlab/simba/issues/6,2020-01-22T17:32:29Z,
5,rkoot,portability,[],1,1,https://github.com/sgoldenlab/simba/issues/5,2020-01-20T12:02:29Z,
4,PolarBean,3d-coordinates,[],1,1,https://github.com/sgoldenlab/simba/issues/4,2020-01-12T02:16:08Z,
