VIDEO,ANIMAL,BODY-PART,SHAPE,SHAPE TYPE,MEASUREMENT,VALUE
503_MA109_Gi_DCZ_0603,Animal_1,Center,My_rectangle,rectangle,MEAN ROI BOUT TIME (S),10.046666666666667
503_MA109_Gi_DCZ_0603,Animal_1,Center,My_rectangle,rectangle,ROI ENTRIES (COUNTS),40.0
503_MA109_Gi_DCZ_0603,Animal_1,Center,My_rectangle,rectangle,TOTAL ROI MOVEMENT (CM),496.3769712844057
503_MA109_Gi_DCZ_0603,Animal_1,Center,My_rectangle,rectangle,TOTAL ROI TIME (S),401.8666666666667
503_MA109_Gi_Saline_0513,Animal_1,Center,My_circle,circle,AVERAGE ROI VELOCITY (CM/S),3.6401211843535983
503_MA109_Gi_Saline_0513,Animal_1,Center,My_circle,circle,FIRST ROI ENTRY TIME (S),225.86666666666667
503_MA109_Gi_Saline_0513,Animal_1,Center,My_circle,circle,LAST ROI ENTRY TIME (S),1108.5333333333333
503_MA109_Gi_Saline_0513,Animal_1,Center,My_circle,circle,MEAN ROI BOUT TIME (S),1.4391304347826086
503_MA109_Gi_Saline_0513,Animal_1,Center,My_circle,circle,ROI ENTRIES (COUNTS),69.0
503_MA109_Gi_Saline_0513,Animal_1,Center,My_circle,circle,TOTAL ROI MOVEMENT (CM),314.1855409235183
503_MA109_Gi_Saline_0513,Animal_1,Center,My_circle,circle,TOTAL ROI TIME (S),99.3
503_MA109_Gi_Saline_0513,Animal_1,Center,My_polygon,polygon,AVERAGE ROI VELOCITY (CM/S),1.972690974146387
503_MA109_Gi_Saline_0513,Animal_1,Center,My_polygon,polygon,FIRST ROI ENTRY TIME (S),6.5
503_MA109_Gi_Saline_0513,Animal_1,Center,My_polygon,polygon,LAST ROI ENTRY TIME (S),1143.9
503_MA109_Gi_Saline_0513,Animal_1,Center,My_polygon,polygon,MEAN ROI BOUT TIME (S),2.773049645390071
503_MA109_Gi_Saline_0513,Animal_1,Center,My_polygon,polygon,ROI ENTRIES (COUNTS),47.0
503_MA109_Gi_Saline_0513,Animal_1,Center,My_polygon,polygon,TOTAL ROI MOVEMENT (CM),154.36302643864295
503_MA109_Gi_Saline_0513,Animal_1,Center,My_polygon,polygon,TOTAL ROI TIME (S),130.33333333333334
503_MA109_Gi_Saline_0513,Animal_1,Center,My_rectangle,rectangle,AVERAGE ROI VELOCITY (CM/S),3.3192616612695582
503_MA109_Gi_Saline_0513,Animal_1,Center,My_rectangle,rectangle,FIRST ROI ENTRY TIME (S),102.93333333333334
503_MA109_Gi_Saline_0513,Animal_1,Center,My_rectangle,rectangle,LAST ROI ENTRY TIME (S),1138.5666666666666
503_MA109_Gi_Saline_0513,Animal_1,Center,My_rectangle,rectangle,MEAN ROI BOUT TIME (S),1.4902777777777778
503_MA109_Gi_Saline_0513,Animal_1,Center,My_rectangle,rectangle,ROI ENTRIES (COUNTS),24.0
503_MA109_Gi_Saline_0513,Animal_1,Center,My_rectangle,rectangle,TOTAL ROI MOVEMENT (CM),82.64230167257665
503_MA109_Gi_Saline_0513,Animal_1,Center,My_rectangle,rectangle,TOTAL ROI TIME (S),35.766666666666666
503_MA109_Gi_Saline_0515,Animal_1,Center,My_circle,circle,AVERAGE ROI VELOCITY (CM/S),
503_MA109_Gi_Saline_0515,Animal_1,Center,My_circle,circle,FIRST ROI ENTRY TIME (S),
503_MA109_Gi_Saline_0515,Animal_1,Center,My_circle,circle,LAST ROI ENTRY TIME (S),
503_MA109_Gi_Saline_0515,Animal_1,Center,My_circle,circle,MEAN ROI BOUT TIME (S),
503_MA109_Gi_Saline_0515,Animal_1,Center,My_circle,circle,ROI ENTRIES (COUNTS),0.0
503_MA109_Gi_Saline_0515,Animal_1,Center,My_circle,circle,TOTAL ROI MOVEMENT (CM),0.0
503_MA109_Gi_Saline_0515,Animal_1,Center,My_circle,circle,TOTAL ROI TIME (S),0.0
503_MA109_Gi_Saline_0515,Animal_1,Center,My_polygon,polygon,AVERAGE ROI VELOCITY (CM/S),1.2043394864007761
503_MA109_Gi_Saline_0515,Animal_1,Center,My_polygon,polygon,FIRST ROI ENTRY TIME (S),101.73333333333333
503_MA109_Gi_Saline_0515,Animal_1,Center,My_polygon,polygon,LAST ROI ENTRY TIME (S),1184.2
503_MA109_Gi_Saline_0515,Animal_1,Center,My_polygon,polygon,MEAN ROI BOUT TIME (S),4.616091954022988
503_MA109_Gi_Saline_0515,Animal_1,Center,My_polygon,polygon,ROI ENTRIES (COUNTS),116.0
503_MA109_Gi_Saline_0515,Animal_1,Center,My_polygon,polygon,TOTAL ROI MOVEMENT (CM),459.39334217225513
503_MA109_Gi_Saline_0515,Animal_1,Center,My_polygon,polygon,TOTAL ROI TIME (S),535.4666666666666
503_MA109_Gi_Saline_0515,Animal_1,Center,My_rectangle,rectangle,AVERAGE ROI VELOCITY (CM/S),1.0555933000996474
503_MA109_Gi_Saline_0515,Animal_1,Center,My_rectangle,rectangle,FIRST ROI ENTRY TIME (S),26.366666666666667
503_MA109_Gi_Saline_0515,Animal_1,Center,My_rectangle,rectangle,LAST ROI ENTRY TIME (S),988.8333333333334
503_MA109_Gi_Saline_0515,Animal_1,Center,My_rectangle,rectangle,MEAN ROI BOUT TIME (S),3.1341269841269854
503_MA109_Gi_Saline_0515,Animal_1,Center,My_rectangle,rectangle,ROI ENTRIES (COUNTS),84.0
503_MA109_Gi_Saline_0515,Animal_1,Center,My_rectangle,rectangle,TOTAL ROI MOVEMENT (CM),307.0203131914648
503_MA109_Gi_Saline_0515,Animal_1,Center,My_rectangle,rectangle,TOTAL ROI TIME (S),263.26666666666677
503_MA109_Gi_Saline_0517,Animal_1,Center,My_circle,circle,AVERAGE ROI VELOCITY (CM/S),2.637991194442649
503_MA109_Gi_Saline_0517,Animal_1,Center,My_circle,circle,FIRST ROI ENTRY TIME (S),625.9666666666667
503_MA109_Gi_Saline_0517,Animal_1,Center,My_circle,circle,LAST ROI ENTRY TIME (S),666.9666666666667
503_MA109_Gi_Saline_0517,Animal_1,Center,My_circle,circle,MEAN ROI BOUT TIME (S),3.3583333333333334
503_MA109_Gi_Saline_0517,Animal_1,Center,My_circle,circle,ROI ENTRIES (COUNTS),8.0
503_MA109_Gi_Saline_0517,Animal_1,Center,My_circle,circle,TOTAL ROI MOVEMENT (CM),49.608328004168506
503_MA109_Gi_Saline_0517,Animal_1,Center,My_circle,circle,TOTAL ROI TIME (S),26.866666666666667
503_MA109_Gi_Saline_0517,Animal_1,Center,My_polygon,polygon,AVERAGE ROI VELOCITY (CM/S),1.5022087165903728
503_MA109_Gi_Saline_0517,Animal_1,Center,My_polygon,polygon,FIRST ROI ENTRY TIME (S),22.033333333333335
503_MA109_Gi_Saline_0517,Animal_1,Center,My_polygon,polygon,LAST ROI ENTRY TIME (S),1129.9666666666667
503_MA109_Gi_Saline_0517,Animal_1,Center,My_polygon,polygon,MEAN ROI BOUT TIME (S),3.8674796747967477
503_MA109_Gi_Saline_0517,Animal_1,Center,My_polygon,polygon,ROI ENTRIES (COUNTS),41.0
503_MA109_Gi_Saline_0517,Animal_1,Center,My_polygon,polygon,TOTAL ROI MOVEMENT (CM),126.51803748322509
503_MA109_Gi_Saline_0517,Animal_1,Center,My_polygon,polygon,TOTAL ROI TIME (S),158.56666666666666
503_MA109_Gi_Saline_0517,Animal_1,Center,My_rectangle,rectangle,AVERAGE ROI VELOCITY (CM/S),1.4424692704490893
503_MA109_Gi_Saline_0517,Animal_1,Center,My_rectangle,rectangle,FIRST ROI ENTRY TIME (S),257.3666666666667
503_MA109_Gi_Saline_0517,Animal_1,Center,My_rectangle,rectangle,LAST ROI ENTRY TIME (S),1203.4
503_MA109_Gi_Saline_0517,Animal_1,Center,My_rectangle,rectangle,MEAN ROI BOUT TIME (S),3.8245614035087714
503_MA109_Gi_Saline_0517,Animal_1,Center,My_rectangle,rectangle,ROI ENTRIES (COUNTS),38.0
503_MA109_Gi_Saline_0517,Animal_1,Center,My_rectangle,rectangle,TOTAL ROI MOVEMENT (CM),214.51231082444923
503_MA109_Gi_Saline_0517,Animal_1,Center,My_rectangle,rectangle,TOTAL ROI TIME (S),145.33333333333331
505_MA144_Gi_CNO_0514,Animal_1,Center,My_circle,circle,AVERAGE ROI VELOCITY (CM/S),1.0212977341537124
505_MA144_Gi_CNO_0514,Animal_1,Center,My_circle,circle,FIRST ROI ENTRY TIME (S),48.5
505_MA144_Gi_CNO_0514,Animal_1,Center,My_circle,circle,LAST ROI ENTRY TIME (S),3265.5
505_MA144_Gi_CNO_0514,Animal_1,Center,My_circle,circle,MEAN ROI BOUT TIME (S),8.414285714285715
505_MA144_Gi_CNO_0514,Animal_1,Center,My_circle,circle,ROI ENTRIES (COUNTS),7.0
505_MA144_Gi_CNO_0514,Animal_1,Center,My_circle,circle,TOTAL ROI MOVEMENT (CM),54.97022115766739
505_MA144_Gi_CNO_0514,Animal_1,Center,My_circle,circle,TOTAL ROI TIME (S),58.900000000000006
505_MA144_Gi_CNO_0514,Animal_1,Center,My_polygon,polygon,AVERAGE ROI VELOCITY (CM/S),0.6984739455477358
505_MA144_Gi_CNO_0514,Animal_1,Center,My_polygon,polygon,FIRST ROI ENTRY TIME (S),22.4
505_MA144_Gi_CNO_0514,Animal_1,Center,My_polygon,polygon,LAST ROI ENTRY TIME (S),3513.9
505_MA144_Gi_CNO_0514,Animal_1,Center,My_polygon,polygon,MEAN ROI BOUT TIME (S),16.720588235294116
505_MA144_Gi_CNO_0514,Animal_1,Center,My_polygon,polygon,ROI ENTRIES (COUNTS),34.0
505_MA144_Gi_CNO_0514,Animal_1,Center,My_polygon,polygon,TOTAL ROI MOVEMENT (CM),166.01883618526517
505_MA144_Gi_CNO_0514,Animal_1,Center,My_polygon,polygon,TOTAL ROI TIME (S),568.5
505_MA144_Gi_CNO_0514,Animal_1,Center,My_rectangle,rectangle,AVERAGE ROI VELOCITY (CM/S),0.40712175872813183
505_MA144_Gi_CNO_0514,Animal_1,Center,My_rectangle,rectangle,FIRST ROI ENTRY TIME (S),79.6
505_MA144_Gi_CNO_0514,Animal_1,Center,My_rectangle,rectangle,LAST ROI ENTRY TIME (S),3297.3
505_MA144_Gi_CNO_0514,Animal_1,Center,My_rectangle,rectangle,MEAN ROI BOUT TIME (S),12.020192307692309
505_MA144_Gi_CNO_0514,Animal_1,Center,My_rectangle,rectangle,ROI ENTRIES (COUNTS),104.0
505_MA144_Gi_CNO_0514,Animal_1,Center,My_rectangle,rectangle,TOTAL ROI MOVEMENT (CM),325.8411754272329
505_MA144_Gi_CNO_0514,Animal_1,Center,My_rectangle,rectangle,TOTAL ROI TIME (S),1250.1000000000001
505_MA144_Gi_CNO_0516,Animal_1,Center,My_circle,circle,AVERAGE ROI VELOCITY (CM/S),1.992814876489495
505_MA144_Gi_CNO_0516,Animal_1,Center,My_circle,circle,FIRST ROI ENTRY TIME (S),23.966666666666665
505_MA144_Gi_CNO_0516,Animal_1,Center,My_circle,circle,LAST ROI ENTRY TIME (S),807.9333333333333
505_MA144_Gi_CNO_0516,Animal_1,Center,My_circle,circle,MEAN ROI BOUT TIME (S),3.5879999999999996
505_MA144_Gi_CNO_0516,Animal_1,Center,My_circle,circle,ROI ENTRIES (COUNTS),50.0
505_MA144_Gi_CNO_0516,Animal_1,Center,My_circle,circle,TOTAL ROI MOVEMENT (CM),224.78529787171652
505_MA144_Gi_CNO_0516,Animal_1,Center,My_circle,circle,TOTAL ROI TIME (S),179.39999999999998
505_MA144_Gi_CNO_0516,Animal_1,Center,My_polygon,polygon,AVERAGE ROI VELOCITY (CM/S),1.9318321336795181
505_MA144_Gi_CNO_0516,Animal_1,Center,My_polygon,polygon,FIRST ROI ENTRY TIME (S),341.6
505_MA144_Gi_CNO_0516,Animal_1,Center,My_polygon,polygon,LAST ROI ENTRY TIME (S),1161.6333333333334
505_MA144_Gi_CNO_0516,Animal_1,Center,My_polygon,polygon,MEAN ROI BOUT TIME (S),0.6633333333333333
505_MA144_Gi_CNO_0516,Animal_1,Center,My_polygon,polygon,ROI ENTRIES (COUNTS),30.0
505_MA144_Gi_CNO_0516,Animal_1,Center,My_polygon,polygon,TOTAL ROI MOVEMENT (CM),37.09098565479453
505_MA144_Gi_CNO_0516,Animal_1,Center,My_polygon,polygon,TOTAL ROI TIME (S),19.9
505_MA144_Gi_CNO_0516,Animal_1,Center,My_rectangle,rectangle,AVERAGE ROI VELOCITY (CM/S),3.6311937921504702
505_MA144_Gi_CNO_0516,Animal_1,Center,My_rectangle,rectangle,FIRST ROI ENTRY TIME (S),3.2333333333333334
505_MA144_Gi_CNO_0516,Animal_1,Center,My_rectangle,rectangle,LAST ROI ENTRY TIME (S),1095.2666666666667
505_MA144_Gi_CNO_0516,Animal_1,Center,My_rectangle,rectangle,MEAN ROI BOUT TIME (S),2.8883333333333336
505_MA144_Gi_CNO_0516,Animal_1,Center,My_rectangle,rectangle,ROI ENTRIES (COUNTS),20.0
505_MA144_Gi_CNO_0516,Animal_1,Center,My_rectangle,rectangle,TOTAL ROI MOVEMENT (CM),133.4128258485041
505_MA144_Gi_CNO_0516,Animal_1,Center,My_rectangle,rectangle,TOTAL ROI TIME (S),57.76666666666667
